Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.countryCreation,Subject,Name.creator,Name.contributor,Name.interviewer,Name.subject,Name.interviewee,Name.photographer,Name.repository,Language,Alt ID.local,Format.medium,Title,Date.creation,Coverage.temporal,Description.abstract,Publisher.publisherName,Relation.isPartOf,Format.extent,Description.note,Source,Relation.relatedTo,AltTitle.uniform,Description.biographicalNote,Coverage.geographic,Description.tableOfContents,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL
American College of Neuropsychopharmacology,ark:/21198/z16h67gc,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h67gc
American College of Neuropsychopharmacology,ark:/21198/z12r5grn,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5grn
American College of Neuropsychopharmacology,ark:/21198/z1z0505q,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z0505q
American College of Neuropsychopharmacology,ark:/21198/z1t747dj,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t747dj
American College of Neuropsychopharmacology,ark:/21198/z1pg3gq8,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3gq8
American College of Neuropsychopharmacology,ark:/21198/z1jt1fd8,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1fd8
American College of Neuropsychopharmacology,ark:/21198/z1f20pq9,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20pq9
American College of Neuropsychopharmacology,ark:/21198/z1989z2b,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1989z2b
American College of Neuropsychopharmacology,ark:/21198/z15h969j,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h969j
American College of Neuropsychopharmacology,ark:/21198/z11r8fjc,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8fjc
American College of Neuropsychopharmacology,ark:/21198/z1x07z1z,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x07z1z
American College of Neuropsychopharmacology,ark:/21198/z1s776b2,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s776b2
American College of Neuropsychopharmacology,ark:/21198/z1nk5512,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk5512
American College of Neuropsychopharmacology,ark:/21198/z1ht4dc7,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4dc7
American College of Neuropsychopharmacology,ark:/21198/z1d23np8,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23np8
American College of Neuropsychopharmacology,ark:/21198/z1892wzj,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_031.tif,31,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892wzj
American College of Neuropsychopharmacology,ark:/21198/z14j2548,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_032.tif,32,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2548
American College of Neuropsychopharmacology,ark:/21198/z10s1ddj,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_033.tif,33,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1ddj
American College of Neuropsychopharmacology,ark:/21198/z1w10wzm,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_034.tif,34,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10wzm
American College of Neuropsychopharmacology,ark:/21198/z1rb8vk5,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_035.tif,35,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb8vk5
American College of Neuropsychopharmacology,ark:/21198/z1mk83xq,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_036.tif,36,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk83xq
American College of Neuropsychopharmacology,ark:/21198/z1gt7c7v,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_037.tif,37,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7c7v
American College of Neuropsychopharmacology,ark:/21198/z1c26mhf,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_038.tif,38,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26mhf
American College of Neuropsychopharmacology,ark:/21198/z1795vpc,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_039.tif,39,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795vpc
American College of Neuropsychopharmacology,ark:/21198/z13j53z1,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_040.tif,40,,,,,,,,,,,,,,,,,,,Page 40,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j53z1
American College of Neuropsychopharmacology,ark:/21198/z1zs4mjn,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_041.tif,41,,,,,,,,,,,,,,,,,,,Page 41,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4mjn
American College of Neuropsychopharmacology,ark:/21198/z1v42k6h,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_042.tif,42,,,,,,,,,,,,,,,,,,,Page 42,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42k6h
American College of Neuropsychopharmacology,ark:/21198/z1qc1tjp,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_043.tif,43,,,,,,,,,,,,,,,,,,,Page 43,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1tjp
American College of Neuropsychopharmacology,ark:/21198/z1km12w7,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_044.tif,44,,,,,,,,,,,,,,,,,,,Page 44,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km12w7
American College of Neuropsychopharmacology,ark:/21198/z1fv0b31,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_045.tif,45,,,,,,,,,,,,,,,,,,,Page 45,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0b31
American College of Neuropsychopharmacology,ark:/21198/z1b29k95,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_046.tif,46,,,,,,,,,,,,,,,,,,,Page 46,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29k95
American College of Neuropsychopharmacology,ark:/21198/z1698tkf,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_047.tif,47,,,,,,,,,,,,,,,,,,,Page 47,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698tkf
American College of Neuropsychopharmacology,ark:/21198/z12n6s8f,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_048.tif,48,,,,,,,,,,,,,,,,,,,Page 48,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6s8f
American College of Neuropsychopharmacology,ark:/21198/z1xw68tk,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_049.tif,49,,,,,,,,,,,,,,,,,,,Page 49,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw68tk
American College of Neuropsychopharmacology,ark:/21198/z1t45j5g,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_050.tif,50,,,,,,,,,,,,,,,,,,,Page 50,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45j5g
American College of Neuropsychopharmacology,ark:/21198/z1pc4sg6,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_051.tif,51,,,,,,,,,,,,,,,,,,,Page 51,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4sg6
American College of Neuropsychopharmacology,ark:/21198/z1jm41rv,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_052.tif,52,,,,,,,,,,,,,,,,,,,Page 52,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm41rv
American College of Neuropsychopharmacology,ark:/21198/z1dv38xs,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_053.tif,53,,,,,,,,,,,,,,,,,,,Page 53,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv38xs
American College of Neuropsychopharmacology,ark:/21198/z1932j6s,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_054.tif,54,,,,,,,,,,,,,,,,,,,Page 54,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932j6s
American College of Neuropsychopharmacology,ark:/21198/z15f0gvx,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_055.tif,55,,,,,,,,,,,,,,,,,,,Page 55,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0gvx
American College of Neuropsychopharmacology,ark:/21198/z11n9r42,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_056.tif,56,,,,,,,,,,,,,,,,,,,Page 56,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9r42
American College of Neuropsychopharmacology,ark:/21198/z1ww97r3,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_057.tif,57,,,,,,,,,,,,,,,,,,,Page 57,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww97r3
American College of Neuropsychopharmacology,ark:/21198/z1s48h2j,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_058.tif,58,,,,,,,,,,,,,,,,,,,Page 58,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48h2j
American College of Neuropsychopharmacology,ark:/21198/z1nc7r8x,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_059.tif,59,,,,,,,,,,,,,,,,,,,Page 59,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7r8x
American College of Neuropsychopharmacology,ark:/21198/z1hm70f7,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_060.tif,60,,,,,,,,,,,,,,,,,,,Page 60,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm70f7
American College of Neuropsychopharmacology,ark:/21198/z1cv67rz,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_061.tif,61,,,,,,,,,,,,,,,,,,,Page 61,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv67rz
American College of Neuropsychopharmacology,ark:/21198/z18646f8,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_062.tif,62,,,,,,,,,,,,,,,,,,,Page 62,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18646f8
American College of Neuropsychopharmacology,ark:/21198/z14f3fr0,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_063.tif,63,,,,,,,,,,,,,,,,,,,Page 63,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3fr0
American College of Neuropsychopharmacology,ark:/21198/z10p2q24,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_064.tif,64,,,,,,,,,,,,,,,,,,,Page 64,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2q24
American College of Neuropsychopharmacology,ark:/21198/z1vx26m8,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_065.tif,65,,,,,,,,,,,,,,,,,,,Page 65,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx26m8
American College of Neuropsychopharmacology,ark:/21198/z1r51ftz,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_066.tif,66,,,,,,,,,,,,,,,,,,,Page 66,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51ftz
American College of Neuropsychopharmacology,ark:/21198/z1md0q1r,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_067.tif,67,,,,,,,,,,,,,,,,,,,Page 67,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0q1r
American College of Neuropsychopharmacology,ark:/21198/z1gm9z9g,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_068.tif,68,,,,,,,,,,,,,,,,,,,Page 68,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9z9g
American College of Neuropsychopharmacology,ark:/21198/z1bz7x2c,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_069.tif,69,,,,,,,,,,,,,,,,,,,Page 69,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7x2c
American College of Neuropsychopharmacology,ark:/21198/z17675cs,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_070.tif,70,,,,,,,,,,,,,,,,,,,Page 70,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17675cs
American College of Neuropsychopharmacology,ark:/21198/z13f6dqz,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_071.tif,71,,,,,,,,,,,,,,,,,,,Page 71,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6dqz
American College of Neuropsychopharmacology,ark:/21198/z1zp5x67,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_072.tif,72,,,,,,,,,,,,,,,,,,,Page 72,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp5x67
American College of Neuropsychopharmacology,ark:/21198/z1tx55ff,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_073.tif,73,,,,,,,,,,,,,,,,,,,Page 73,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx55ff
American College of Neuropsychopharmacology,ark:/21198/z1q54dmp,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_074.tif,74,,,,,,,,,,,,,,,,,,,Page 74,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54dmp
American College of Neuropsychopharmacology,ark:/21198/z1kd3nxd,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_075.tif,75,,,,,,,,,,,,,,,,,,,Page 75,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3nxd
American College of Neuropsychopharmacology,ark:/21198/z1fr1mmd,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_076.tif,76,,,,,,,,,,,,,,,,,,,Page 76,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1mmd
American College of Neuropsychopharmacology,ark:/21198/z1b00vxf,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_077.tif,77,,,,,,,,,,,,,,,,,,,Page 77,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00vxf
American College of Neuropsychopharmacology,ark:/21198/z167048d,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_078.tif,78,,,,,,,,,,,,,,,,,,,Page 78,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz167048d
American College of Neuropsychopharmacology,ark:/21198/z12f9cj4,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_079.tif,79,,,,,,,,,,,,,,,,,,,Page 79,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9cj4
American College of Neuropsychopharmacology,ark:/21198/z1xp8w0z,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_080.tif,80,,,,,,,,,,,,,,,,,,,Page 80,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp8w0z
American College of Neuropsychopharmacology,ark:/21198/z1sx846q,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_081.tif,81,,,,,,,,,,,,,,,,,,,Page 81,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx846q
American College of Neuropsychopharmacology,ark:/21198/z1p57chr,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_082.tif,82,,,,,,,,,,,,,,,,,,,Page 82,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57chr
American College of Neuropsychopharmacology,ark:/21198/z1jh5b59,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_083.tif,83,,,,,,,,,,,,,,,,,,,Page 83,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5b59
American College of Neuropsychopharmacology,ark:/21198/z1dr4khg,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_084.tif,84,,,,,,,,,,,,,,,,,,,Page 84,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4khg
American College of Neuropsychopharmacology,ark:/21198/z1903tth,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_085.tif,85,,,,,,,,,,,,,,,,,,,Page 85,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903tth
American College of Neuropsychopharmacology,ark:/21198/z157333k,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_086.tif,86,,,,,,,,,,,,,,,,,,,Page 86,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz157333k
American College of Neuropsychopharmacology,ark:/21198/z11g2b8h,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_087.tif,87,,,,,,,,,,,,,,,,,,,Page 87,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2b8h
American College of Neuropsychopharmacology,ark:/21198/z1wq1trc,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_088.tif,88,,,,,,,,,,,,,,,,,,,Page 88,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1trc
American College of Neuropsychopharmacology,ark:/21198/z1rz132w,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_089.tif,89,,,,,,,,,,,,,,,,,,,Page 89,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz132w
American College of Neuropsychopharmacology,ark:/21198/z1n891sp,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_090.tif,90,,,,,,,,,,,,,,,,,,,Page 90,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n891sp
American College of Neuropsychopharmacology,ark:/21198/z1hh893t,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_091.tif,91,,,,,,,,,,,,,,,,,,,Page 91,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh893t
American College of Neuropsychopharmacology,ark:/21198/z1cr7jf0,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_092.tif,92,,,,,,,,,,,,,,,,,,,Page 92,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7jf0
American College of Neuropsychopharmacology,ark:/21198/z1806sqk,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_093.tif,93,,,,,,,,,,,,,,,,,,,Page 93,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806sqk
American College of Neuropsychopharmacology,ark:/21198/z14761xb,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_094.tif,94,,,,,,,,,,,,,,,,,,,Page 94,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14761xb
American College of Neuropsychopharmacology,ark:/21198/z10g5944,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_095.tif,95,,,,,,,,,,,,,,,,,,,Page 95,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5944
American College of Neuropsychopharmacology,ark:/21198/z1vq4spw,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_096.tif,96,,,,,,,,,,,,,,,,,,,Page 96,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4spw
American College of Neuropsychopharmacology,ark:/21198/z1r22rc6,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_097.tif,97,,,,,,,,,,,,,,,,,,,Page 97,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22rc6
American College of Neuropsychopharmacology,ark:/21198/z1m920p9,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_098.tif,98,,,,,,,,,,,,,,,,,,,Page 98,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m920p9
American College of Neuropsychopharmacology,ark:/21198/z1gj181w,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_099.tif,99,,,,,,,,,,,,,,,,,,,Page 99,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj181w
American College of Neuropsychopharmacology,ark:/21198/z1bs0h78,ark:/21198/zz001hm220,,,Page,acnp/image/21198-zz001hm220-1-master_100.tif,100,,,,,,,,,,,,,,,,,,,Page 100,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0h78
