Project Name,Title,Item Ark,Item Sequence,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Name.repository,Coverage.geographic,Relation.isPartOf,Rights.servicesContact,Name.photographer,Rights.permission,Name.architect,Date.normalized,AltIdentifier.local,Title2,Date.creation,Format.extent,Format.medium,Description.note,Description.fundingNote,Description.longitude,Description.latitude,Description.caption,Language,Name.artist,Coverage.temporal,Alt ID.collection,thumbnailImageName,File Name,Object Type,Parent ARK
"Connell (Will) Papers, 1928-1961","Lee Jennings, Los Angeles, 1930-1939",21198/zz002h2kmq,,Artists $x American $z California $z Los Angeles,still image,copyrighted,Portrait photographs|~|acetate film|~|black-and-white photographs,"Jennings, Lee Chase, $d 1892-1963","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0319,"Lee Jennings, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w acetate negative,"Text from negative sleeve: Lee Jennings|~|Profile portrait photograph of Lee Jennings wearing a suit and tie.|~|This is probably Lee Chase Jennings, a commercial artist who was born in Massachusetts, lived in Los Angeles after WWI and worked in San Francisco from 1939-1950.",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0319.jpg,uclamss_893_0319.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Lee Jennings, Los Angeles, 1930-1939",21198/zz002h2kn7,,Artists $x American $z California $z Los Angeles,still image,copyrighted,Portrait photographs|~|acetate film|~|black-and-white photographs,"Jennings, Lee Chase, $d 1892-1963","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930/1939,uclamss_893_0320,"Lee Jennings, Los Angeles, 1930-1939",[between 1930-1939],1 photographic negative,b&w acetate negative,"Portrait photograph of Lee Jennings wearing a suit and seated on a bench with one foot pulled up on the bench with his hands crossed over his knee. He holds a cigarette in his left hand.|~|This is probably Lee Chase Jennings, a commercial artist who was born in Massachusetts, lived in Los Angeles after WWI and worked in San Francisco from 1939-1950.",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0320.jpg,uclamss_893_0320.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Paul Sample, artist, Pasadena, circa 1935",21198/zz002h2kpr,,Artists $x American $z California $z Pasadena,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Sample, Paul, $d 1896-1974","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0321,"Paul Sample, artist, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"Paul Starrett Sample was an American artist who portrayed life in New England in the middle of the 20th Century with a style that showed elements of Social Realism and Regionalism. He went to Los Angeles in the 1920's to study at Otis Art Institute, and was on the faculty of the University of Southern California in the school of architecture from 1926 to 1938, when he left to assume a teaching position at Dartmouth College.|~|Bust-length photographic portrait of artist Paul Sample wearing a white shirt and tie in his Pasadena home|~|According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena",Access to this collection is generously supported by Arcadia funds.,-118.164358,34.134129,Text from negative sleeve: Paul Sample. Portrait. #20. Artist. Ca. 1935.,,,,,uclamss_893_0321.jpg,uclamss_893_0321.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Paul Sample, artist, Pasadena, circa 1935",21198/zz002h2kq8,,Artists $x American $z California $z Pasadena,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Sample, Paul, $d 1896-1974","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0322,"Paul Sample, artist, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena|~|Bust-length 3/4 view photographic portrait of artist Paul Sample wearing a suit jacket in his Pasadena home|~|Paul Starrett Sample was an American artist who portrayed life in New England in the middle of the 20th Century with a style that showed elements of Social Realism and Regionalism. He went to Los Angeles in the 1920's to study at Otis Art Institute, and was on the faculty of the University of Southern California in the school of architecture from 1926 to 1938, when he left to assume a teaching position at Dartmouth College.",Access to this collection is generously supported by Arcadia funds.,-118.164358,34.134129,Text from negative sleeve: Paul Sample. Portrait. #20. Artist. Ca. 1935.,,,,,uclamss_893_0322.jpg,uclamss_893_0322.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Paul Sample and Sylvia Sample in the studio of their home, Pasadena, circa 1935",21198/zz002h2krs,,Artists' studios $z California $z Pasadena|~|Artists $x American $z California $z Pasadena,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Sample, Paul, $d 1896-1974|~|Drury, Sylvia Ann Howland Sample, $d 1902-1998","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0323,"Paul Sample and Sylvia Sample in the studio of their home, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"Paul Starrett Sample was an American artist who portrayed life in New England in the middle of the 20th Century with a style that showed elements of Social Realism and Regionalism. He went to Los Angeles in the 1920's to study at Otis Art Institute, and was on the faculty of the University of Southern California in the school of architecture from 1926 to 1938, when he left to assume a teaching position at Dartmouth College.|~|Photograph of Paul Sample working on a painting on an easel in the studio at his Pasadena home. His wife Sylvia Sample is seated on a studio couch with a dog. Paintings are visible leaning against the window behind them and on the wall on the right.|~|Paul Starrett Sample was an American artist who portrayed life in New England in the middle of the 20th Century with a style that showed elements of Social Realism and Regionalism. He went to Los Angeles in the 1920's to study at Otis Art Institute, and was on the faculty of the University of Southern California in the school of architecture from 1926 to 1938, when he left to assume a teaching position at Dartmouth College.|~|According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena",Access to this collection is generously supported by Arcadia funds.,-118.164358,34.134129,Text from negative sleeve: Paul Sample. Artist. Portrait. incl w/wife Sylvia. Ca. 1935.,,,,,uclamss_893_0323.jpg,uclamss_893_0323.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Paul Sample and Sylvia Sample in the studio of their home, Pasadena, circa 1935",21198/zz002h2ks9,,Artists' studios $z California $z Pasadena|~|Artists $x American $z California $z Pasadena,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Sample, Paul, $d 1896-1974|~|Drury, Sylvia Ann Howland Sample, $d 1902-1998","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0324,"Paul Sample and Sylvia Sample in the studio of their home, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena|~|Photograph of Paul Sample and his wife Sylvia Sample is seated on a studio couch with a dog in the studio of their Pasadena home. A painting is just behind Sylvia on the left.",Access to this collection is generously supported by Arcadia funds.,-118.164358,34.134129,Text from negative sleeve: Paul Sample. Artist. Portrait. incl w/wife Sylvia. Ca. 1935.,,,,,uclamss_893_0324.jpg,uclamss_893_0324.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Paul Sample, artist, Pasadena, circa 1935",21198/zz002h2ktt,,Artists $x American $z California $z Pasadena,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Sample, Paul, $d 1896-1974","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0325,"Paul Sample, artist, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"Paul Starrett Sample was an American artist who portrayed life in New England in the middle of the 20th Century with a style that showed elements of Social Realism and Regionalism. He went to Los Angeles in the 1920's to study at Otis Art Institute, and was on the faculty of the University of Southern California in the school of architecture from 1926 to 1938, when he left to assume a teaching position at Dartmouth College.|~|According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena|~|Three-quarter-length photographic portrait of artist Paul Sample wearing a suit and seated on a bench in his Pasadena home",Access to this collection is generously supported by Arcadia funds.,-118.164358,34.134129,Text from negative sleeve: Paul Sample. Portrait. Artist. Incl. w.wife Sylvia. Ca. 1935.,,,,,uclamss_893_0325.jpg,uclamss_893_0325.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Sylvia Sample in the studio of her husband Paul Sample, Pasadena, circa 1935",21198/zz002h2kvb,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Drury, Sylvia Ann Howland Sample, $d 1902-1998","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0326,"Sylvia Sample in the studio of her husband Paul Sample, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena",Access to this collection is generously supported by Arcadia funds.,"Portrait photograph of Sylvia Sample, wife of painter Paul Sample, seated on a couch in the studio of their Pasadena home.|~|-118.164358",34.134129,Text from negative sleeve: Paul Sample. Artist. Portrait. & wife Sylvia. Ca. 1935.,,,,,uclamss_893_0326.jpg,uclamss_893_0326.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Paul Sample working on a painting in his studio, Pasadena, circa 1935",21198/zz002h2kwv,,Artists' studios $z California $z Pasadena|~|Artists $x American $z California $z Pasadena,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Sample, Paul, $d 1896-1974","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0327,"Paul Sample working on a painting in his studio, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena|~|Photograph of Paul Sample standing before a painting on an easel with a paint brush in each hand, in his studio in his Pasadena home.|~|Paul Starrett Sample was an American artist who portrayed life in New England in the middle of the 20th Century with a style that showed elements of Social Realism and Regionalism. He went to Los Angeles in the 1920's to study at Otis Art Institute, and was on the faculty of the University of Southern California in the school of architecture from 1926 to 1938, when he left to assume a teaching position at Dartmouth College.",Access to this collection is generously supported by Arcadia funds.,-118.164358,34.134129,Text from negative sleeve: Paul Sample. Portrait. Artist. And wife Sylvia. Ca. 1935.,,,,,uclamss_893_0327.jpg,uclamss_893_0327.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Paul Sample in his studio with his dog, Pasadena, circa 1935",21198/zz002h2kxc,,Artists' studios $z California $z Pasadena|~|Artists $x American $z California $z Pasadena,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Sample, Paul, $d 1896-1974","University of California, Los Angeles. $b Library Special Collections",California--Pasadena,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1935,uclamss_893_0328,"Paul Sample in his studio with his dog, Pasadena, circa 1935",[circa 1935],1 photographic negative,b&w nitrate negative,"According to the Pasadena City Directory, in 1935 Paul and Sylvia Sample lived at 676 La Loma Road in Pasadena|~|Photograph of artist Paul Sample and his dog seen from outside a window of the studio in his Pasadena home. A painting on an easel is behind him as well as a small table with painting supplies.|~|Paul Starrett Sample was an American artist who portrayed life in New England in the middle of the 20th Century with a style that showed elements of Social Realism and Regionalism. He went to Los Angeles in the 1920's to study at Otis Art Institute, and was on the faculty of the University of Southern California in the school of architecture from 1926 to 1938, when he left to assume a teaching position at Dartmouth College",Access to this collection is generously supported by Arcadia funds.,-118.164358,34.134129,Text from negative sleeve: Paul Sample. Portrait. Artist. And wife Sylvia. Ca. 1935.,,,,,uclamss_893_0328.jpg,uclamss_893_0328.tif,Work,21198/zz002h2fpt
