Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.publisher,Name.designer,Title,Relation.relatedTo,AltTitle.descriptive,Format.medium,Format.extent,Format.dimensions,AltTitle.other,Alt ID.local,Date.creation,Date.normalized,Name.creator,Format.material,Description.note,Relation.isPartOf,Description.abstract,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qx81,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qx81_735515_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two girls dressed in costumes,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 x 4 5/16,,CSRC_ORPHAN_GUARDIA_0079.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qx81,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qx81/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qx9j,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qx9j_735460_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Grandmother with her grandchildren,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 5/8 x 3 1/4,,CSRC_ORPHAN_GUARDIA_0074.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qx9j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qx9j/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxb2,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxb2_735604_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two Women standing in front of house,Yolanda Retter-Vargas Papers,Jose Lozano Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 5 1/16,,CSRC_ORPHAN_LOZANO_0005.tif,circa 1950s,1950/1959,,Kodak Velox Paper,"Inscribed on back, ""5710 Via San DelarroP.A. 8-39955""Photograph taken in Los Angeles, CA.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxb2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxb2/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxck,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxck_735644_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two boys standing in front of garden,Yolanda Retter-Vargas Papers,Jose Lozano Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 3/8,,CSRC_ORPHAN_LOZANO_0008.tif,circa 1950s,1950/1959,,Kodak Velox Paper,"Photograph taken in Los Angeles, CA.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxck,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxck/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxd3,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxd3_735656_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Little girl playing with beach ball in front of house,Yolanda Retter-Vargas Papers,Jose Lozano Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 3/8,,CSRC_ORPHAN_LOZANO_0010.tif,circa 1950s,1950/1959,,Kodak Velox Paper,"Photograph taken in Los Angeles, CA.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxd3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxd3/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxfm,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxfm_735530_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia daughters,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,2 7/16 x 3 3/8,,CSRC_ORPHAN_GUARDIA_0081.tif,circa 1960s,1960/1969,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxfm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxfm/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxg4,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxg4_735476_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia Family,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 3/8 x 3,,CSRC_ORPHAN_GUARDIA_0073.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxg4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxg4/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxj5,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxj5_735551_master.tif,,,,,text,correspondence,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,One Day Photo Service from Alonso's Liquors,,,,1 envelope,7 1/2 x 5 1/4,,CSRC_ORPHAN_LOZANO_0001.tif,1956 March 3,1950/1959,,,Date 3-10-56Name Jose Lozano Address 2853 Cincinnati St. Size of film 120 No. of rolls 1Master Double Size 16 Print 1 of each  Total prints 20developing cost $1.60plus tax $1.87Address of Alonso's Liquors 400 North Evergreen Avenue,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxj5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxj5/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxkp,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxkp_735491_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Relatives to the Guardia Family,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 5/16 x 3 1/16,,CSRC_ORPHAN_GUARDIA_0075.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxkp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxkp/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxm6,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxm6_735521_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Three generations of the Guardia women,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,4 5/8 x 3 1/4,,CSRC_ORPHAN_GUARDIA_0080.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxm6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxm6/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxnq,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxnq_735572_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives|~|nature photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,View of Graden,Yolanda Retter-Vargas Papers,Jose Lozano Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 3/8,,CSRC_ORPHAN_LOZANO_0003.tif,circa 1950s,1950/1959,,Kodak Velox Paper,"Photograph taken in Los Angeles, CA.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxnq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxnq/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxp7,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxp7_735645_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two babies standing in front of house,Yolanda Retter-Vargas Papers,Jose Lozano Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 3/8,,CSRC_ORPHAN_LOZANO_0009.tif,circa 1950s,1950/1959,,Kodak Velox Paper,"Photograph taken in Los Angeles, CA.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxp7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxp7/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxqr,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxqr_735587_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Boy standing while snapshot is taken,,Jose Lozano Collection,Gelatin-Silver Photograph,1 Photograph,3 1/2 x 3 3/8,,CSRC_ORPHAN_LOZANO_0004.tif,circa 1950s,1950/1959,,Kodak Velox Paper|~|Brownie Camera,"Boy is holding a Brownie Old Camera while snapshot is taken.Photograph taken in Los Angeles, CA.",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxqr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxqr/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxr8,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxr8_735511_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Three kids in costumes,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,2 15/16 x 4 5/16,,CSRC_ORPHAN_GUARDIA_0078.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxr8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxr8/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qxss,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qxss_735560_master.tif,,,,,text,correspondence,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Jose Lozano's report card from Hollenbeck Junior High School,,,,1 card,5 7/5 x 3 7/8,,CSRC_ORPHAN_LOZANO_0002.tif,1955 June 17,1950/1959,,,This is Jose Lozano's report card in the 8th grade at Hollenbeck Junior High School.,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qxss,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qxss/manifest
