Object Type,Parent ARK,Item ARK,File Name,Local identifier,Title,Name.creator,Date.created,Date.normalized,Type.typeOfResource,Genre,Format.dimensions,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject,Subject geographic,Rights.statementLocal,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1hx3g34,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03365.tif,acku_dupree_slide_1983_03365,Fields and Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Fields|~|Cypress Trees|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx3g34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx3g34/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1d52qb8,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03366.tif,acku_dupree_slide_1983_03366,Valley and Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Valleys|~|Streams|~|Tees|~|Hills|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52qb8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d52qb8/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z18d1zn0,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03367.tif,acku_dupree_slide_1983_03367,House in the Fields,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,House|~|Fields|~|Trees|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1zn0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d1zn0/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z14n171d,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03368.tif,acku_dupree_slide_1983_03368,Mujahid With Their Gun Riding Horse,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahid|~|Gun|~|Horses|~|Riding|~|Valley|~|Village|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n171d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n171d/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z10z95rw,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03369.tif,acku_dupree_slide_1983_03369,House in a Village,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,House|~|Villages|~|Trees,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z95rw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z95rw/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1w68p8x,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03370.tif,acku_dupree_slide_1983_03370,Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Valleys|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w68p8x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w68p8x/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1rf7xj6,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03371.tif,acku_dupree_slide_1983_03371,Man and Cow,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Man|~|Cow|~|Villages,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7xj6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf7xj6/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1mp75qh,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03372.tif,acku_dupree_slide_1983_03372,Tea House,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Tea House|~|Tea Maker|~|Mujahid|~|Men|~|Gun|~|Samovar,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp75qh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp75qh/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1gx6dzb,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03373.tif,acku_dupree_slide_1983_03373,Landscapes,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Fields|~|Plant|~|grasses|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx6dzb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx6dzb/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1c55p8s,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03374.tif,acku_dupree_slide_1983_03374,Mujahideen With Their Gun,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Guns|~|Fields|~|Villages|~|Houses|~|Hills|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55p8s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c55p8s/manifest
