Item ARK,Parent ARK,Object Type,Title,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal
ark:/21198/z1m05z1d,ark:/21198/z16d7kmn,Work,Floods in Doshi 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02965.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2966,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02965,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Doshi|~|Floods|~|Bazaar|~|Bazaars|~|Trucks|~|Trees|~|Roads,,
ark:/21198/z1g756cz,ark:/21198/z16d7kmn,Work,Floods in Doshi 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02966.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2967,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02966,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Doshi|~|Floods|~|Bazaar|~|Bazaars|~|Truck|~|Roads|~|Trees,,
ark:/21198/z1bk3502,ark:/21198/z16d7kmn,Work,Floods in Doshi 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02967.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2968,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02967,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Doshi|~|Floods|~|Bazaar|~|Bazaars|~|Roads|~|Mountains|~|Landscapes|~|Trees,,
ark:/21198/z16t2dcp,ark:/21198/z16d7kmn,Work,Floods in Doshi 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02968.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2969,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02968,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Doshi|~|Floods|~|Bazaar|~|Bazaars|~|Roads|~|Trees,,
ark:/21198/z1321nmt,ark:/21198/z16d7kmn,Work,Tepe Puse Wazirabad,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02969.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2970,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02969,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Pul-i-Khumri|~|Tepe Puse Wazirabad|~|Club-i-Barq|~|Mountains|~|Fields|~|Landscapes,,
ark:/21198/z1z91521,ark:/21198/z16d7kmn,Work,Ghori Cement Factory From Club-i-Barq Pul-i-Khumri,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02970.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2971,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02970,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Pul-i-Khumri|~|Ghori Cement|~|Factory|~|Club-i-Barq|~|Fields|~|Mountains|~|Landscapes,,
ark:/21198/z1tj0d9v,ark:/21198/z16d7kmn,Work,Hydroelectric Station At Pul-i-Khumri,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02971.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2972,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02971,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Pul-i-Khumri|~|Hydroelectric Station|~|Mountains|~|Landscapes,,
ark:/21198/z1pr9nkk,ark:/21198/z16d7kmn,Work,Bluffs Above Reservoir From Kabul-Jalalabad Road,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02972.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2973,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02972,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Naglu|~|Bluffs|~|Reservoir|~|Mountains|~|Landscapes,,
ark:/21198/z1k08wzh,ark:/21198/z16d7kmn,Work,Street Scene Near Shahr-i-Naw,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02973.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2974,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02973,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Shahr-i-Naw|~|Street|~|Panir Wala|~|Shops|~|Restaurant|~|Men,,
ark:/21198/z1fb6vkm,ark:/21198/z16d7kmn,Work,Salang Good For Snow Patches in Summer,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02974.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2975,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02974,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Parwan|~|Salang|~|Snow|~|Mountains|~|Valleys,,
ark:/21198/z19k63x5,ark:/21198/z16d7kmn,Work,Khinjan Bazaar and good handkerchiefs,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02975.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2976,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02975,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Khinjan|~|Bazaar|~|Bazaars|~|Handkerchiefs|~|Shops|~|People,,
ark:/21198/z15t5c6v,ark:/21198/z16d7kmn,Work,Khinjan Bazaar Waterwheel,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02976.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2977,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02976,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Khinjan|~|Bazaar|~|Bazaars|~|Waterwheel|~|Streams,,
ark:/21198/z1224mdj,ark:/21198/z16d7kmn,Work,Khinjan Bazaar Goods,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02977.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2978,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02977,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Khinjan|~|Bazaar|~|Bazaars|~|Goods|~|Shops|~|Handkerchiefs|~|Shopkeepers,,
ark:/21198/z1x943ws,ark:/21198/z16d7kmn,Work,Pul-i-Khumri Bazaar Day,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02978.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2979,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02978,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Pul-i-Khumri|~|Bazaar|~|Bazaars|~|Silk Seller|~|Men|~|Boys,,
ark:/21198/z1sj3c7c,ark:/21198/z16d7kmn,Work,Pul-i-Khumri Bazaar 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02979.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2980,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02979,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Pul-i-Khumri|~|Bazaar|~|Bazaars|~|Old Man|~|Boys,,
ark:/21198/z1ns2mm0,ark:/21198/z16d7kmn,Work,Pul-i-Khumri Bazaar 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02980.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2981,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02980,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Baghlan|~|Pul-i-Khumri|~|Bazaar|~|Bazaars|~|Barf|~|Soda|~|Water|~|Men,,
ark:/21198/z1j40k5h,ark:/21198/z16d7kmn,Work,Jalalabad Ice-cream Shop,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02981.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2982,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02981,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Nangarhar|~|Jalalabad|~|Bazaar|~|Bazaars|~|Ice-cream Shop|~|Ice Milk|~|Men,,
ark:/21198/z1db9tjk,ark:/21198/z16d7kmn,Work,Jalalabad Bazaar Shot,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02982.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2983,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02982,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Nangarhar|~|Jalalabad|~|Bazaar|~|Bazaars|~|Rods|~|Men|~|Shops|~|Trees,,
ark:/21198/z18k92rb,ark:/21198/z16d7kmn,Work,Jalalabad Modern Architecture of Mosque Minaret,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02983.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2984,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02983,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Nangarhar|~|Jalalabad|~|Architecture|~|Mosque|~|Minaret,,
ark:/21198/z14t8b0k,ark:/21198/z16d7kmn,Work,Jalalabad Street Vendor,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02984.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2985,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02984,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Nangarhar|~|Jalalabad|~|Street Vendor|~|Men,,
ark:/21198/z1127k7q,ark:/21198/z16d7kmn,Work,Below Sarobi Kabul River,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02985.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2986,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02985,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Sarobi|~|River|~|Valley|~|Mountains,,
ark:/21198/z1w972t9,ark:/21198/z16d7kmn,Work,Sarobi and Kabul River,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02986.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2987,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02986,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Sarobi|~|River|~|Valley,,
ark:/21198/z1rj6b5w,ark:/21198/z16d7kmn,Work,Sarobi Reservoir From Half Way up Pass,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02987.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2988,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02987,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Sarobi|~|Reservoir|~|Fields|~|Mountains|~|Landscapes,,
ark:/21198/z1mw48sk,ark:/21198/z16d7kmn,Work,Naglu Reservoir With Bluffs 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02988.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2989,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02988,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Naglu|~|Reservoir|~|Bluffs|~|Mountains|~|Landscapes,,
ark:/21198/z1h43j5x,ark:/21198/z16d7kmn,Work,Naglu Reservoir With Bluffs 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02989.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2990,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02989,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Naglu|~|Reservoir|~|Bluffs|~|Mountains|~|Landscapes,,
ark:/21198/z1cc2sdr,ark:/21198/z16d7kmn,Work,Kabul Chahrai Haji Yaqub,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02990.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2991,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02990,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Kabul|~|Chahrai Haji Yaqub|~|boys|~|Garbage|~|Roads,,
ark:/21198/z17m21k2,ark:/21198/z16d7kmn,Work,Imam Sahib 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02991.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2992,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02991,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Maimana|~|Imam Sahib|~|Yurt|~|Felt|~|Boys,,
ark:/21198/z13v18tw,ark:/21198/z16d7kmn,Work,Imam Sahib 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02992.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2993,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02992,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Maimana|~|Imam Sahib|~|Yurt|~|Felt|~|Pots,,
ark:/21198/z1030j5s,ark:/21198/z16d7kmn,Work,Imam Sahib 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02993.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2994,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02993,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Maimana|~|Imam Sahib|~|Yurt|~|Felt|~|Pots,,
ark:/21198/z1vd8r2t,ark:/21198/z16d7kmn,Work,Imam Sahib 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02994.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2995,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02994,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Maimana|~|Imam Sahib|~|Yurt|~|Felt|~|Trees,,
ark:/21198/z1qn80ft,ark:/21198/z16d7kmn,Work,Imam Sahib 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02995.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2996,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02995,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Maimana|~|Imam Sahib|~|Man|~|Yurt|~|Felt,,
ark:/21198/z1kw77rj,ark:/21198/z16d7kmn,Work,Yurt with Original Owner,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02996.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2997,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02996,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Maimana|~|Yurt|~|Man,,
ark:/21198/z1g46h03,ark:/21198/z16d7kmn,Work,Namat Making,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02997.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2998,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02997,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Maimana|~|Namat Making|~|Boys,,
ark:/21198/z1bc5r51,ark:/21198/z16d7kmn,Work,Modern Archaeological Ovens 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02998.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,2999,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02998,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Qaisar|~|Archaeological Ovens,,
ark:/21198/z16m50fp,ark:/21198/z16d7kmn,Work,Modern Archaeological Ovens 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_02999.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3000,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_02999,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Qaisar|~|Archaeological Ovens,,
ark:/21198/z12v47sv,ark:/21198/z16d7kmn,Work,Modern Archaeological Ovens 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03000.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3001,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03000,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Qaisar|~|Archaeological Ovens,,
ark:/21198/z1z62fn9,ark:/21198/z16d7kmn,Work,Modern Archaeological Ovens 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03001.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3002,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03001,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Faryab|~|Qaisar|~|Archaeological Ovens,,
ark:/21198/z1tf1q0w,ark:/21198/z16d7kmn,Work,Nancy Hatch Dupree At Qala Bist,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03002.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3003,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03002,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Helmand|~|Qala Bost|~|Nancy Hatch Dupree|~|Path UP|~|Hills,,
ark:/21198/z1pp0zch,ark:/21198/z16d7kmn,Work,Lashkar-i-Bazar 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03003.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3004,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03003,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Helmand|~|Lashkar-i-Bazar|~|Window,,
ark:/21198/z1jx06k8,ark:/21198/z16d7kmn,Work,Lashkar-i-Bazar 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03004.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3005,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03004,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Helmand|~|Lashkar-i-Bazar|~|Ruins,,
ark:/21198/z1f49fsd,ark:/21198/z16d7kmn,Work,Lashkar-i-Bazar 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03005.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3006,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03005,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Helmand|~|Lashkar-i-Bazar|~|Ruins,,
ark:/21198/z19c8q1n,ark:/21198/z16d7kmn,Work,Lashkar-i-Bazar 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03006.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3007,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03006,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Helmand|~|Lashkar-i-Bazar|~|Ruins,,
ark:/21198/z15m7zct,ark:/21198/z16d7kmn,Work,Lashkar-i-Bazar 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1968_03007.tif,Louis Dupree and Nancy Dupree Collection,,1968,1968,,,,,3008,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1968_03007,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1968|~|Afghanistan|~|Helmand|~|Lashkar-i-Bazar|~|Step|~|Frieze|~|Ruins,,
