Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Rights.copyrightStatus,Subject.conceptTopic,Name.sponsor,Subject.corporateName,"Subject.Jones, Marcia : local",Subject.otherTopic,Publisher.publisherName,Name.photographer,Name.designer,Name.creator,Name.printer,Name.conceptor,Name.artist,Author,Name.musician,Name.funder,Name.other,Rights.rightsHolderContact,Name.writer,Name.repository,Editor,Language,Coverage.geographic,Name.actress,Name.artDirector,Type.genre,Name.publishingDirector,Rights.permission,Name.subject,Rights.servicesContact,Alternate Identifier.local,Title,AltTitle.other,Description.note,Publisher.placeOfOrigin,Date.publication,Format.dimensions,AltTitle.translated,Description.condition,Description.caption,Alternate Title.descriptive,Date.normalized,Relation.hasVersion,Relation.derivedFrom,Summary,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL,Representative Image,Masthead
AIDS Posters Collection,ark:/21198/zz0002jtr9,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be006.tif,,,,,Condoms,still image,unknown,AIDS (Disease)--Prevention|~|AIDS (Disease)--Belgium--Prevention--Telephone directories|~|Acquired Immunodeficiency Syndrome--prevention & control,Belgium. Ministère de la communauté française,,,,Plate Forme prévention SIDA,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,Belgium,,,posters,,,,,BE006,Sida ne se guérit pas encore. Pensez à vous protéger. [inscribed],,"A slightly unrolled condom lies on a surface with its tip pointing upwards.  A list of AIDS prevention organizations for the French-speaking community of Belgium appears at the bottom.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE006.",Brussels (Belgium),2002,61 x 43 cm. (24 x 17 in.),AIDS does not cure itself yet.  Think about protecting yourself.,Additional poster text: Les organismes de prévention du Sida en communauté française.,,,2002,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtr9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtr9/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jttb,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be007.tif,,,,,Hearts (Symbols)|~|Condoms|~|Couples,still image,unknown,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Love,,,,,Commission of the European Communities,,,,,,"Guiot, Fréd.",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Magos, V.",eng,Belgium,,,posters,,,,,BE007,European Community Happy Holidays poster of a couple riding a condom as a rocket through space toward a red heart [descriptive],,"A woman and a man are rocketing through space on a condom toward a red heart.  A ""Happy Holidays"" greeting is given in German, Spanish, Danish, Greek, Dutch, English, French, Portuguese, and Italian.  Includes a advertisement featuring Italian shoe sellers Marie Passion, Mike Konos.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE007.",Brussels (Belgium),[between 1991 and 1993],61 x 43 cm. (24 x 17 in.),,Poster text: Schöne Ferien.  Buenas vacaciones.  God ferie.  καλες διακοπες.  Prettige vakantie.  Happy Holidays.  Bonnes vacances.  Boas férias.  Buone vacanze.  Set up with the Commission of the European Communities.,,,1991/1993,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jttb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jttb/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtwc,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/be008.tif,,,,,Equipment|~|Condoms|~|Shaking hands,still image,unknown,Acquired Immunodeficiency Syndrome--prevention & control|~|AIDS (Disease)--Transmission,,,,,,,,Agence de prévention du Sida,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,Belgium,,,posters,,,,,BE008,Belgian AIDS poster presenting the means by which the virus is not transmitted in the workplace [descriptive],,"Objects commonly found in the workplace are pictured with captions explaining that they are not means for transmission of the AIDS virus: Coffee mug, ashtray, bar of soap, postage stamps, telephone receiver, scissors, awl, screwdriver, pencil, toilet seat, compass, razor knife, first aid kit, bottled water, french fries, a fork in a piece of pie, a pair of partially-full wine glasses, and a hand shake.  Also depicted is a condom in a foil packet.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item BE008.",Brussels (Belgium),1998,86 x 61 cm. (34 x 24 in.),,"Poster text: A condition de ne pas melanger le sexe et le travail, il n'y a aucun risque de transmission du virus du sida dans l'entreprise.  [If you do not mix sex with work, there is no risk of transmission of the AIDS virus in the workplace]|~|Additional poster text: L'agence de prevention du Sida lutte contre l'exclusion des seropositifs.",,,1998,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtwc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtwc/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jtzd,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc001.tif,,,,,,still image,unknown,AIDS (Disease)--Patients--Civil rights|~|AIDS (Disease)--Patients--Services for|~|Acquired Immunodeficiency Syndrome|~|Discrimination,,,,,Guan huai ai zi,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,chi,Hong Kong (China),,,posters,,,,,CC001,我寧願有人對我白眼!,Wo ning yuan you ren duo wo bai yan!,"Depicts a man resting his head on his arm and leaning against a wall, which represents his emotional pain. Logo in lower right corner: AIDS Concern|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC001.|~|Date on back of poster, 1997, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 1997],61 x 43 cm. (24 x 17 in.),I would rather be treated with disdain,"Additional poster text: 我們深切明白孤寂的痛苦, 遠比遭人白眼更難受. 正因此我們設立了[關懷愛滋,夥伴計劃], 讓您知道身邊確實還有一些不會迴避您, 只會關懷您的朋友. [Wo men shen qie ming bai gu ji de tong ku, yuan bi zao ren bai yan geng nan shou. Zheng yin wei ru ci wo men she li le &quot;guan huai ai zi, huo ban ji hua&quot;, rang nin zhi dao shen bian que shi huai you yi xie bu hui hui bi nin, zhi hui guan huai nin de peng you.]|~|Additional poster text: 查詢請電[關懷愛滋] 898 4411 [Cha xun qing dian [Guan huai ai zi] 898 4411]",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jtzd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jtzd/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jv1x,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc002.tif,,,,,Employees|~|Signs (Notices)|~|Hands|~|Test tubes|~|Wrenches,still image,unknown,AIDS (Disease)--Patients--Civil rights|~|Acquired Immunodeficiency Syndrome|~|Personnel management ,,,,,Hong Kong (China). Dept. of Health. AIDS Unit. Counselling Hotline,,,International Labour Office|~|World Health Organization,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,Hong Kong (China),,,posters,,,,,CC002,Guidelines for a joint labour-management workplace policy on AIDS (from World Health Organization and International Labour Office),,"Pink background; blue text. Column of centered text with policies; stylized images alternately at right & left margins. Images show: 3 people in a triangle; a test tube; lips with the ""No"" sign; human with hand over mouth; giant hand with person & ""No"" sign; 3 people in square with purple border; hand with wrench.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC002.|~|Date on back of poster, 2003, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 2003],61 x 43 cm.  (24 x 17 in.),,"Additional poster text: On-site education on AIDS for all workers and management personnel should be provided. Employment or pre-employment testing for HIV antibody is unnecessary and should not be required. Like all medical information, information on whether someone is infected with HIV should be confidential. There should be no obligation for an employee to inform the employer about his or her HIV/AIDS status. HIV infection is not a reason for dismissal. Workers who are HIV infected must be protected from any discrimination or stigmatization. Since HIV infection by itself does not limit fitness to work, no changes in working arrangements are necessary. But if an employee becomes impaired by illness related to HIV, reasonable alternative work arrangements should be made to help the worker stay on the job.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jv1x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jv1x/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jv3z,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc003.tif,,,,,Smiling|~|Sun|~|Families|~|Acquired Immunodeficiency Syndrome--prevention & control|~|Trees,still image,unknown,AIDS (Disease)--Prevention,,,,,Xianggang ai zi bing ji jin hui,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,Hong Kong (China),,,posters,,,,,CC003,"AIDS, every family's concern",,"White background with blue & black text. Crayon drawing showing family standing together on the grass. Father holds hand of little girl. Next to her stands the mother holding a baby. Members of the family smile. Sun in background; tree to right side.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC003.|~|Date on back of poster, 1996, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 1996],51 x 38 cm. (20 x 15 in.),,Additional poster text: Hong Kong AIDS Foundation [Xianggang ai zi bing ji jin hui]; acknowledgement to the Council for the AIDS Trust Fund [Ai zi bing xin tuo ji jin wei yuan hui],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jv3z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jv3z/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jv50,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc004.tif,,,,,Scarves|~|Hypodermic syringes|~|Martial arts|~|People,still image,unknown,Acquired Immunodeficiency Syndrome|~|AIDS (Disease)--Transmission,,,,,Hong Kong (China). Dept. of Health|~|Hong Kong (China). Dept. of Health. AIDS Unit,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,chi,Hong Kong (China),,,posters,,,,,CC004,切勿共用針筒,Qie wu gong yong zhen tong,"Blue background; yellow & white text. Stylized drawing of two people whose profile creates a syringe. Inside the outline of one person is a personified round, green HIV bug. The bug wears a red bandanna with initials &quot;HIV&quot; and spear in right hand; it resembles a Kungfu warrior. In lower right corner are icons for Hong Kong, Department of Health and Department of Health AIDS Unit, and the number for an AIDS hotline is in the lower left corner.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC004.|~|Date on back of poster, 2003, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 2003],76 x 51 cm. (30 x 20 in.),,Additional poster text: 共用針筒可以染上愛滋病 [Gong yong zhen tong ke yi ran shang ai zi bing = Sharing needles could spread AIDS].,Don't share needles,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jv50,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jv50/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jv71,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc005.tif,,,,,Hypodermic syringes|~|Viruses|~|Arms (Anatomy),still image,unknown,Acquired Immunodeficiency Syndrome|~|AIDS (Disease)--Risk factors,,,,,"Red Ribbon Centre (Hong Kong, China)",,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,chi,Hong Kong (China),,,posters,,,,,CC005,毒品與愛滋一針相連,Du pin yu ai zi yi zhen xiang lian,"White background;  text in red (Chinese) and purple (English). Depicts sketch of two arms, crossed. Syringe filled with two green HIV virus bugs stabs the intersection of the sketched arms.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC005.|~|Date on back of poster, 2003, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 2003],64 x 61 cm. (33 x 24 in.),Drugs and AIDS are linked by needles,"Additional poster text: Additional text: 愛滋熱線 [Ai zi re xian] AIDS Hotline 2780 2211. Produced by Red Ribbon Centre, Hong Kong.",Drugs & AIDS are linked,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jv71,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jv71/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jv92,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc006.tif,,,,,Condoms|~|Sun|~|Viruses,still image,unknown,AIDS (Disease)--Prevention|~|Safe Sex|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Hong Kong (China). Dept. of Health|~|Hong Kong (China). Dept. of Health. AIDS Unit,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,chi,Hong Kong (China),,,posters,,,,,CC006,做足防禦保太平,Zuo zu fang yu bao tai ping,"Depicts personified condom/安全套 [an quan tao] as sun, with orange & yellow rays, screaming at six personified green HIV virus bugs. The bugs are fleeing in fear; one virus has speech balloon, &quot;Help!&quot;, and another has &quot;救命! [jiu ming! = help!]&quot; Logos in upper right corner for Hong Kong, Department of Health and Department of Health AIDS Unit.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC006.|~|Date on back of poster, 2003, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 2003],76 x 51 cm. (30 x 20 in.),Get full protection for safety,Additional poster text: Additional text: AIDS Hotline/愛滋病輔導熱線 [ai zi bing fu dao re xian] 2780 2211,Use condom for safer sex,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jv92,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jv92/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jvc3,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc007.tif,,,,,Basins|~|Blood|~|Tables|~|Schools|~|Hands|~|First aid|~|Safety equipment,still image,unknown,AIDS (Disease)--Prevention|~|Hygiene|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Hong Kong (China). Government Information Services.,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,chi,Hong Kong (China),,,posters,,,,,CC007,在校內血液的處理,Zai xiao nei xue ye de chu li,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC007.|~|Date on back of poster, 1997, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 1997],86 x 61 cm. (34 x 24 in.),Blood handling in schools,"Additional poster text: Blood precautions in schools: To safeguard oneself against contracting blood-borne diseases including AIDS and Hepatitis B, appropriate precautionary measures should be adopted and applied generally. 1. Equip the first aid box with essential items including disposable gloves, cotton wool, gauze and antiseptic for emergency use. 2. Don’t touch blood or wounds with bare hands. 3. Wear disposable gloves when handling wounds or blood-stained materials. 4. Dress all wounds properly after cleaning. 5. If direct contact with blood or body fluids has occurred, wash promptly and thoroughly with soap and water. 6. Clean all blood-stained surfaces with household bleach. 7. Blood-soiled gloves, towels, cotton wool, dressing etc. should be put in plastic bag and sealed for disposal. 8. Handle sharp objects carefully to avoid injury, e.g. 捳椀猀猀漀爀猀Ⰰ 瀀椀渀猀Ⰰ 渀攀攀搀氀攀猀Ⰰ 最氀愀猀猀 椀渀猀琀爀甀洀攀渀琀猀⸀ 㤀⸀ 䄀瘀漀椀搀 琀栀攀 甀猀攀 漀昀 栀甀洀愀渀 戀氀漀漀搀 漀爀 挀攀氀氀 猀愀洀瀀氀攀猀 椀渀 氀愀戀漀爀愀琀漀爀礀 攀砀瀀攀爀椀洀攀渀琀猀⸀ ㄀　⸀ 匀攀攀欀 洀攀搀椀挀愀氀 愀搀瘀椀挀攀 椀渀 挀愀猀攀 漀昀 搀漀甀戀琀⸀ 倀甀瀀椀氀猀 猀栀漀甀氀搀 戀攀 愀搀瘀椀猀攀搀 琀漀 椀渀昀漀爀洀 琀栀攀 琀攀愀挀栀攀爀猀 椀昀 愀渀礀 愀挀挀椀搀攀渀琀猀 漀挀挀甀爀 愀渀搀 栀愀瘀攀 爀攀猀甀氀琀攀搀 椀渀 戀氀攀攀搀椀渀最⸀㰀⼀椀渀猀挀爀椀瀀琀椀漀渀㸀",Blood precautions in schools,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jvc3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jvc3/manifest,,
AIDS Posters Collection,ark:/21198/zz0002jvf4,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/cc008.tif,,,,,Drinking vessels,still image,unknown,Methadone maintenance|~|Drug abuse|~|AIDS (Disease)--Risk factors|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,"Red Ribbon Centre (Hong Kong, China)",,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,chi,Hong Kong (China),,,posters,,,,,CC008,記得美沙酮. 啪針至危險. 慎防愛滋病.,Ji de me sha tong.  Pai zhen zhi wei xian.  Shen fang ai zi bing,"Green background with dark green text. Depicts glass filled with green liquid representing methadone.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item CC008.|~|Date on back of poster, 2003, reflects when the vendor received the copy later acquired by the UCLA Library.","Hong Kong, China",[between 1987 and 2003],86 x 61 cm. (34 x 24 in.),Remember methadone.  Sharing needles leads to danger.  Carefully prevent AIDS.,Additional poster text: Ai zu re xian 27802211; AIDS Hotline: 2780-2211,Needle sharing can spread HIV. Do not inject. Take methadone.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jvf4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jvf4/manifest,,
