Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsbh,ark:/21198/zz002hcnwv,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-005_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-005_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsc1,ark:/21198/zz002hcnwv,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-005_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-005_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsdj,ark:/21198/zz002hcnwv,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-005_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-005_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsf2,ark:/21198/zz002hcnwv,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-005_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-005_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsgk,ark:/21198/zz002hcnxc,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-006_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-006_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsh3,ark:/21198/zz002hcnzw,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-007_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-007_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsjm,ark:/21198/zz002hcnzw,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-007_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-007_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsk4,ark:/21198/zz002hcp0w,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-008_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-008_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsmn,ark:/21198/zz002hcp0w,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-008_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-008_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsn5,ark:/21198/zz002hcp1d,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-009_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-009_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcspp,ark:/21198/zz002hcp1d,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-009_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-009_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsq6,ark:/21198/zz002hcp2x,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-010_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-010_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsrq,ark:/21198/zz002hcp2x,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-010_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-010_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcss7,ark:/21198/zz002hcp2x,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-010_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-010_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcstr,ark:/21198/zz002hcp3f,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-011_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-011_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsv8,ark:/21198/zz002hcp3f,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-011_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-011_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsws,ark:/21198/zz002hcp3f,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-011_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-011_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcsx9,ark:/21198/zz002hcp3f,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-011_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-011_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcszt,ark:/21198/zz002hcp4z,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-012_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-012_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct0t,ark:/21198/zz002hcp5g,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-013_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-013_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct1b,ark:/21198/zz002hcp60,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-014_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-014_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct2v,ark:/21198/zz002hcp7h,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-015_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-015_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct3c,ark:/21198/zz002hcp81,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-018_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-018_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct4w,ark:/21198/zz002hcp81,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-018_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-018_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct5d,ark:/21198/zz002hcp9j,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-019_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-019_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct6x,ark:/21198/zz002hcp9j,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-019_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-019_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct7f,ark:/21198/zz002hcpb2,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-020_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-020_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct8z,ark:/21198/zz002hcpck,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-021_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-021_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hct9g,ark:/21198/zz002hcpd3,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-022_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-022_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctb0,ark:/21198/zz002hcpfm,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-023_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-023_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctch,ark:/21198/zz002hcpfm,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-023_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-023_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctd1,ark:/21198/zz002hcpg4,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-024_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-024_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctfj,ark:/21198/zz002hcphn,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-025_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-025_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctg2,ark:/21198/zz002hcpj5,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-026_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-026_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcthk,ark:/21198/zz002hcpj5,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-026_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-026_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctj3,ark:/21198/zz002hcpkp,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-027_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-027_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctkm,ark:/21198/zz002hcpkp,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-027_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-027_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctm4,ark:/21198/zz002hcpm6,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-028_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-028_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctnn,ark:/21198/zz002hcpm6,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-028_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-028_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctp5,ark:/21198/zz002hcpnq,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-031_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-031_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctqp,ark:/21198/zz002hcpp7,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-033_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-033_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctr6,ark:/21198/zz002hcpp7,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-033_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-033_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctsq,ark:/21198/zz002hcpp7,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-033_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-033_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctt7,ark:/21198/zz002hcpp7,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-033_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-033_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctvr,ark:/21198/zz002hcpqr,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-034_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-034_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctw8,ark:/21198/zz002hcpqr,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-034_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-034_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctxs,ark:/21198/zz002hcpqr,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-034_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-034_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hctz9,ark:/21198/zz002hcpqr,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-034_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-034_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcv09,ark:/21198/zz002hcpr8,10,Completed with minimal metadata,Page,holtzman/image/uclamss_1729_001-035_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-035_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
