"Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","Title","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Armenian Manuscripts","ark:/21198/zz0009hcqz","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hcqz-1-master.tif","207","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 201]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hcqz"
"Armenian Manuscripts","ark:/21198/zz0009hcrg","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hcrg-1-master.tif","208","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 202]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hcrg"
"Armenian Manuscripts","ark:/21198/zz0009hcs0","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hcs0-1-master.tif","209","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 203]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hcs0"
"Armenian Manuscripts","ark:/21198/zz0009hcth","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hcth-1-master.tif","210","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 204]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hcth"
"Armenian Manuscripts","ark:/21198/zz0009hcv1","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hcv1-1-master.tif","211","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 205]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hcv1"
"Armenian Manuscripts","ark:/21198/zz0009hcwj","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hcwj-1-master.tif","212","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 206]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hcwj"
"Armenian Manuscripts","ark:/21198/zz0009hcx2","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hcx2-1-master.tif","213","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 207]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hcx2"
"Armenian Manuscripts","ark:/21198/zz0009hczk","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hczk-1-master.tif","214","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 208]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hczk"
"Armenian Manuscripts","ark:/21198/zz0009hd0k","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd0k-1-master.tif","215","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 209]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd0k"
"Armenian Manuscripts","ark:/21198/zz0009hd13","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd13-1-master.tif","216","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 210]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd13"
"Armenian Manuscripts","ark:/21198/zz0009hd2m","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd2m-1-master.tif","217","text","illuminated manuscripts|~|Illuminations","pd","","","Fourth Painter","arm","","[Gladzor Gospels: page 211]","Gospel of Mark.|~|The First Storm at Sea.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd2m"
"Armenian Manuscripts","ark:/21198/zz0009hd34","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd34-1-master.tif","218","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 212]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd34"
"Armenian Manuscripts","ark:/21198/zz0009hd4n","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd4n-1-master.tif","219","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 213]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd4n"
"Armenian Manuscripts","ark:/21198/zz0009hd55","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd55-1-master.tif","220","text","","pd","","","","","","[Gladzor Gospels: page 214]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd55"
"Armenian Manuscripts","ark:/21198/zz0009hd6p","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd6p-1-master.tif","221","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 215]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd6p"
"Armenian Manuscripts","ark:/21198/zz0009hd76","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd76-1-master.tif","222","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","arm","","[Gladzor Gospels: page 216]","Gospel of Mark.|~|The Woman with Hemorrhage and the Petition of Jairus.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd76"
"Armenian Manuscripts","ark:/21198/zz0009hd8q","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd8q-1-master.tif","223","text","","pd","","","","","","[Gladzor Gospels: page 217]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd8q"
"Armenian Manuscripts","ark:/21198/zz0009hd97","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hd97-1-master.tif","224","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","arm","","[Gladzor Gospels: page 218]","The Raising of the Daughter of Jairus.|~|Gospel of Mark.","According to the scribe's layout, this miniature belonged in the half-page space on page 216, but due to T'oros' error a full-page had to be added here to accommodate the subject. (Sanjian, p. 55)","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hd97"
"Armenian Manuscripts","ark:/21198/zz0009hdbr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdbr-1-master.tif","225","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 219]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdbr"
"Armenian Manuscripts","ark:/21198/zz0009hdc8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdc8-1-master.tif","226","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 220]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdc8"
"Armenian Manuscripts","ark:/21198/zz0009hdds","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdds-1-master.tif","227","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 221]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdds"
"Armenian Manuscripts","ark:/21198/zz0009hdf9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdf9-1-master.tif","228","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 222]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdf9"
"Armenian Manuscripts","ark:/21198/zz0009hdgt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdgt-1-master.tif","229","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 223]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdgt"
"Armenian Manuscripts","ark:/21198/zz0009hdhb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdhb-1-master.tif","230","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 224]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdhb"
"Armenian Manuscripts","ark:/21198/zz0009hdjv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdjv-1-master.tif","231","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 225]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdjv"
"Armenian Manuscripts","ark:/21198/zz0009hdkc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdkc-1-master.tif","232","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 226]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdkc"
"Armenian Manuscripts","ark:/21198/zz0009hdmw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdmw-1-master.tif","233","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","arm","","[Gladzor Gospels: page 227]","The Second Storm at Sea.|~|Gospel of Mark.","Note within image by T'oros of Taron reads, ""O great master of mine, Esayi, remember this unworthy disciple of yours, T'oros."" (See Sanjian, p. 49)","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdmw"
"Armenian Manuscripts","ark:/21198/zz0009hdnd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdnd-1-master.tif","234","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 228]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdnd"
"Armenian Manuscripts","ark:/21198/zz0009hdpx","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdpx-1-master.tif","235","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 229]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdpx"
"Armenian Manuscripts","ark:/21198/zz0009hdqf","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdqf-1-master.tif","236","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 230]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdqf"
"Armenian Manuscripts","ark:/21198/zz0009hdrz","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdrz-1-master.tif","237","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 231]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdrz"
"Armenian Manuscripts","ark:/21198/zz0009hdsg","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdsg-1-master.tif","238","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 232]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdsg"
"Armenian Manuscripts","ark:/21198/zz0009hdt0","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdt0-1-master.tif","239","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 233]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdt0"
"Armenian Manuscripts","ark:/21198/zz0009hdvh","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdvh-1-master.tif","240","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 234]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdvh"
"Armenian Manuscripts","ark:/21198/zz0009hdw1","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdw1-1-master.tif","241","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","arm","","[Gladzor Gospels: page 235]","Gospel of Mark.|~|The Cure of the Blind Man at Bethsaida.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdw1"
"Armenian Manuscripts","ark:/21198/zz0009hdxj","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdxj-1-master.tif","242","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 236]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdxj"
"Armenian Manuscripts","ark:/21198/zz0009hdz2","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hdz2-1-master.tif","243","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 237]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hdz2"
"Armenian Manuscripts","ark:/21198/zz0009hf02","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf02-1-master.tif","244","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 238]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf02"
"Armenian Manuscripts","ark:/21198/zz0009hf1k","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf1k-1-master.tif","245","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 239]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf1k"
"Armenian Manuscripts","ark:/21198/zz0009hf23","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf23-1-master.tif","246","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 240]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf23"
"Armenian Manuscripts","ark:/21198/zz0009hf3m","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf3m-1-master.tif","247","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 241]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf3m"
"Armenian Manuscripts","ark:/21198/zz0009hf44","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf44-1-master.tif","248","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 242]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf44"
"Armenian Manuscripts","ark:/21198/zz0009hf5n","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf5n-1-master.tif","249","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 243]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf5n"
"Armenian Manuscripts","ark:/21198/zz0009hf65","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf65-1-master.tif","250","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 244]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf65"
"Armenian Manuscripts","ark:/21198/zz0009hf7p","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf7p-1-master.tif","251","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 245]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf7p"
"Armenian Manuscripts","ark:/21198/zz0009hf86","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf86-1-master.tif","252","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 246]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf86"
"Armenian Manuscripts","ark:/21198/zz0009hf9q","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hf9q-1-master.tif","253","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 247]","Gospel of Mark.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hf9q"
