Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Date.publication,Description.note,Alt ID.OPAC,Publisher.placeOfOrigin,Coverage.geographic,Title,Format.extent,Coverage.geoscale,AltTitle,Publisher.publisherName,Alt ID.oclc,Alt ID.callNo,Alt ID.local,Coverage.geographiccoordinates,Date.creation,Date.normalized,Alt ID.lccn,Alt ID.catalogRecordNumber,Description.abstract,Publisher.edition,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrfd,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrfd_2008357_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002bfrfd_2008354_master.tif,239,,,cartographic,map,pd_usfed,,"Gales, T. W.",United States. General Land Office.,eng,Land use--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,"Relief represented by shading.|~|Includes indexes of private land grants.|~|compiled and drawn by T.W. Gales.|~|""Compiled from the official records of the General Land Office and other sources.""",3509103,"[Washington, D.C.?]|~|cau",California,State of California / compiled and drawn by T.W. Gales.,"1 map on 2 sheets : col. ; 145 x 123 cm., sheets 79 x 131 cm.",760320,,"U.S. Dept. of the Interior, General Land Office",26897026,G4361.G5 750 GLO 1944,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrgx,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrgx_2008360_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002bfrgx_2008363_master.tif,240,,,cartographic,map,copyrighted,,Richfield Oil Company.,H.M. Gousha Company.,eng,Historic sites--California--Maps|~|Monuments--California--Maps|~|Parks--California--Maps|~|Roads--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1935|~|c1935,"""I-302.""|~|On verso: ""California state park system"" list (with park descriptions), radio log, ""Where to go fishing"" list, text and ill.|~|prepared exclusively for the Richfield Oil Company of California ; copyright by the H.M. Gousha Company.|~|Includes index to state parks, text and ill.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1752725"">UCLA Catalog Record</a>",1752725,ilu|~|Chicago,California,California state parks and historic monuments,"1 map : col. ; 60 x 44 cm., folded to 23 x 10 cm.",2154240,,H.M. Gousha Co.,24317557,G4361.G52 1.2M H.M. Gousha 1935,,westernmost:W1242200|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323700,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrhf,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrhf_2008366_master.tif,241,,,cartographic,map,pd_usfed,,"Kiehl, Eva M.",California. Division of Beaches and Parks.,eng,Anza-Borrego Desert State Park (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1938,"""Eva M. Kiehl, 6/9/38.""|~|Includes location map.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797499"">UCLA Catalog Record</a>",797499,"cau|~|[Sacramento, Calif.]",Anza-Borrego Desert State Park (Calif.),Anza Desert State Park.,1 map ; 30 x 24 cm.,375000,,"State of California, Dept. of Natural Resources, Division of Parks",26586119,G4361.G52 275 CDP 1938,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrjz,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrjz_2008369_master.tif,242,,,cartographic,map,pd_usfed,,,California State Park Commission.,eng,Outdoor recreation--California--Maps|~|Parks--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1933|~|1933?],"Lists 63 state parks and recreational areas and 10 ""projects under active consideration.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6677449"">UCLA Catalog Record</a>",6677449,[California|~|cau,California,California state parks and other recreational areas.,1 map ; on sheet 33 x 22 cm.,,,California State Park Commission?.,78053055,G4361.G52 3.7M NP [1933],,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrkg,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrkg_2008372_master.tif,243,,,cartographic,map,pd_usfed,,,United States. Resettlement Administration. Land Utilization Division. Land Use Planning Section. California Unit.,eng,Indian reservations—California,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1936,"Includes index of reservations by jurisdiction.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3515948"">UCLA Catalog Record</a>",3515948,[California?]|~|cau,California,Location of Indian lands in California (132 reservations).,1 map ; on sheet 30 x 38 cm.,,,The Unit,26939950,G4361.G6 RA 1936a,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrm0,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrm0_2008375_master.tif,244,,,cartographic,map,pd_usfed,,,United States. Resettlement Administration. Land Utilization Division. Land Use Planning Section. California Unit.,eng,Indian reservations—California|~|Indian reservations--California--Maps,,California--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1936,"Includes index of reservations by jurisdiction.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3515948"">UCLA Catalog Record</a>",3515948,[California?],California,Location of Indian lands in California (132 reservations).,1 map ; on sheet 30 x 38 cm.,,,The Unit,26939950,G4361.G6 RA 1936a,,,,1936,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrnh,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrnh_2008378_master.tif,245,,,cartographic,map,pd_usfed,,,United States. Resettlement Administration. Land Utilization Division. Land Use Planning Section. California Unit.,eng,Indian reservations—California,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1936,Includes index of reservations by jurisdiction.,3515949,[California?]|~|cau,California,Location of Indian lands in California (132 reservations).,1 map ; on sheet 27 x 39 cm.,,,The Unit,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrp1,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrp1_2008381_master.tif,246,,,cartographic,map,pd_usfed,,"Reed, Wendell M.",United States. Bureau of Indian Affairs.,eng,Agua Caliente Indian Reservation (Calif.)--Maps|~|Irrigation--California--Riverside County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1919,"Shows irrigation plans for Palm Springs Project and Garden of Eden Project, including locations of cement and concrete pipes and water sources.|~|Oriented with north to the left.|~|""W. M. Reed, Chief Engineer; [illegible], Supervising Eng'r.""|~|""2-F-212.""|~|Indian land boundaries shown by hand-drawn yellow lines.|~|""Feb. 1919.""|~|Relief represented by hachures.|~|""Drawn by L.F.W.""|~|Shows townships.|~|Brown line print.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6649377"">UCLA Catalog Record</a>",6649377,"[Washington, D.C.?]|~|cau",California|~|Agua Caliente Indian Reservation (Calif.)|~|Riverside County,Map of a portion of the Agua Caliente Indian Reservation,1 map : photocopy ; 50 x 71 cm.,12000,,"Dept. of the Interior, U.S. Indian Service, Irrigation",710061382,G4361.G6 12 USIS 1919,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrqj,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrqj_2008384_master.tif,247,,,cartographic,map,copyrighted,,,"Starr, Walter Augustus. 1903-1933.",eng,Trails--Sierra Nevada (Calif. and Nev.)--Maps|~|Hiking--Sierra Nevada (Calif. and Nev.)--Maps|~|John Muir Trail (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944|~|c1944,"Relief represented by hachures.|~|Includes ""Index to trails.""|~|prepared by W.A. Starr ; drawn by W.B. Wheeler.|~|Oriented with north toward upper right.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3241747"">UCLA Catalog Record</a>",3241747,San Francisco|~|cau,Sierra Nevada (Calif. and Nev.)|~|John Muir Trail (Calif.),Map prepared for use with Guide to the John Muir Trail and the High Sierra region,1 map : col. ; 74 x 34 cm.,316800,,Sierra Club,23977457,G4361 .G52 ca. 317 SC 1944,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrr2,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrr2_2008387_master.tif,248,,,cartographic,map,pd_usfed,,,California State Mining Bureau.,eng,Mines and mineral resources--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1904,"issued by the California State Mining Bureau.|~|Includes production statistics for 1903 and comparative area map.|~|Relief represented by shading.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=806693"">UCLA Catalog Record</a>",806693,San Francisco|~|cau,California,Relief and mineral map of California,2 maps : col. ; on sheet 58 x 89 cm.,2100000,,The Bureau,23715606,G4361.H1 & C2 2.1m CSMB 1904,,westernmost:W1242200|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323700,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrsk,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrsk_2008390_master.tif,249,,,cartographic,cartographic|~|map|~|Topographic maps.,unknown,,,"Trask, John B. (John Boardman). 1824-1879.",eng,Mines and mineral resources--California--Maps|~|California--Surveys--Maps,,"California--Maps, Topographic",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,[1995?],"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3908065"">UCLA Catalog Record</a>",3908065,"Camptonville, CA",California,1853 topographical map of the mineral districts of California : being the first map ever published from actual survey,,,,Sleighville Map & Print,,G4361 .H1 1853 T73 1995,,,,[1995?],,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrt3,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrt3_2008393_master.tif,250,,,cartographic,map,pd,,,"Wyld, James. 1812-1887.",eng,Gold mines and mining--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1849,"compiled from original surveys by James Wyld.|~|Negative.|~|Relief represented by hachures.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3669385"">UCLA Catalog Record</a>",3669385,cau|~|London,California,Map of the gold regions of California,1 map : photocopy ; 48 x 42 cm.,2750000,,J. Wyld,26276839,G4361.H2 2.8M Wyld 1849,,northernmost:N0440000|~|easternmost:W1110000|~|southernmost:N0320000|~|westernmost:W1242500,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrvm,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrvm_2008402_master.tif,251,,,cartographic,map,pd_usfed,,,Railroad Commission of the State of California.,eng,Gas companies--California--Maps|~|Gas distribution--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,"Includes notes.|~|""CWM RWB 450315.""|~|Shows service areas for 5 major gas utilities, and municipal and independent gas utilities. Also shows whether the gas is butane or manufactured gas.|~|At head of title: State of California.|~|compiled by Railroad Commission of the State of California.|~|""S-214.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2794353"">UCLA Catalog Record</a>",2794353,cau|~|[S.l.],California,Gas service areas within one-half mile of distribution mains,1 map : col. ; 71 x 61 cm.,1600000,Gas service areas,The Commission,23748174,G4361.N3 CA 1.5M RC 1944,,easternmost:W1140700|~|southernmost:N0323700|~|easternmost:W1242200|~|northernmost:N0420000,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrw4,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrw4_2008405_master.tif,252,,,cartographic,map,pd_usfed,,"Pusey, Lewis B.|~|Geological Survey (U.S.).","Richardson, G. B. (George Burr). 1872-1949.",eng,Oil fields--California--Pipe lines--Maps|~|Natural gas--California--Maps|~|Oil fields--California--Maps|~|Natural gas pipelines--California--Maps|~|Oil industries--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1932,"Shows oil and gas fields, refineries, oil pipe lines and natural gas pipe lines.|~|prepared by G.B. Richardson [and] L.B. Pusey ; Department of the Interior, United States Geological Survey.",2821143,[Washington]|~|dcu,California,Oil and gas fields of California,1 map : col. ; 154 x 105 cm.,500000,,The Survey,21647201,G4361.H8 500 USDI 1932,,northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323700|~|westernmost:W1242200,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrxn,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfrxn_2008408_master.tif,253,,,cartographic,map,copyrighted,,,"Floercky, Herbert Edward.",eng,Oil fields--California--Maps|~|Petroleum industry and trade--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1931?],"Includes ill., diagram of ""Oil production 1931,"" and inset of ""Los Angeles oil fields.""|~|Brown line print.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1319855"">UCLA Catalog Record</a>",1319855,cau|~|[California?,California,California crude oil production (field locations).,1 map : photocopy ; on sheet 52 x 43 cm.,,,s.n.,26897078,G4361.H8 ns Floercky 1931?,,westernmost:W1242500|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323200,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrz5,ark:/21198/zz0028tr8x,1,In progress,Work,,254,,,cartographic,map,,,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3501814"">UCLA Catalog Record</a>",3501814,,,"Grazing district no. 1, California.",,,,,26370542,G4361.G4 1937 .U55,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfs05,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfs05_2008411_master.tif,255,,,cartographic,map,pd_usfed,,"Strum, G. P. (Gustave P.).",United States. General Land Office.,eng,Military reservations--California--Maps|~|Land grants--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1885,"Includes indexes of private land grants and government reserves near San Francisco.|~|Prime meridians: Greenwich and Washington.|~|Relief represented by shading.|~|""Drawn by G.P. Strum.""|~|compiled from the official records of the General Land Office and other sources under supervision of G.P. Strum, principal draughtsman, GLO.",3509106,"dcu|~|[Washington, D.C.]",California,State of California / compiled from the official records of the General Land Office,"1 map on 2 sheets : col. ; 118 x 102 cm., sheets 65 x 112 cm.",950000,,"Dept. of the Interior, General Land Office",26276923,G4361.F75 950 GLO 1885,,northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323200|~|westernmost:W1242500,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfs1p,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfs1p_2008414_master.tif,256,,,cartographic,map,pd_usfed,,,United States. Resettlement Administration. Land Utilization Division. Land Use Planning Section. California Unit.,eng,Agriculture--Economic aspects--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1936|~|[1936?],"""Based on 1930 census, compiled 1936.""|~|""10-R-2013.""|~|Resettlement Administration, Land Utilization Division, Land-Use Planning Section, California Unit.|~|Blue line print.",3515954,cau|~|[California?],California,State of California : value of farm lands and buildings per acre,1 map : photocopy ; 104 x 97 cm.,1000000,Value of farm lands and buildings per acre,The Unit,320222760,G4361.J15 1M RA [1936],,westernmost:W1242500|~|northernmost:N0420000|~|easternmost:W1140700|~|southernmost:N0323200,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfs26,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002bfs26_2008431_master.tif,257,,,cartographic,map,pd_usfed,,,United States. Resettlement Administration. Land Utilization Division. Land Use Planning Section. California Unit.,eng,Land use|~|Phytogeography--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1935|~|[1935?],"Blue line print.|~|Resettlement Administration, Land Utilization Division, Land-Use Planning Section, California Unit.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3515953"">UCLA Catalog Record</a>",3515953,[California?]|~|cau,California,State of California : natural cover and agricultural land-use,1 map : photocopy ; 105 x 98 cm.,1000000,Natural cover and agricultural land-use,The Unit,25483841,G4361.J1 1M RA [1935],,easternmost:W1140700|~|southernmost:N0323200|~|westernmost:W1242500|~|northernmost:N0420000,,,,,,,,
