Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject.descriptiveTopic,Name.architect,Rights.rightsHolderContact,Name.subject,Name.photographer,Subject,Relation.isPartOf,Name.repository,Rights.permission,Name.creator,Subject.conceptTopic,Description.longitude,Description.fundingNote,Title,Alt ID.local,Format.extent,Format.medium,Description.latitude,Date.normalized,Coverage.geographic,Summary,Description.note,Description.caption,Date.creation,Contents note,Subject temporal,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vv6,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0056.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dirt roads $z Illinois $z Sheffield,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-89.737323,Access to this collection is generously supported by Arcadia funds.,"Dirt road in the home town of Olive Percival, Sheffield (Ill.), 1910",uclamss_119_0056,1 photographic negative,b&w nitrate negative,41.358369,1910,Illinois--Sheffield,,"Photograph of a dirt road with trees on either side in Sheffield, Illinois, the town where Olive Percival was born.",Text from negative sleeve: Shefd. Where I was Born,1910,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vv6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vv6/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vwq,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0057.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Cemeteries $x American $z Illinois $z Sheffield,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-89.737323,Access to this collection is generously supported by Arcadia funds.,"Cemetery in the home town of Olive Percival, Sheffield (Ill.), 1910",uclamss_119_0057,1 photographic negative,b&w nitrate negative,41.358369,1910,Illinois--Sheffield,,"Photograph of a roadside cemetery in  Sheffield, Illinois, the town where Olive Percival was born.",Text from negative sleeve: Shefd. Where I was Born,1910,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vwq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vwq/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vx7,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0058.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z Illinois $z Sheffield,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-89.737323,Access to this collection is generously supported by Arcadia funds.,"House in the town where Olive Percival was born, Sheffield (Ill.), 1910",uclamss_119_0058,1 photographic negative,b&w nitrate negative,41.358369,1910,Illinois--Sheffield,,"Photograph of a wooden house with trees in front in Sheffield, the town where Olive Percival was born. This is possibly one of the 2 houses owned by her aunt Abigail Percival. The property is bounded by a rail fence.",Text from negative sleeve: Shefd. Where I was Born,1910,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vx7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vx7/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2vzr,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0059.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z Illinois $z Sheffield,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-89.737323,Access to this collection is generously supported by Arcadia funds.,"House in the town where Olive Percival was born, Sheffield (Ill.), 1910",uclamss_119_0059,1 photographic negative,b&w nitrate negative,41.358369,1910,Illinois--Sheffield,,"Photograph of a small wooden house with trees in front on a dirt road in Sheffield, the town where Olive Percival was born. This is  possibly one of the 2 houses owned by her aunt Abigail Percival. The property is bounded by a picket fence.",Text from negative sleeve: Shefd. Where I was Born,1910,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2vzr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2vzr/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w0r,ark:/21198/zz000932zv,5,Imported,Work,percival/masters/uclamss_119_0060i.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_119_0060i   -   Metadata source image - not to be cataloged,uclamss_119_0060i,1 photographic negative,b&w nitrate negative,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w0r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w0r/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w18,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0061.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles,,,"Gibbs, Dwight, $d 1892-1983|~|Down-Hyl Claim (Los Angeles, Calif.)|~|Gibbs, Alice J., $d b. 1885 or 1886","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Man and woman, probably Dwight Gibbs and Alice Gibbs, in old fashioned dress in Olive Percival's Arroyo Seco garden, Los Angeles, 1940",uclamss_119_0061,1 photographic negative,b&w nitrate negative,,1940,California--Los Angeles,,"Photograph of a man and woman, probably  Olive Percival's good friends Dwight Gibbs and Alice Gibbs, in old fashioned dress on a stone-lived path in Percival's Iris garden at her home, Down-hyl Claim.",Text from negative sleeve: Gibbs Iris Garden 4/26/1941. Brkfst Club 9/11/40,1940,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w18/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w2s,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0062.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles,,,"Gibbs, Dwight, $d 1892-1983|~|Gibbs, Alice J., $d b. 1885 or 1886","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Alice Gibbs and Dwight Gibbs in an iris garden, (Los Angeles?), 1941",uclamss_119_0062,1 photographic negative,b&w nitrate negative,,,,,"Photograph of Alice Gibbs and Dwight Gibbs, Olive Percival's friends, in an iris garden bed bordered by a low box hedge",Text from negative sleeve: Gibbs Iris Garden 4/26/1941. Brkfst. Club 9/11/40.|~|Handwritten on negative: 4-26-41,,,California--Los Angeles,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w2s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w2s/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w39,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0063.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Iris garden photographed by Olive Percival, [Los Angeles?], 1941",uclamss_119_0063,1 photographic negative,b&w nitrate negative,,1941,California--Los Angeles,,Photograph of an iris garden formed by irises in planting beds bordered by box hedges and arranged on areas of lawn,Text from negative sleeve: Gibbs Iris Garden 4/26/1941. Brkfst Club 9/11/40,1941,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w39/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w4t,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0064.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Iris garden photographed by Olive Percival, [Los Angeles?], 1941",uclamss_119_0064,1 photographic negative,b&w nitrate negative,,1941,California--Los Angeles,,Photograph of an iris garden formed by irises in planting beds bordered by box hedges,Text from negative sleeve: Gibbs Iris Garden 4/26/1941. Brkfst Club 9/11/40,1941,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w4t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w4t/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w5b,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0065.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles,,,"Flanner, Hildegarde, $d 1899-1987|~|Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Hildegarde Flanner in the Arroyo Seco garden of Olive Percival, Los Angeles, 1927",uclamss_119_0065,1 photographic negative,b&w nitrate negative,34.116540,1927-07-10,California--Los Angeles,,"June Hildegarde Flanner Monhoff was an American poet, essayist, playwright and conversationalist who lived in Pasadena, California. Her writings were published in The Nation, The New Republic and Poetry. She was also an avid gardener with a particular interest in grasses and bamboo.|~|Hildegarde Flanner in the Arroyo Seco garden of Olive Percival, standing next to the sundial",Handwritten on negative: HF 7 10 27|~|Text from negative sleeve: Hildegarde Flanner 7/27; Charles Francis Saunders 6/27,"July 10, 1927",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w5b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w5b/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w6v,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0066.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles,,,"Saunders, Charles Francis, $d 1859-1941|~|Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Charles Francis Saunders in the Arroyo Seco garden of Olive Percival, Los Angeles, 1927",uclamss_119_0066,1 photographic negative,b&w nitrate negative,34.116540,1927-02-19,California--Los Angeles,,"Photograph of Charles Francis Saunders, naturalist and Altadena resident, standing next to a river stone border in the Arroyo Seco garden of Olive Percival",Handwritten on negative: C F S 2-19-27|~|Text from negative sleeve: Hildegarde Flanner 7/27; Charles Francis Saunders 6/27,"February 19, 1927",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w6v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w6v/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w7c,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0067.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Missions $z California $z Oceanside|~|Cemeteries $x American $z California $z Oceanside,,,"Mission San Luis Rey de Francia (Oceanside, Calif.)|~|Flanner, Hildegarde, $d 1899-1987","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.319179,Access to this collection is generously supported by Arcadia funds.,"Hildegarde Flanner inside the entrance to the cemetery at Mission San Luis Rey, Oceanside, 1927",uclamss_119_0067,1 photographic negative,b&w nitrate negative,33.232309,1927-10-12,California--Oceanside,,"June Hildegarde Flanner Monhoff was an American poet, essayist, playwright and conversationalist who lived in Pasadena, California. Her writings were published in The Nation, The New Republic and Poetry. She was also an avid gardener with a particular interest in grasses and bamboo.|~|Photograph of Hildegarde Flanner just inside the entrance to the cemetery at Mission San Luis Rey.",Handwritten on negative: 10-12-27|~|Text from negative sleeve: Films of Hildegarde Flanner 7/27; Charles Francis Saunders 6/27.,"October 12, 1927",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w7c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w7c/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w8w,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0068.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Missions $z California $z Oceanside|~|Cemeteries $x American $z California $z Oceanside,,,"Mission San Luis Rey de Francia (Oceanside, Calif.)|~|Flanner, Hildegarde, $d 1899-1987","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.319179,Access to this collection is generously supported by Arcadia funds.,"Hildegarde Flanner at the entrance to the cemetery at Mission San Luis Rey, Oceanside, 1927",uclamss_119_0068,1 photographic negative,b&w nitrate negative,33.232116,1927-10-12,California--Oceanside,,"Photograph of Hildegarde Flanner at the entrance to the cemetery at Mission San Luis Rey. A skull and cross bones are represented in relief on the wall above the doorway. Construction supplies and equipment are on the ground including lumber and bricks (left) and a wheel barrow (right).|~|June Hildegarde Flanner Monhoff was an American poet, essayist, playwright and conversationalist who lived in Pasadena, California. Her writings were published in The Nation, The New Republic and Poetry. She was also an avid gardener with a particular interest in grasses and bamboo.",Handwritten on negative: 10-12-27|~|Text from negative sleeve: Hildegarde Flanner 7/27; Charles Francis Saunders 6/27,"October 12, 1927",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w8w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w8w/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2w9d,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0069.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Missions $z California $z Oceanside,,,"Mission San Luis Rey de Francia (Oceanside, Calif.)|~|Flanner, Hildegarde, $d 1899-1987","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Hildegarde Flanner in the courtyard of the Mission San Luis Rey, Oceanside, 1927",uclamss_119_0069,1 photographic negative,b&w nitrate negative,33.232545|~|-117.320225,1927-10-12,,,"June Hildegarde Flanner Monhoff was an American poet, essayist, playwright and conversationalist who lived in Pasadena, California. Her writings were published in The Nation, The New Republic and Poetry. She was also an avid gardener with a particular interest in grasses and bamboo.|~|Photograph of Hildegarde Flanner in the overgrown courtyard garden of the Mission San Luis Rey, arcade ruins behind her",Text from negative sleeve: Hildegarde Flanner 7/27; Charles Francis Saunders 6/27,"October 12, 1927",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2w9d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2w9d/manifest
