Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9htm,Page,ethiopian/masters/21198-zz001h9htm_1283581_master.tif,Ms. 16_1,,,1,Page 1,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9htm,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9hv4,Page,ethiopian/masters/21198-zz001h9hv4_1283584_master.tif,Ms. 16_2,,,2,Page 2,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Miracle of St. Mary ተአምረ ማርያም ; ተአምሪሃ፡ ለእግዝእትነ፡ ማርያ፡ ወላዲተ፡ አምላክ፡ ጸሎታ፡ ወበረከታ፡ የሃሉ፡ ምስለ፡ ገብራ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9hv4,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nb9,Page,ethiopian/masters/21198-zz001h9nb9_1283892_master.tif,Ms. 16_103,,,103,Page 103,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nb9,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nct,Page,ethiopian/masters/21198-zz001h9nct_1283895_master.tif,Ms. 16_104,,,104,Page 104,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nct,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9ndb,Page,ethiopian/masters/21198-zz001h9ndb_1283898_master.tif,Ms. 16_105,,,105,Page 105,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9ndb,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nfv,Page,ethiopian/masters/21198-zz001h9nfv_1283901_master.tif,Ms. 16_106,,,106,Page 106,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nfv,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9ngc,Page,ethiopian/masters/21198-zz001h9ngc_1283904_master.tif,Ms. 16_107,,,107,Page 107,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9ngc,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nhw,Page,ethiopian/masters/21198-zz001h9nhw_1283907_master.tif,Ms. 16_108,,,108,Page 108,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nhw,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9njd,Page,ethiopian/masters/21198-zz001h9njd_1283910_master.tif,Ms. 16_109,,,109,Page 109,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9njd,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nkx,Page,ethiopian/masters/21198-zz001h9nkx_1283913_master.tif,Ms. 16_110,,,110,Page 110,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nkx,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nmf,Page,ethiopian/masters/21198-zz001h9nmf_1283916_master.tif,Ms. 16_111,,,111,Page 111,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nmf,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nnz,Page,ethiopian/masters/21198-zz001h9nnz_1283919_master.tif,Ms. 16_112,,,112,Page 112,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nnz,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9npg,Page,ethiopian/masters/21198-zz001h9npg_1283922_master.tif,Ms. 16_113,,,113,Page 113,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9npg,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nq0,Page,ethiopian/masters/21198-zz001h9nq0_1283925_master.tif,Ms. 16_114,,,114,Page 114,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nq0,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nrh,Page,ethiopian/masters/21198-zz001h9nrh_1283928_master.tif,Ms. 16_115,,,115,Page 115,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nrh,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9ns1,Page,ethiopian/masters/21198-zz001h9ns1_1283931_master.tif,Ms. 16_116,,,116,Page 116,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9ns1,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9ntj,Page,ethiopian/masters/21198-zz001h9ntj_1283934_master.tif,Ms. 16_117,,,117,Page 117,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9ntj,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nv2,Page,ethiopian/masters/21198-zz001h9nv2_1283937_master.tif,Ms. 16_118,,,118,Page 118,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nv2,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nwk,Page,ethiopian/masters/21198-zz001h9nwk_1283940_master.tif,Ms. 16_119,,,119,Page 119,,,pd,,gez,,Nages|~|ነግሥ,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nwk,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nx3,Page,ethiopian/masters/21198-zz001h9nx3_1283943_master.tif,Ms. 16_120,,,120,Page 120,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nx3,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9nzm,Page,ethiopian/masters/21198-zz001h9nzm_1283946_master.tif,Ms. 16_121,,,121,Page 121,,,pd,,gez,,ነግሥ|~|Nages,Hymns for Saints,Hymns for Saints,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,Neges ነግሥ ;ሚካኤል ሊቀ መላእክት ሰአል ወእንቲአነ ወቅዱስ ገብርኤል አዕርግ ጸሎተነ ;፪ አዕሩግ በከዩ ብካየ s ;ከመ ያስተስርዩ ጌጋየ ;ለወንጌላውያን ኲልነ ዘኮነተነ ምጉያየ ;ኢያቄም ወሐና ወለዱ ሰማየ ;ሰማዮሙኒ ወለደት ፀሐየ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9nzm,
