Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderName,Subject.descriptiveTopic,Subject temporal,Name.photographer,Author,Format.medium,Name.creator,Rights.permission,Subject geographic,Name.repository,Name.subject,Title,Description.view,Description.caption,Relation.isPartOf,Description.note,Alt ID.local,Description.abstract,AltTitle.translated,Date.normalized,Date.creation,Note,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025q123,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025q123_1707944_master.tif,,,,,,still image,Knife,copyrighted,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",Predynastic Period|~|Late Naqada II (Upper Egypt),,,Flint / Chert,"Hikade, Thomas",N,Abydos,,,Ripple-Flaked Knife,Total,Figure 7. Ripple-flaked knife from tomb U-503 from Cemetery U at Abydos.,uee1067,Article: Stone Tool Production|~|Horizontal|~|Unspecified,p000162|~|UEE_1067v1_fig07|~|21198/zz0025h6kk,,,3400/3300,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307129,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q123,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q123/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025q13m,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025q13m_1707933_master.tif,,,,,,still image,"Unspecified Warfare, Hunting, Fishing Equipment",copyrighted,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology",Prehistory|~|Final Palaeolithic,,,Flint / Chert,"Hikade, Thomas",N,,,,Typical Late Palaeolithic Tools and Core,Total,Figure 4. “Typical” Late Palaeolithic tools andcore.,uee1067,Article: Stone Tool Production|~|Horizontal|~|Unspecified,UEE_1067v1_fig04|~|21198/zz0025h6kk,,,2500/7000,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307130,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025q13m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q13m/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqmx,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqmx_1714424_master.tif,,,,,,still image,Column/Pillar,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|18th Dynasty|~|Reign of Amenhotep III,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,"Reused Eighteenth Dynasty Blocks, Temple of Montu",Partial,"Figure 1. Reused early Eighteenth Dynasty blocks in the foundations of the Temple of Montu, built by Amenhotep III, Karnak.",uee1085,Article: Reuse and Restoration|~|Horizontal|~|Building Upwards,p000335|~|p000224|~|UEE_1085v1_fig01|~|21198/zz002311q4,,,1389/1349,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307131,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqmx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqmx/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqnf,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqnf_1714427_master.tif,,,,,,still image,Temple,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|18th Dynasty|~|Reign of Horemheb,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,"Karnak, Ninth Pylon Talatat Core",Partial,"Figure 3. East tower of Horemheb’s Ninth Pylon, Karnak. The interior core is composed of muchsmaller talatat blocks from Akhenaten’smonuments at Karnak.",uee1085,Article: Reuse and Restoration|~|45 degrees|~|Building Upwards,p000224|~|p000684|~|UEE_1085v1_fig03|~|21198/zz002311q4,,,1316/1302,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307132,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqnf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqnf/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqpz,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqpz_1714421_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|18th Dynasty|~|Reign of Amenhotep III,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,"Reused Eighteenth Dynasty Foundation Block, Temple of Montu",Partial,"Figure 2. An earlier Eighteenth Dynasty block in the foundations of Amenhotep III’s Temple ofMontu, Karnak.",uee1085,Article: Reuse and Restoration|~|45 degrees|~|Building Upwards|~|Engraved Relief,p000335|~|p000224|~|UEE_1085v1_fig02|~|21198/zz002311q4,,,1389/1349,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307133,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqpz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqpz/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqqg,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqqg_1714445_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|18th Dynasty|~|Reign of Horemheb,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,Restoration by Horemheb of Thutmoside Relief of Amun-Ra,Partial,"Figure 9. Secondary restoration by Horemheb of a Thutmoside relief of Amun-Ra, originally repaired by Tutankhamun. Visible are traces of Tutankhamun’s smaller image of the god, Horemheb’s restoration “label,” Amarna hackmarks, and plaster.",uee1085,Article: Reuse and Restoration|~|Vertical|~|Engraved Relief,UEE_1085v1_fig09|~|21198/zz002311q4,,,1316/1302,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307134,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqqg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqqg/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqr0,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqr0_1714439_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|18th Dynasty|~|Reign of Tutankhamen,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,Usurped Restoration Label of Tutankhamen,Partial,"Figure 7. Restoration “label” of Tutankhamun,usurped by Horemheb. Sixth Pylon, Karnak.",uee1085,Article: Reuse and Restoration|~|Vertical|~|Engraved Relief,p000224|~|UEE_1085v1_fig07|~|21198/zz002311q4,,,1328/1319,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307135,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqr0/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqsh,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqsh_1714430_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|20th Dynasty,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,"Reused Eighteenth Dynasty Blocks, Temple of Khons",Partial,"Figure 4. A late Eighteenth Dynasty relief reusedin the Twentieth Dynasty pylon of the Temple of Khons, Karnak.",uee1085,Article: Reuse and Restoration|~|45 degrees|~|Building Upwards|~|Engraved Relief,p000315|~|p000224|~|UEE_1085v1_fig04|~|21198/zz002311q4,,,1198/1086,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307136,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqsh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqsh/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqt1,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqt1_1714454_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",Ptolemaic |~|Greco-Roman Period,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,Ptolemaic Re-creation of Relief of Thutmose III in the Akhmenu,Partial,"Figure 12. Ptolemaic re-creation of relief ofThutmose III in the Akhmenu, Karnak. Theoriginal iconography and text are consistent with Thutmoside reliefs, but its artistic style and the paleography of the hieroglyphs are Ptolemaic.",uee1085,Article: Reuse and Restoration|~|Horizontal|~|Engraved Relief,p000224|~|UEE_1085v1_fig12|~|21198/zz002311q4,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307137,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqt1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqt1/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqvj,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqvj_1714442_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|19th Dynasty|~|Reign of Sety I,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,Restoration Label of Sety I,Partial,"Figure 8. Restoration “label” of Sety I from agateway of Thutmose III, central Karnak.",uee1085,Article: Reuse and Restoration|~|Vertical|~|Engraved Relief,p000224|~|UEE_1085v1_fig08|~|21198/zz002311q4,,,1301/1290,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307138,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqvj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqvj/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqw2,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqw2_1714451_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|19th Dynasty|~|Reign of Sety I,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,Thutmoside Relief Restored by Tutankhamun and Sety I,Partial,"Figure 11. A Thutmoside relief restored byTutankhamun and secondarily by Sety I. Sety added a renewal “label” after he altered the repairs made by Tutankhamun. Eighth Pylon, north face, west tower, Karnak.",uee1085,Article: Reuse and Restoration|~|Horizontal|~|Engraved Relief,p000224|~|UEE_1085v1_fig11|~|21198/zz002311q4,,,1301/1290,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307139,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqw2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqw2/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqxk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqxk_1714448_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|19th Dynasty|~|Reign of Sety I,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,Image of Montu Restored by Sety I,Partial,"Figure 10. Thutmoside image of Atum (left) beside a restored one of Montu (right). The Heliopolitan sun gods, like Atum, were not vandalized by Akhenaten. Montu was defaced in the Amarna Period and restored first by Tutankhamun and secondarily by Sety I. Recutting on the arms and shoulder marks the restoration displaced by Sety.Eighth Pylon, Karnak.",uee1085,Article: Reuse and Restoration|~|Horizontal|~|Engraved Relief,21198/zz002311q4|~|p000224|~|UEE_1085v1_fig10,,,1301/1290,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307140,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqxk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqxk/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sqz3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sqz3_1714433_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",22nd Dynasty|~|Third Intermediate Period |~|Reign of Shoshenq III,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Tanis,,,"Reused Ramesses II Block, Tanis",Partial,"Figure 5. Blocks from monuments of Ramesses II reused in the gateway of Shoshenq III, Tanis.",uee1085,Article: Reuse and Restoration|~|Horizontal|~|Building Upwards|~|Engraved Relief,p000345|~|UEE_1085v1_fig05|~|21198/zz002311q4,,,833/794,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307141,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sqz3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sqz3/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr03,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0025sr03_1714436_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture",New Kingdom |~|18th Dynasty|~|Reign of Amenhotep IV / Akhenaten,"Brand, Peter J. (Peter James), 1967-",,Limestone,,N,Karnak,,,Post-Amarna Restoration of Image of Amun-Ra,Partial,"Figure 6. Post-Amarna restoration of image of Amun-Ra, defaced by Akhenaten. Some of the plaster used to mask the hack-marks left by Amarna iconoclasts remains. The relief is in a room north of the Philip Arrhidaeus bark shrine, Karnak.",uee1085,Article: Reuse and Restoration|~|Horizontal|~|Engraved Relief,p000224|~|UEE_1085v1_fig06|~|21198/zz002311q4,,,1349/1332,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307142,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025sr03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025sr03/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kvs5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kvs5_1773245_master.tif,,,,,,still image,Coffin/Sarcophagus of Humans,copyrighted,,British Museum London,"Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period,,,Wood,,N,Hawara,,,Portrait Mummy of Artemidoros the Younger,Total,"Figure 1.  Portrait mummy of Artemidoros the younger found together with the portraitmummies of an elder Artemidoros (his father?) and a lady named Thermoutharin (his mother?) in the necropolis of Hawara. London, British Museum EA 21810.",uee1133|~|British Museum EA 21810,Early 2nd century AD|~|Article: Painted Funerary Portraits|~|Horizontal|~|Painted,p000673|~|p000213|~|UEE_1133v1_fig01|~|21198/zz0021bx22,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307143,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kvs5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kvs5/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kz0q,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kz0q_1775749_master.tif,,,,,,still image,Mask,copyrighted,,"Cantor Arts Center, Stanford University","Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period|~|Reign of Septimius Severus,,,Wood,,N,,,,Portrait of a Lady Wearing Rich Jewelry,Total,Figure 5. Portrait of a lady wearing rich jewelry and a dark garment with gold borders. Her hairstyle copies that of empress Julia Mamaea (fig. 6). Stanford 22225.,uee1133|~|Stanford 22225,Article: Painted Funerary Portraits|~|Horizontal|~|Painted,UEE_1133v1_fig05|~|21198/zz0021bx22,,,193/211,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307144,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kz0q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kz0q/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kz2r,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kz2r_1773776_master.tif,,,,,,still image,Coffin/Sarcophagus of Humans,copyrighted,,"Musée du Louvre, Départment des Antiquités Egyptiennes","Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period,,,Linen,,N,,,,Mummy Shroud of Lady with Ankhcross,Total,"Figure 3. Mummy shroud of a lady with an ankh-cross, the Egyptian symbol of life. She is wearing a tunic with very broad “embroidered” clavi. The shroud from Antinoopolis belongs to a small group of late portrait mummies from the secondhalf of the third to the fourth century. Paris,Musée du Louvre, Départment des Antiquités Egyptiennes AF 6440.",uee1133|~|AF 6440,Second half of the third to the fourth century AD|~|Article: Painted Funerary Portraits|~|Horizontal|~|Painted,p000520|~|p000672|~|UEE_1133v1_fig03|~|21198/zz0021bx22,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307145,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kz2r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kz2r/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kz4s,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kz4s_1790575_master.tif,,,,,,still image,Coffin/Sarcophagus of Humans,copyrighted,,National Museum of Denmark,"Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period,,,Wood,,N,,,,Mummy Portrait of a Boy,Total,"Figure 8. Mummy portrait of a boy with a hairstyle typical of the sons of the local Greco-Egyptian elite. Copenhagen, National Museum 3892.","uee1133|~|Copenhagen, National Museum 3892",Article: Painted Funerary Portraits|~|Horizontal|~|Painted,UEE_1133v1_fig08|~|21198/zz0021bx22,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307146,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kz4s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kz4s/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kz6t,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kz6t_1775755_master.tif,,,,,,still image,Statue,copyrighted,,,"Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period|~|Reign of Septimius Severus,"Fittschen-Badura, G.",,Marble,,N,,,,Bust of Empress Julia Mamaea,Total,"Figure 6. Marble bust of the empress Julia Mamaea (after 180 – 235 CE) wearing the same fashion hairstyle as the lady on the mummy portrait in figure 2. Rome, Museo Capitolino. Stanza degli Imperatori 34. Inv.-no. 457.","uee1133|~|Museo Capitolino, Stanza degli Imperatori 34, Inv.-no. 457",Article: Painted Funerary Portraits|~|Horizontal|~|Sculptured,p000567|~|UEE_1133v1_fig06|~|21198/zz0021bx22,,,193/211,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307147,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kz6t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kz6t/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kz8v,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kz8v_1773773_master.tif,,,,,,still image,Coffin/Sarcophagus of Humans,copyrighted,,"Egyptian Museum, Cairo","Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period,,,Wood|~|Gold,,N,Hawara,,,Portrait Mummy of “Golden Girl”,Total,"Figure 2. Portrait mummy of a girl termed “Golden Girl” because of her gilt stucco case. From Petrie’s excavations at Hawara. Cairo, Egyptian Museum CG 33216.",uee1133|~|CG 33216,Article: Painted Funerary Portraits|~|Horizontal|~|Painted|~|Gilded,p000213|~|p000675|~|UEE_1133v1_fig02|~|21198/zz0021bx22,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307148,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kz8v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kz8v/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kz9c,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kz9c_1777091_master.tif,,,,,,still image,Coffin/Sarcophagus of Humans,copyrighted,,Royal Museum of Scotland,"Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period,,,Wood,,N,,,,Portrait of a Woman in Tempera Technique,Total,"Figure 10. Portrait of a woman in tempera technique. Found at er-Rubayat by Grenfell and Hunt in 1901 under uncertain circumstances. Edinburgh, National Museums of Scotland, Royal Museum of Scotland 1902.70.",uee1133|~|Royal Museum of Scotland 1902.70,Article: Painted Funerary Portraits|~|Horizontal|~|Painted,UEE_1133v1_fig10|~|21198/zz0021bx22,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307149,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kz9c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kz9c/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kzcd,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kzcd_1775762_master.tif,,,,,,still image,Coffin/Sarcophagus of Humans,copyrighted,,Martin-von-Wagner Museum der Universität Würzburg,"Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period,,,Wood,,N,,,,Mummy Portrait of a Soldier,Total,"Figure 7. Mummy portrait of a soldier (?) painted in tempera technique. Würzburg, Martin-von-Wagner Museum H 2196.",uee1133|~|Martin-von-Wagner Museum H 2196,Article: Painted Funerary Portraits|~|Horizontal|~|Painted,UEE_1133v1_fig07|~|21198/zz0021bx22,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307150,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kzcd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kzcd/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026kzff,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0026kzff_1774857_master.tif,,,,,,still image,Burial Chamber,copyrighted,,,"Material Culture, Art and Architecture|~|Uses and Applications",Greco-Roman Period,,,Stone,"Dobrowsolski, J.",N,,,,Reconstruction of Tomb in Necropolis of Marina el-Alamein,Total,Figure 4. Reconstruction of the most spectacular tomb of the necropolis of Marina el-Alamein with subterranean burial chambers and above ground heroon with dining couches and a view of the sea. The portrait mummies were found in the two small chambers branching off from the ramp. Drawing by J. Dobrowsolski.,uee1133,Courtesy of W.A. Daszewski|~|Article: Painted Funerary Portraits|~|Bird's Eye|~|Building Upwards,p000521|~|UEE_1133v1_fig04|~|21198/zz0021bx22,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307151,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026kzff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026kzff/manifest
