Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bpmfm,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bpmfm%2Fh2491m6j,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Structures and Relationships in Society |~|Social Categories|~|Ethnicity ,,,"Riggs, Christina|~|Baines, John",,,,,,Y,,,,,,,,Ethnicity,,uee8704,,,,,,"As developed in the fields of anthropology and sociology, the concept of ethnicity offers one possible approach to analyzing diversity in the population of ancient Egypt. However, it is important that ethnicity not be elided with foreign-ness, as has often been the case in Egyptological literature. Ethnicity is a social construct based on self-image, and thus may be difficult to identify in the ancient sources, where a monolithic uniformity of “Egyptian” versus “other” prevails. A range of sources does suggest that ethnic difference operated within the indigenous population throughout Egyptian history, as would be expected in any complex society. This discussion explores these sources and suggests ways of thinking about the negotiation of ethnic identity in ancient Egypt.",الإثنية الإنتماء العرقي,Ethnicité,Ethnizität,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bqmpp,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bqmpp%2Fm2684q05,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|The State and its Institutions|~|Monarchy|~|Harem|~|Royal Family,,,"Roth, Silke",,,,,,Y,,,,,,,,Harem,,uee8065,,,,,,"In Egyptological research, the term “harem” (harim) comprises a conglomerate of phenomena, which can be distinguished as: 1) the community of women and children who belonged to the royal household; 2) related institutions, including administrative organizations and personnel; and 3) associated localities and places, like palaces and royal apartments, as well as agricultural land and manufacturing workshops. Key functions of this so-called royal harem can be identified as the residence and stage for the court of the royal women, the place for the upbringing and education of the royal children and favored non-royal children as the future ruling class, the provision of musical performance in courtly life and cult, as well as the supply and provisioning of the royal family. Related Egyptian terms include jpt (from Dynasty 1 onwards), xnr(t) (from the Old Kingdom), and pr xnrt (New Kingdom). The compounds jpt nswt and xnrt (n) nswt, commonly “royal harem,” are attested as early as the Old Kingdom. Only a few sources testify to the existence of the royal harem after the 20th Dynasty.",الحريم,Harem,Harem,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bwv5j,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bwv5j%2Fzq02fs8r,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Aswan-Kom Ombo,,,"Kockelmann, Holger",,,,,,Y,,,Philae,,,,,Philae,,uee1581,,,,,,"The island of Philae, located amid the First Cataract some 7 kilometers south of modern Aswan, housed an ancient settlement and one of the most extensive and best preserved temple complexes of Ptolemaic and Roman Egypt. Together with the abaton on the neighboring island of Biga, Philae was the most important cultic center of Isis and Osiris in Upper Egypt and Nubia. According to the ground plan published by Lyons in 1896, the island measured c. 385 meters in length (orientated south-north) and c. 176 meters in width. Today it is submerged in the lake between the first Aswan Dam and the modern Aswan High Dam. For their preservation, the monuments of Philae were transferred to the nearby island of Agilkia.",فيلة,Philae,Philae,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bzzgj,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzzgj%2Fvh76281s,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|The State and its Institutions|~|Texts of Royal Propaganda|~|Law (classical and later periods) ,,,"Lippert, Sandra Luisa",,,,,,Y,,,,,,,,Law (Definitions and Codification),,uee8019,,,,,,"When considering “law” in ancient Egypt, it is necessary to try to distinguish between our modern concepts and ancient aspects of Egyptian law. The word hp is most commonly translated as “law” and was used in the sense of “(single) law” throughout Egyptian history, but it also refers to any other type of binding rule. 0pw and, in Demotic, also hp can refer to the totality of laws and therefore come close to our modern understanding of “law.” Although maat is often translated as “justice,” it covered much more than legal justice, making it difficult to identify the Egyptian equivalent of “law” in its more general sense (cf. German Recht). The modern distinction between civil and criminal law is also hard to transfer to ancient Egyptian practice. There was no state prosecution for actions we would consider criminal such as theft or assault, but the injured party had to act as plaintiff. Only crimes against the pharaoh and gods, like conspiracies or theft from royal tombs or temples, were prosecuted by officials. There is no clear evidence for written laws before the Middle Kingdom and only indirect evidence for the period preceding the New Kingdom. The codification under Darius I may have been the first attempt at collecting all earlier laws still valid at that period in one single corpus. This collection of laws continued to form the basis for Egyptian jurisdiction even during the Ptolemaic Period.",(القانون (مابين التعريف والتدوين,Droit (définitions et codification),Recht (Definitionen und Kodifizierung),2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c4k99,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c4k99%2F9267q247,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Religion|~|Pantheon,,,"Stadler, Martin",,,,,,Y,,,,,,,,Thoth,,uee1899,,,,,,"The Egyptian god Thoth is best known as a god of writing and wisdom, a lunar deity, and vizier of the gods, but was also a cosmic deity, creator god, and warrior. Being one of the oldest deities of the Egyptian pantheon, he is attested in many sources from the earliest periods of Egyptian history up to the Roman Period. The etymology of his name remains unexplained, possibly due to the name's antiquity. Under the influence of Hellenism, he transformed into Hermes Trismegistos in Roman times and lived on as such well into the European renaissance.",جحوتي,Thot,Thot,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002cbdg5,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cbdg5%2Fw180zg6z,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Marriage / Divorce|~|Private Life,,,"Toivari-Viitala, Jaana",,,,,,Y,,,,,,,,Marriage and Divorce,,uee8461,,,,,,"Marriage formed a central social construct of ancient Egyptian culture. It provided the normative framework for producing children, who would act as one’s rightful heirs. The latter were responsible for performing one’s funerary cult, thereby securing one’s eternal life. The economic effects of marriage were also notable. The husband, wife, and children were all perceived as having equal rights to the conjugal joint-property consisting of a 1/3 share each. In addition to this, the spouses might own private property of their own. As marriage modified many aspects of daily life such as social status, domicile, and the intricate network of interpersonal rights and obligations, it was not a relationship entered into at random. A sequence consisting of a choice of partner followed by an exchange of gifts and assets preceded the actual marrying. Once the marital status was a fact, both parties were expected to abstain from extramarital relationships. However, it was possible for men to have several wives.",الزواج والطلاق,Mariage et divorce,Ehe und Scheidung,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002czx07,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czx07%2F2610dx16,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,"Moreno Garcia, Juan Carlos ",,,,,,Y,,,,,,,,Households,,uee8707,,,,,,"The household was the basic unit of ancient Egyptian social organization. Its composition varied, however, depending on administrative or sociological considerations: administrative records focus on nuclear families, while private sources stress the importance of the extended family. Households included not only people linked by family ties, but also serfs, clients, dependants, and “friends,” sometimes encompassing hundreds of people. As for their sources of wealth, households consisted of patrimonial and institutional goods, and strategies were employed to keep and increase resources within the family. Nevertheless, menaces such as debts, shortages, or disputes over inheritances could lead to the disappearance of households—hence the importance of ideological values that tied together their members while celebrating their cohesion, autonomy, and genealogical pride.",(العائلات (الأسر,"Maison, Maisonnée",Haushalt,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dj955,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dj955%2Fvk052m3t,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"De Meyer, Marleen|~|Minas-Nerpel, Martina",,,,,,Y,,,,,,,,"Shenhur, Temple of",,UEE8542,,,,,,"The Roman Period temple of Isis at Shenhur was built and decorated during the reign of Augustus (30 BCE – 14 CE) through that of Trajan (98 – 117 CE). The site of Shenhur is located between two major cult centers, Koptos and Thebes, in Upper Egypt. While both theological systems were influential at Shenhur, the temple was mainly influenced by that of Koptos; the structure’s decoration thus constituted an important part of the regional cult topography. Excavations in and around the temple have revealed that a colonnade was added to its exterior during the reign of Tiberius or later, and that the structure was used as a habitation during the fifth to seventh centuries CE.",معبد شنهور,Temple de Chenhour,Tempel von Schenhur,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dmv5s,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dmv5s%2F43634c73,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"Grajetzki, Wolfram",,,,,,Y,,,,,,,,Qau el-Kebir,,uee1643,,,,,,"Qau el-Kebir, called Tjebu in ancient Egyptian and Antaeopolis in Greek, was a village in Middle Egypt and the capital of the 10th Upper Egyptian nome. The main deity of the town was Nemtywy. At the beginning of the nineteenth century, substantial parts of a Ptolemaic temple were still preserved, but they were destroyed by a change of the Nile’s streambed. The cemeteries in the deserts east of the town include tombs of almost all periods of Egyptian history beginning from the Badarian Period. Those of the First Intermediate Period are especially well equipped and are an important source for burial customs of that period in a provincial town. The three large, rock-cut tombs of Middle Kingdom governors belong to the biggest private tombs built in the Middle Kingdom. However, because of the destruction of the tombs, the dating and sequence of the governors during the 12th Dynasty remains problematic. In the New Kingdom, the tomb of the governor May equipped with a sarcophagus and datable to Thutmose III was built. Several New Kingdom hippopotami bone deposits are perhaps connected with the cult of Nemtywy and Seth. The Ptolemaic temple dates to Ptolemy VI. Its pronaos with 3 x 6 columns is known from depictions in the Description de l’Égypte.",قاو الكبير,Qaw el-Kebir,Qau el-Kebir,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8xd,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dn8xd%2Ff299206c,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Language, Text and Writing",,,"Uljas, Sami",,,,,,Y,,,,,,,,Linguistic Consciousness,,uee1127,,,,,,"The present article addresses the ancient Egyptians’ level of linguistic awareness from earliest times to the Coptic Period. The degree to which the Egyptians might have understood their language as a socio-cultural medium reflective of and adapted to different contexts of communication is discussed, along with their attitude to foreign languages and perception of diachronic processes. In addition, the degree to which the speakers of Egyptian may have viewed their native language as a linguistic and grammatical system is considered in detail.",الوعي اللغوى,Conscience linguistique,Sprachbewußtsein,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8zx,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dn8zx%2F0g212m0q,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"Pantalacci, Laure",,,,,,Y,,,,,,,,Coptos,,uee8544,,,,,,"The modern city of Quft is the location of the ancient town of Coptos, which was the main religious and trade center in Upper Egypt, at the crossroad between the Nile Valley and Eastern Desert routes to the Red Sea. The site was settled from Predynastic times (as witnessed by the Coptos colossi) and remained important until Late Antiquity. The principal buildings currently visible at the site are of Ptolemaic and Roman date: the main temple (dedicated to Min and Isis), the middle temple also called “Osiris” temple, and the southern temple belonging to Geb. The last two were enclosed by their own temenos, as was the main temple, and a huge late Pharaonic wall surrounded the whole sacred area. The remains of the Roman domestic buildings are still poorly known. The elaborate Coptic baptistery and the adjacent structures reuse blocks from Pharaonic and late Ptolemaic buildings. The recent campaigns by the French mission have collected new information mainly about the city’s general layout and development.",قفط,Coptos,Koptos,2012,,,,,,,,Quft
