Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019qfkx,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019qfkx_742931_master.tif,,,,,still image,Relief,copyrighted,published,,,Cult and Ritual|~|Religion|~|Festivals|~|Temple Festivals of the Ptolemaic and Roman Periods,Ptolemaic |~|Greco-Roman Period,,,Sandstone,,,Engraved,,N,,Edfu,,,,,,Scenes from the Beautiful Feast of Behdet,Total,UEE_1018v1_fig07|~|21198/zz001nfbfz,"Selection of scenes from the Beautiful Feast of Behdet, depicted on the walls of the open court, temple of Edfu",uee1018,Article: Temple Festivals of the Ptolemaic and Roman Periods,p000194,,,,,,-237/-57,1897,"Chassinat, Émile 1897 - Le temple d'Edfou. 14 volumes (""Edfou I - XIV"": 1897 - 1934). Mémoires publiés par les membres de la mission archéologique française au Caire. Cairo: Institut français d'archéologie orientale.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tpzb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tpzb_743057_master.tif,,,,,still image,Comb,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Naqada IIIA|~|Naqada IIIB|~|Naqada I - early II (Upper Egypt),,,Ivory,,,Carved,,N,,Naqada,,Petrie Museum of Egyptian Archaeology,,,,Ivory Comb with Bird Ornament,Total,UEE_1064v1_fig02|~|21198/zz001ndn3p,"Figure 2. Ivory comb with bird ornament. Naqada, Tomb 1419 (UC5367)",uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000274|~|p000677,UC5367,,,,,-4000/-3030,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq0b,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq0b_743070_master.tif,,,,,still image,Palette,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Naqada IIIA|~|Naqada IIIB|~|Naqada I - early II (Upper Egypt),,,Siltstone,,,Sculptured,,N,,Naqada,,Petrie Museum of Egyptian Archaeology,,,,Cosmetic Palette from Naqada/Ballas,Total,UEE_1064v1_fig05|~|21198/zz001ndn3p,Figure 5. Cosmetic palette. Siltstone. Naqada/Ballas (UC6025).,uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000677,UC6025,,,,,-4000/-3030,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq1v,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq1v_743077_master.tif,,,,,still image,Palette,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Naqada IIIA|~|Naqada IIIB|~|Naqada I - early II (Upper Egypt),,,Siltstone,,,Sculptured,,N,,Naqada,,Petrie Museum of Egyptian Archaeology,,,,Cosmetic Palette with Double-Bird Ornament,Total,UEE_1064v1_fig06|~|21198/zz001ndn3p,"Figure 6. Cosmetic palette (“tag”) with double-bird ornament. Siltstone. Naqada, Tomb 8 (UC4414).",uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000274,UC4414,,,,,-4000/-3030,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq2c,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq2c_743102_master.tif,,,,,still image,Jar,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Badarian (Middle Egypt),,,Clay,,,Formed by Hand,,N,,,,Petrie Museum of Egyptian Archaeology,,,,Decorated Ware Jar,Total,UEE_1064v1_fig10|~|21198/zz001ndn3p,Figure 10. Decorated Ware jar. Badari (UC9544),uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000432|~|p000677,UC9544,,,,,-4500/-4000,,,45 degrees,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq3w,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq3w_743091_master.tif,,,,,still image,Bowl,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Naqada IIIA|~|Naqada IIIB|~|Naqada I - early II (Upper Egypt),,,Clay,,,Formed by Hand,,N,,Naqada,,Petrie Museum of Egyptian Archaeology,,,,White Cross-Lined Bowl,Total,UEE_1064v1_fig09|~|21198/zz001ndn3p,Figure 9. White Cross-Lined bowl. Naqada (UC5830),uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000677,UC5830,,,,,-4000/-3030,,,45 degrees,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq4d,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq4d_743063_master.tif,,,,,still image,Comb,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Badarian (Middle Egypt),,,Ivory,,,Carved,,N,,,,Petrie Museum of Egyptian Archaeology,,,,Ivory Comb with Animal Ornament,Total,UEE_1064v1_fig03|~|21198/zz001ndn3p,"Figure 3. Fragment of ivory comb with animal ornament. Badari, Tomb 1670 (UC9581)",uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000432|~|p000677,UC9581,,,,,-4500/-4000,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq5x,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq5x_743086_master.tif,,,,,still image,Figurine,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period,,,Clay,,,Pressed in a Form/Model,,N,,,,Petrie Museum of Egyptian Archaeology,,,,Fragment of Anthropomorphic Figurine,Total,UEE_1064v1_fig08|~|21198/zz001ndn3p,Figure 8. Fragment of anthropomorphic figurine. Fired Nile silt. Qau (UC9601),uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000677,UC9601,,,,,-4500/-3030,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq6f,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq6f_743067_master.tif,,,,,still image,Palette,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Cult Objects|~|Predynastic Art|~|Palettes",Predynastic Period|~|Naqada IIIA|~|Naqada IIIB|~|Naqada I - early II (Upper Egypt),,,Siltstone,,,Sculptured,,N,,Naqada,,Petrie Museum of Egyptian Archaeology,,,,Fish-Shaped Cosmetic Palette,Total,UEE_1064v1_fig04|~|21198/zz001ndn3p,"Figure 4. Fish-shaped cosmetic palette. Siltstone. Naqada, Tomb 117 (UC4374).",uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000677|~|p000274,UC4374,,,,,-4000/-3030,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0019tq7z,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0019tq7z_743080_master.tif,,,,,still image,Amulet,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art",Predynastic Period|~|Badarian (Middle Egypt),,,Limestone,,,Sculptured,,N,,,,Petrie Museum of Egyptian Archaeology,,,,Limestone Amulet,Total,UEE_1064v1_fig07|~|21198/zz001ndn3p,Figure 7. Limestone amulet. Badari (UC10328),uee1064,"Courtesy of The Petrie Museum of Egyptian Archaeology, University College London.|~|Article: Predynastic Art",p000432|~|p000677,UC10382,,,,,-4500/-4000,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bm76d,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bm76d_745376_master.tif,,,,,still image,Stela,copyrighted,published,,,Individual and Society|~|Structures and Relationships in Society |~|Social Categories|~|Kinship and Family Relations ,Second Intermediate Period ,,,Stone,,,Engraved,,N,,,,,,,,Stela of Khentyemhat,Total,UEE_1043v1_fig02|~|21198/zz001nf68f,Figure 2. Second Intermediate Period stela of Khentyemhat listing kin of the stela owner (Vienna ÄS 195),,Article: Kinship and Family Relations,p000162,Vienna ÄS 195,,,,,-1640/-1550,1993,"Hein, Irmgard, and Helmut Satzinger 1993 Stelen des Mittleren Reiches: Einschliesslich der I. und II. Zwischenzeit. Vol. 2. Corpus Antiquitatum Aegyptiacarum, Kunsthistorisches Museum, Wien 7. Mainz am Rhein: Philipp von Zabern.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bnmht,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bnmht_748317_master.tif,,,,,still image,Animal Figurine,copyrighted,,,Petrie Museum of Egyptian Archaeology,Religion|~|Personal Devotion|~|Votive Practices,Early Dynastic Period,,,Faience,,,Formed by Hand,,N,,Hierakonpolis,,Petrie Museum of Egyptian Archaeology,,,,Early Dynastic Faience Baboon Figurine,Total,UEE_1831v1_fig01|~|21198/zz001nfbgg,Figure 1. Early Dynastic faience baboon figurine. Hierakonpolis (?). UC11004,,Reproduced by permission of the Petrie Museum of Egyptian Archaeology|~|Article: Votive Practices,p000217|~|p000677,UC11004,,,,,-3030/-2650,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bnpmb,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bnpmb_748325_master.tif,,,,,still image,Animal Figurine,copyrighted,,,Petrie Museum of Egyptian Archaeology,Religion|~|Personal Devotion|~|Votive Practices,Early Dynastic Period,,,Faience,,,Formed by Hand,,N,,Hierakonpolis,,Petrie Museum of Egyptian Archaeology,,,,Early Dynastic Faience Scorpion Figurine,Total,UEE_1831v1_fig02|~|21198/zz001nfbgg,Figure 2. Early Dynastic faience scorpion figurine. Hierakonpolis (?). UC11000,,Reproduced by permission of the Petrie Museum of Egyptian Archaeology|~|Article: Votive Practices,p000217|~|p000677,UC11000,,,,,-3030/-2650,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bnpnv,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bnpnv_748361_master.tif,,,,,still image,Human Figurine,copyrighted,,,Petrie Museum of Egyptian Archaeology,Religion|~|Personal Devotion|~|Votive Practices,Ptolemaic |~|Late Period|~|Greco-Roman Period|~|Macedonian ,,,Bronze,,,Casting,,N,,,,Petrie Museum of Egyptian Archaeology,,,,Late or Ptolemaic Period Bronze Osiris,Total,UEE_1831v1_fig06|~|21198/zz001nfbgg,Figure 6. Late or Ptolemaic Period bronze figure of Osiris. Unprovenanced. UC30483,,Reproduced by permission of the Petrie Museum of Egyptian Archaeology|~|Article: Votive Practices,p000677,UC30483,,,,,-664/-30,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bnppc,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bnppc_748371_master.tif,,,,,still image,Situla,copyrighted,,,Petrie Museum of Egyptian Archaeology,Religion|~|Personal Devotion|~|Votive Practices,Ptolemaic |~|Late Period|~|Greco-Roman Period|~|Macedonian ,,,Bronze,,,Casting,,N,,,,Petrie Museum of Egyptian Archaeology,,,,Late or Ptolemaic Period Bronze Situla,Total,UEE_1831v1_fig07|~|21198/zz001nfbgg,Figure 7. Late or Ptolemaic Period bronze situla with incised decoration. Unprovenanced. UC30657,,Reproduced by permission of the Petrie Museum of Egyptian Archaeology|~|Article: Votive Practices,p000677,UC30657,,,,,-664/-30,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bnpqw,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bnpqw_748350_master.tif,,,,,still image,Unspecified Religious and Cult Object,copyrighted,,,Petrie Museum of Egyptian Archaeology,Religion|~|Personal Devotion|~|Votive Practices,New Kingdom ,,,Wood,,,Carved,,N,,,,Petrie Museum of Egyptian Archaeology,,,,New Kingdom (?) Wooden Votive Ear,Total,UEE_1831v1_fig04|~|21198/zz001nfbgg,Figure 4. New Kingdom (?) wooden votive ear. Unprovenanced. UC55155,,Reproduced by permission of the Petrie Museum of Egyptian Archaeology|~|Article: Votive Practices,p000677,UC55155,,,,,-1550/-1069,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bnprd,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bnprd_748356_master.tif,,,,,still image,Sistrum,copyrighted,,,Petrie Museum of Egyptian Archaeology,Religion|~|Personal Devotion|~|Votive Practices,New Kingdom ,,,Faience,,,Pressed in a Form/Model,,N,,,,Petrie Museum of Egyptian Archaeology,,,,New Kingdom Model Naos Sistrum with Hathor Head Design,Total,UEE_1831v1_fig05|~|21198/zz001nfbgg,Figure 5. New Kingdom faience fragment of a model naos sistrum with Hathor head design. Unprovenanced. UC35807,,Reproduced by permission of the Petrie Museum of Egyptian Archaeology,p000677,UC35807,,,,,-1550/-1069,,,Horizontal,Article: Votive Practices,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001bnpsx,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001bnpsx_748343_master.tif,,,,,still image,Unspecified Religious and Cult Object,copyrighted,,,Petrie Museum of Egyptian Archaeology,Religion|~|Personal Devotion|~|Votive Practices,New Kingdom |~|18th Dynasty,,,Faience,,,Pressed in a Form/Model,,N,el-Amarna,,,Petrie Museum of Egyptian Archaeology,,,,Late 18th Dynasty Faience Ear Plaque,Total,UEE_1831v1_fig03|~|21198/zz001nfbgg,Figure 3. Late 18th Dynasty faience ear plaque with ears depicted in registers. Amarna. UC722,,Reproduced by permission of the Petrie Museum of Egyptian Archaeology|~|Article: Votive Practices,p000677|~|p000195,UC722,,,,,-1550/-1295,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjbf,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjbf_776926_master.tif,,,,,still image,Relief,copyrighted,published,,,Individual and Society|~|The State and its Institutions|~|Monarchy|~|Royal Women|~|Queen|~|Royal Family,New Kingdom |~|18th Dynasty|~|Reign of Aye,,,,,,Engraved,,N,Thebes,,,,,,,Scene of the Palace of the King’s Principal Wife,Total,UEE_1055v1_fig07|~|21198/zz001nf7cg,"Scene of the palace of the king’s principal wife in the vicinity of the king’s palace (presumably Malqata). Drawing of a representation in the tomb of Neferhotep, Thebes (18th Dynasty, probably reign of King Aye)",uee1055,Article: Queen,p000152,,,,,,-1327/-1323,1933,"Davies, Norman de Garis 1933 The tomb of Nefer-hotep at Thebes II. New York: Metropolitan Museum of Art.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjcz,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjcz_776896_master.tif,,,,,still image,Unspecified Receptacle,copyrighted,published,Egypt Exploration Society,,"Material Culture, Art and Architecture|~|Performing Arts|~|Dance",Predynastic Period,,,Clay,,,Formed by Hand,,N,el-Amra,,,,,,,Predynastic Vessel,Total,UEE_1134v1_fig03|~|21198/zz001ndh48,Figure 3. Predynastic vessel from el-Amrah,uee1134,Article: Dance,p000196,,,,,,-4500/-3030,1902,"Randall-MacIver, David, and Arthur Mace 1902 El Amrah and Abydos 1899 - 1901. Memoir of the Egypt Exploration Fund 23. London: Egypt Exploration Fund.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjgh,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjgh_776923_master.tif,,,,,still image,Relief,copyrighted,,,UCLA Encyclopedia of Egyptology,Individual and Society|~|The State and its Institutions|~|Monarchy|~|Royal Women|~|Queen|~|Royal Family,New Kingdom |~|19th Dynasty|~|Reign of Ramesses II,"Roth, Silke",,Sandstone,,,Engraved,,N,Abu Simbel,,,,,,,King’s Wife Nefertari Relief in Hathor Temple,Partial,UEE_1055v1_fig06|~|21198/zz001nf7cg,"Figure 6. The great king’s wife Nefertari attending Ramesses II in front of the goddess Taweret, playing the sistrum and offering flowers. Relief in the Hathor temple, Abu Simbel (19th Dynasty)",uee1055,Article: Queen,p000402|~|p000156,,,,,,-1279/-1213,,,45 degrees,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjjj,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjjj_776899_master.tif,,,,,still image,Relief,copyrighted,published,,,"Material Culture, Art and Architecture|~|Performing Arts|~|Dance",Old Kingdom|~|6th Dynasty,,,Limestone,,,Engraved,,N,Saqqara,,Saqqara,,,,,Dancers from the Mastaba of Ankhmahor,Total,UEE_1134v1_fig04|~|21198/zz001ndh48,"Figure 4. Dancers depicted in the 6th Dynasty mastaba of Ankhmahor, Saqqara",uee1134,Article: Dance,p000285,,,,,,-2350/-2200,1887,"Capart, Jean 1887 Une rue de tombeaux à Saqqarah. Vol. 1: Texte. Brussels: Vromant.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjmk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjmk_776920_master.tif,,,,,still image,Graffito,copyrighted,,,UCLA Encyclopedia of Egyptology,Individual and Society|~|The State and its Institutions|~|Monarchy|~|Royal Women|~|Queen|~|Royal Family,First Intermediate Period |~|11th Dynasty|~|Reign of Nebhepetra Mentuhotep (II),"Roth, Silke",,,,,Carved,,N,Wadi Shatt el-Rigal,Wadi Shatt el-Rigal,,,,,,King's Mother Iah Rock Drawing,Total,UEE_1055v1_fig05|~|21198/zz001nf7cg,"Figure 5. The king’s mother Iah attending her son Mentuhotep II. Rock drawing, Wadi Shatt el-Rigal (11th Dynasty)",uee1055,Article: Queen,,,,,,,-2061/-2010,,,45 degrees,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjn3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjn3_776908_master.tif,,,,,still image,Relief,copyrighted,published,Egypt Exploration Society,,Individual and Society|~|The State and its Institutions|~|Monarchy|~|Royal Women|~|Queen|~|Royal Family,New Kingdom |~|18th Dynasty|~|Reign of Hatshepsut,,,Limestone,,"Carter, Howard",Engraved|~|Painted on Stucco,,N,Deir el-Bahari,,,,,,,Seniseneb with Vulture Headdress,Partial,UEE_1055v1_fig01|~|21198/zz001nf7cg,"Figure 1. Seniseneb, mother of Thutmose I, with vulture headdress. Painted by Howard Carter, according to a relief in the mortuary temple of Hatshepsut, Deir el-Bahri (18th Dynasty)",uee1055,Article: Queen,p000628,,,,,,-1473/-1458,1895,"Naville, Édouard 1895 The temple of Deir el Bahari: Part 1. Memoir of the Egypt Exploration Fund 13. London: Egypt Exploration Fund.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjpm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjpm_776911_master.tif,,,,,still image,Relief,copyrighted,,,UCLA Encyclopedia of Egyptology,Individual and Society|~|The State and its Institutions|~|Monarchy|~|Royal Women|~|Queen|~|Royal Family,Old Kingdom|~|Reign of Pepy II|~|6th Dynasty,"Roth, Silke",,Limestone,,,Engraved,,N,Saqqara,,,,,,,King’s Wife Iput II,Total,UEE_1055v1_fig02|~|21198/zz001nf7cg,"Figure 2. The king’s wife Iput II with uraeus and papyrus scepter. Relief on the gate of the queen’s pyramid temple, adjacent to the pyramid complex of her husband, Pepy II, South Saqqara (6th Dynasty)",uee1055,Article: Queen,p000285,,,,,,,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001drjq4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001drjq4_776902_master.tif,,,,,still image,Relief,copyrighted,published,Egypt Exploration Society,,"Material Culture, Art and Architecture|~|Performing Arts|~|Dance",New Kingdom |~|18th Dynasty|~|Reign of Amenhotep IV / Akhenaten,,,,,,Engraved,,N,el-Amarna,,,,,,,Scene of the Jubilating Crowd,Partial,UEE_1134v1_fig05|~|21198/zz001ndh48,"The jubilating crowd. Tomb of Meryra II, el-Amarna",uee1134,Article: Dance,p000195,,,,,,-1352/-1336,1905,"Davies, Norman de Garis 1905 The rock tombs of El Amarna II: The tombs of Panehesy and Meryra II. Archaeological Survey of Egypt 14th Memoir. London: Egypt Exploration Fund.",Horizontal,,,,,
