Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p554,ark:/21198/zz002311rn,2,Completed,Work,,124,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p554%2Ff609xv0c,"Poets, American $y 20th century|~|Tap dancers $z United States",still image,copyrighted,unknown,Black-and-white photographs,"Johnson, Mae, $d 1916-1999|~|Key, Alyce, $d 1911-2010|~|Nugent, Pete, $d 1909-1973|~|Atkins, Cholly|~|Coles, Honi, $d 1911-1992",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 4,"Dancers Charles ""Cholly"" Atkins, Charles ""Honi"" Coles, Mae Johnson, Alyce Key, and Gary Lambert ""Pete"" Nugent, Los Angeles, 1940s",,"At table, left to right: Charles ""Cholly"" Atkins, Charles ""Honi"" Coles, Mae Johnson, Alyce Key, and Pete Nugent. Atkins and Coles, preeminent tap dancers, performed together for nineteen years, starting in 1940. Atkins was an expert wing dancer, while Coles's specialty was precision.|~|All information concerning the content and description of the image was provided by Walter Gordon.",124|~|YRLSC_gordonphotos_0124,"Gary Lambert “Pete” Nugent was a preeminent tap dancer in the class act tradition. In the 1930s he was a member of the act of “Pete, Peaches and Duke,” performing in venues such as the Cotton Club. After that he had a solo act “Public Tapper, Number One”.  During World War II he spent his military service touring in Irving Berlin’s show This is the Army. Although Nugent considered himself a tap dancer first and foremost, he preferred “all body motion and no tap”, rather than “all tap and no body motion”. Later, Pete teamed up with Charles “Honi” Coles and opened a dance studio in NYC with called “Dance Craft.” He also performed with Coles in “A History of Tap Dance and its Relationship to Jazz” at the  Newport Jazz Festival, which brought tap back into the public eye.|~|Charles ""Honi"" Coles was an American actor and tap dancer known for his   extraordinary elegance and technical precision. He learned to dance on the streets of Philadelphia and went on to a  career on stage in vaudeville and the concert world, in film, and on television. He served as president of the Negro Actors Guild and was at the forefront of the tap revival starting in the early 1970s. He brought tap to the world of concert dance with his performance in the Joffrey Ballet production of Agnes De Mille's ""Conversations on the Dance"", in 1978. In 1983 he received the Tony Award, Fred Astaire Award, and Drama Desk Award for best featured actor and dancer in a musical for the Broadway hit, My One and Only.|~|Alice (Alyce) Key was a Los Angeles dancer who later became a journalist, community activist, and political leader.|~|Mae Johnson was a showgirl, dancer, singer and actress who was well known in the black entertainment world in the 1930s and 1940s. Her career began with nightclub performances in New York. She had the staring role in the film ""Keep Punching."" On the west coast she appeared in a few Hollywood films that had black musical numbers, giving a memorable performance in Lena Horne's ""Stormy Weather."" She recorded some songs with Austin McCoy and co-starred in the hit play ""Two in a bed"" with Louise Beavers.|~|Charles “Cholly” Atkins (1913–2003) was an American dancer and vaudeville performer, who later became noted as the house choreographer for the various artists on the Motown label. (Wikipedia)",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p56n,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0125.tif,125,,,,private,,African American basketball players|~|African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Harding, Halley, $d 1904-1967",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Halley Harding, athlete and sportswriter, at the piano, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,125|~|YRLSC_gordonphotos_0125,"William Claire ""Halley"" Harding  (sometimes spelled Hally) was a three-sport star in college and the pros who played for both the Kansas City Monarchs and one of the early Globetrotters basketball teams, tried out for the Chicago Cardinals, and appeared with Fritz Pollard’s New York Brown Bombers.  He played baseball in Japan, the Philippines, and Puerto Rico, and somehow managed to stretch out his varsity college football career over (at least) seven seasons and four different schools (Agate Type: Halley Harding, agatetype.typepad.com). He later became a sportswriter for the Los Angeles Tribune. Along with other African American journalists, he led pickets against all-white baseball teams such as the Los Angeles Angels. When the Rams moved to Los Angeles, they applied to lease the Los Angeles Memorial Coliseum. Harding made a moving speech at the Coliseum Commission's hearing, arguing that since black tax dollars helped build and maintain the Coliseum, none of its tenants should be allowed to discriminate. He also summarized the contributions of black athletes who had played in the NFL before an unwritten color ban was instituted in 1933, and spoke of the sacrifices of African American soldiers in World War II. Rams General Manager  Charles Walsh met with Harding a week after that meeting, at the Last Word, a club on Central Avenue. Harding brought with him influential editors from all three major black weekly papers: the Los Angeles Sentinel, the California Eagle, and the Los Angeles Tribune. Harding's efforts played a key role in the Rams' later decision to sign the black football players Kenny Washington and Woody Strode.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p575,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0126.tif,126,,,,private,,African American women singers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Basie, Count, $d 1904-1984|~|Dandridge, Dorothy, $d 1922-1965.",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 4,"Dorothy Dandridge with Count Basie, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Dorothy Dandridge on stage in front of a microphone, Los Angeles, 1940s. Behind her on stage is bandleader Count Basie.",126|~|YRLSC_gordonphotos_0126,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p58p,ark:/21198/zz002311rn,2,Completed,Work,,127,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p58p%2Fhz02hz9w,Jazz musicians $z United States|~|African American jazz musicians,still image,copyrighted,unknown,Black-and-white photographs,"Jackson, Vivian, $d b. 1916 or 17|~|Tatum, Art, $d 1909-1956|~|Bailey, Pearl|~|Jackson, Eddie, $d b. 1914 or 15-1950",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 4,"Pearl Bailey and Art Tatum, Los Angeles, 1940s",,"Pearl Bailey and Art Tatum are pictured next to each other, most likely at a piano, facing the camera. Next to Pearl Bailey (to the left) is Eddie Jackson. To the right of Art Tatum is Eddie Jackson's wife, Vivian.|~|All information concerning the content and description of the image was provided by Walter Gordon.",127|~|YRLSC_gordonphotos_0127,"Pearl Bailey (1918-1990) was an American actress and singer.|~|Eddie Jackson was second tenor for The Charioteers, an African American gospel group.|~|Vivian Jackson was a model and actress.|~|Art tatum was an American jazz pianist.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p596,ark:/21198/zz002311rn,2,Completed,Work,,128,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p596%2F9q93x58j,African American newspaper editors $z California $z Los Angeles|~|African American journalists $z California $z Los Angeles|~|African American women political activists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bass, Charlotta A., $d 1880-1969|~|Goodrich, Jim, $d 1918-1988",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Charlotta Bass with two associates, Los Angeles, 1940s",,"L to R: unidentified man, Charlotta Bass, Jim Goodrich (?).|~|All information concerning the content and description of the image was provided by Walter Gordon.",128|~|YRLSC_gordonphotos_0128,"Jim (James Russell) Goodrich had a rich and varied journalism career. He obtained a journalism degree from the University of Illinois, and earned two masters degrees from UCLA: in journalism and political science. He was an urban affairs reporter for the Press-Telegram (in Long Beach), and an assistant director of information and reseatch for the Joint Center of Political Studies in Washington D.C.. He was with John son Publications for more than 10 years where he was, at various times, Hollywood editor and associate editor of Ebony magazine and West Coast Bureau chief for Jet magazine. He was the public relationist for Sammy Davis Jr. and, afterwards, as an editor at the Los Angeles Sentinel (1966-67).  He went on to teach at Harbor College, UCLA, and UC  Irvine, then became the director of the Mass Media Program at Central Washington University in Washington state.|~|Charlotta A. Bass was the editor of the California Eagle from 1912 to 1951. The newspaper, which began publishing in 1879, was one of the longest-running African American newspapers in the West. Bass was also a pioneering political activist and erstwhile political candidate.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,On back of photograph: Mrs. Bass and some of her later associates. They were not present as yet when I worked for her in 1920-21-22. WLG Jr. May 2004,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5bq,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0129.tif,129,,,,private,,African American women $z California $z Los Angeles|~|Pottery $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"James, Wilmer, $d 1917-1999",Lifestyle|~|Arts|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 4,"Unidentified African American woman at an art show with ceramic work by Wilmer James, Los Angeles, 1940s",,"This unidentified woman is standing in front of a pedestal with a ceramic statuette, and a table of ceramic objects by the African American potter Wilmer James ceramics. The sign on the table reads: Wilmer James Ceramics.|~|All information concerning the content and description of the image was provided by Walter Gordon.",129|~|YRLSC_gordonphotos_0129,"Wilmer James, one of California’s first African-American designers of commercial ceramics, learned the technique of producing crackle glazes while working for Barbara Willis in North Hollywood. She founded the Ceramics Workshop studio on Jefferson Boulevard (with Tony Hill) in 1944. After the importation of inexpensive European and Japanese ceramics ... rebounded in the late 1950s, many California ceramics manufacturers, including James, went out of business. She went on to become a printmaker, a commercial artist and a prominent arts educator.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5c7,ark:/21198/zz002311rn,2,Completed,Work,,130,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5c7%2F0w18r28j,African American businesspeople $z California $z Los Angeles|~|African American women journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Harris, Cassie, $d b. 1907 or 08|~|Creswell, Maudine Simmons, $d b. 1912 or 13|~|Crouch, Dottsie Bloodworth, $d 1921-1969|~|Key, Alyce, $d 1911-2010|~|Maddox, Sonny, $d d. 1984|~|Crouch, Stuff, $d 1900-1966",Entertainment|~|Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 5,"Crowd at the bar, Los Angeles, 1940s",,"Stuff Crouch is facing the camera on the far left, in the crowd near the bar with his wife, Dottsie, to the right, her face partially hidden. Alyce Key is at the bar, with blond hair. Maudine Simmons Creswell is just to the right of Key (white hat). Visible between and behind them is Sonny Maddox (eyes closed).|~|All information concerning the content and description of the image was provided by Walter Gordon.",130|~|YRLSC_gordonphotos_0130,"Thomas ""Sonny"" Maddox was a popular businessman who arrived in Los Angeles from Benton, Louisiana in the 1920s or 1930s. He found success with ventures such as the Flamingo Motel and a partnership in Woodlawn Cemetery. He was an avid fisherman, and known to be generous to those who were less fortunate. He died in 1984.|~|Julius Howard ""Stuff"" Crouch was a nightclub host in Los Angeles for many years, and friend of musicians such as Count Basie.|~|Alice (Alyce) Key was a Los Angeles dancer who later became a journalist, community activist, and political leader.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5dr,ark:/21198/zz002311rn,2,Completed,Work,,131,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5dr%2F4416033m,African American jazz musicians,still image,copyrighted,unknown,Black-and-white photographs,"Edison, Harry, $d 1915-1999",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Taylor, Sam, $d 1892-1976 ",,,,,,,Collection 1867 Box 1 Folder 5,"Harry ""Sweets"" Edison and an unidentified woman, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,131|~|YRLSC_gordonphotos_0131,"Cornet player Harry ""Sweets"" Edison was known best for accompanying vocalist Ethel Waters (not pictured).",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5f8,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0132.tif,132,,,,private,,African American baseball players $z California $z Los Angeles|~|African American police $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bradley, Tom, $d 1917-1998|~|Davis, Red, $d b. 14 or 15|~|Harris, Kenneth",Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Police officers (including Tom Bradley) from the Newton St. Police Station, Los Angeles",,"Members of the police baseball team, The Saints, posing for a team photo. In the back row, third from the left, is Tom Bradley. Back row, third from the right, is  Red Davis. In the front row, far left, is a man with the last name Green, who later became a judge. Second from the left is Kenneth (Kenny) Harris. The other men in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0132,"Red (Tom or Tommy) Davis was a well known police officer and athlete on the east side of Los Angeles. Davis was a champion baseball and basketball player at Jefferson, and also played in the Negro leagues during the Depression; later he was the police handball champion 12 times over.|~|Kenneth Harris was a well known police officer and athlete on the east side of Los Angeles. Harris and Red Davis attended Wadsworth Elementary school together, and remained friends; as adults they were partners on the police force for many years.|~|Thomas J. ""Tom"" Bradley was the 38th Mayor of Los Angeles, serving from 1973 to 1993. He has been the only African-American mayor of Los Angeles, and his 20 years in office mark the longest tenure by any mayor in the city's history.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"Inscription: ""To Mr. Gordon, Thanks For Everything, The Saints""",,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5gs,ark:/21198/zz002311rn,2,Completed,Work,,133,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5gs%2Fr534pt93,,still image,copyrighted,unknown,Black-and-white photographs,"Club Alabam (Los Angeles, Calif.)|~|Hefflin, Bill",Entertainment|~|Events|~|Lifestyle|~|Culture,Drag shows--California--Los Angeles|~|Nightclubs $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Woods, Clyde, $e photographer",,,,,,,Collection 1867 Box 1 Folder 5,"Drag contest hosted by Bill Hefflin at the Club Alabam, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Drag ball hosted by Bill Hefflin at the Club Alabam, most likely on Halloween. The winner is in a grey striped two-piece suit, near the center of the lineup.|~|The Club Alabam was located at 4015 S. Central Ave.",133|~|YRLSC_gordonphotos_0133,Bill Hefflin was a promoter who would throw dances and other social events.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.010371,-118.256883,,,,,,
