Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Format.dimensions,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL
Index of Medieval Medical Images,ark:/21198/zz000102cd,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f35v.tif,31,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Rosaceae|~|Scrophulariaceae|~|Flowers|~|Berries",still image,illuminated manuscripts,pd,,,,Canis caput. Erusci sive rubus.,"Two plants: top plant, ""canis caput"" (family Scrophulariaceae) probably Antirrhinum sp. (Common snapdragon) has three straignt radiating stems bearing apparently oposite ovate leaves and ending in spikes of bilabiate flowers. Bottom plant, ""erusci sive rubus"" (family Rosaceae) probably Rubus sp., perhaps R. idaeus (Red Raspberry) is a winding vine in a revers ""s"" shape bearing trifoliate compound leaves, panicles of raspberries and many spines.  (Cf. Corpus medicorum Latinorum, v. 4, p. 156-158.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Lxxxvi nomen herbe canis caput.|~|Rubricated text immediately following lower image (on fol. 36): Lxxxvii nomen herbe erusci sive rubus.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [35v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102cd
Index of Medieval Medical Images,ark:/21198/zz000102dx,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f36.tif,87,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Succulent plants|~|Plants, Medicinal|~|Compositae|~|Herbs",still image,illuminated manuscripts,pd,,,,Millefolium.,"One plant, bottom, ""millefolium"" (family Compositae, Anthemis Tribe) probably intended to represent Achillea millefolium, spp. (Common Yarrow, Millefoil) but resembling the succulent ""sempervivum"" instead:  a very thick stem extends up into a circular rosette of leaves portrayed as if seen from above. Extending from the circle are eleven flower buds with very short stems.  (Cf. Corpus medicorum Latinorum, v. 4, p. 159-160.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of image: lxxxviii nomen herbe millefolium. A Grecis dicitur aconyrofilon.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [36],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102dx
Index of Medieval Medical Images,ark:/21198/zz000102ff,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f36v.tif,109,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Rutaceae|~|Herbs|~|Flowers|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Ruta. Mentastrum.,"Two plants: top plant, ""ruta hortensis"" (family Rutaceae) probably Ruta graveolens (Common Rue, Herb-of-Grace) bears apparently opposite pinnate compound leaves on three radiating stems, each terminating in an umbel of round flower heads.  Bottom plant, ""mentastrum"" (family Lamiaceae, formerly Labiatae) probably Calamintha sp., perhaps C. sylvatica or C. nepeta, subsp. glandulosis, sp. (Calamint), stylized, bears ovate acuminate dark leaves in a basal cluster and along a central stem ending in an open funnelform flower.  (Cf. Corpus medicorum Latinorum, v. 4, p. 161-165.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Lxxxix nomen herbe ruta...prima cura eius ad sanguinem de naribus profluentem.|~|Rubricated text to the left of lower image: Lxxxx nomen herbe mentast[r]um...prima cura eius ad aurium dolorem.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [36v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102ff
Index of Medieval Medical Images,ark:/21198/zz000102gz,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f37.tif,49,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Herbs|~|Caprifoliaceae|~|Flowers|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Ebulum. Pulegium.,"Two plants: top plant, ""ebulum"" (family Caprifoliaceae) probably Sambucus ebulus, (Dwarf Ebulus, Danewort, Wallwort) bears large pinnate leaves on a vertical stem terminating in an umbel-like cluster of fruit at the top of the stem.  Bottom plant, ""pulegium"" (family Lamiaceae, formerly Labiatae) probably Mentha pulegium (Brotherwort, Pennyroyal) has six elongated elliptical leaves sticking straight out from a single vertical stem and three spikes of flowers at the end of the stem.  (Cf. Corpus medicorum Latinorum, v. 4, p. 166-170.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Lxxxxi nomen herbe ebulum.|~|Rubricated caption surrounding lower image: nomen herbe pulegium.|~|Rubricated text immediately following lower image (on fol. 37v): Lxxxxii nomen herbe pulegium.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [37],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102gz
Index of Medieval Medical Images,ark:/21198/zz000102hg,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f38.tif,90,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Umbelliferae|~|Flowers|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Nepita. Peucedanum.,"Two plants: top plant, ""nepita"" (family Lamiaceae, formerly Labiatae) Nepeta sp. (Catmint) bears near-triangular ovate leaves on three straight radiating stems terminating in dark flowers or leaf clusters.  Bottom plant, ""peucedanum"" (family Umbelliferae) possibly Peucedanum officinalis, above a spindle-like root thick with root hairs, many recumbent branches bear finely divided leave.  (Cf. Corpus medicorum Latinorum, v. 4, p. 171-172.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately below upper image: Lxxxxiii nomen herbe nepita. A grecis dicitur Calamices. Prima cura eius ad febres ...|~|Rubricated text immediately below lower image: Lxxxxiiii nomen herbe peucedanum. A grecis dicitur peucedanum...prima cura eius ad fugandos serpentes.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [38],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102hg
Index of Medieval Medical Images,ark:/21198/zz000102j0,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f38v.tif,53,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Boraginaceae|~|Herbs",still image,illuminated manuscripts,pd,,,,Enula campana. Cinoglossa vel lingua canis.,"Two plants: top plant, ""enula campana"" (family Compositae) probably Inula helenium (Elecampane) bears scimitar-like long, apparently opposite leaves at a uniform distance from each other along two straight radiating stems. Bottom plant, ""cinoglossa vel lingua canis"" (family Boraginaceae) probably Cynoglossum officinale (Dog's Tongue, Hound's Tongue) a fan-shaped bundle of large elliptical tapering leaves bunched closely together.  (Cf. Corpus medicorum Latinorum, v. 4, p. 173-176.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Lxxxxv nomen herbe Enula campana...prima cura eius ad dolorem velifice.|~|Rubricated text to the left of lower image: Lxxxxvi nomen herbe cinoglosa id est lingua canis...prima cura eius ad morsus serpentis ...",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [38v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102j0
Index of Medieval Medical Images,ark:/21198/zz000102kh,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f39.tif,112,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Araliaceae|~|Herbs|~|Climbing Plants|~|Saxifragaceae",still image,illuminated manuscripts,pd,,,,Saxifragia vel petrasindubi. Edera nigra.,"Two plants: top plant, ""saxifragia vel petrasindubi"" (family Saxifragaceae) probably Saxifraga sp. (Saxifrage, Rockfoil) bears smallapparently opposite small oblong leaves along seven  straight stems ending in cluster of six to seven flowers of buds.  Bottom plant, ""edera nigra"" (family Araliaceae) probably a vegetative vining form of Hedera helix, perhaps H. colchica (Ivy) is a curved vine bearing alternate leaves with threee pointed lobes, and many internodal adventitious roots. (Cf. Corpus medicorum Latinorum, v. 4, p. 177-179.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately following upper image: Lxxxxvii nomen herbe saxifragia vel petrasindubi...una est cura eius ad calculos expellendos.|~|Rubricated text immediately following lower image (on fol. 39v): Lxxxxviii nomen herbe edera nigra. A grecis dicitur Sissonmelle...prima cura est ad caulculos expellendos.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [39],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102kh
Index of Medieval Medical Images,ark:/21198/zz000102m1,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f39v.tif,116,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Herbs|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Serpillum.,"One plant, bottom center, ""serpillum"" (family Lamiaceae, formerly Labiatae) probably Thymus sp., perhaps T. vulgaris or T. serpyllum (Thyme) with five straight radiating stems bearing with small opposite oval leaves.  (Cf. Corpus medicorum Latinorum, v. 4, p. 180-181.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of image: Lxxxxviiii nomen herbe serpillum. A grecis dicitur serpillon...prima cura eius ad capitis dolorem.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [39v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102m1
Index of Medieval Medical Images,ark:/21198/zz000102nj,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f3v.tif,68,,,,,,,,"Books|~|Dioscorides Pedanius, of Anazarbos.|~|Physicians|~|Philosophers|~|Hippocrates|~|Placitus, Sextus, Papyriensis|~|Debates and debating|~|Authorial portraits - Italy - Lombardy - 1400",still image,illuminated manuscripts,pd,,,,"Hippocrates (?) Plato (?) and Dioscorides (?) dispute, sitting on a single wide chair.","Three magisterial figures, all seated holding books, two on outside face center, central figure [Plato, i.e., Sextus Placitus?] faces forward, gestures to r. with r. hand, 1st figure [Hippocrates?] gestures with r. hand, 3rd figure [Dioscorides?]  with l. hand; 1st figure in purple hood, green robe, white lining, red sleeves, 2nd figure in red and white hat, green shirt and sleeves, purple robe, yellow lining, 3rd figure in red and white hat, purple shirt, red robe, white lining.  Adjacent text: prefatory material to this traditional collection of pharmacoepias.","Lombardy, ca. 1400.|~|Rubricated text on reverse of folio: In hoc volumine continentur tres libri medicine scilicet ypocratis platonis et diascorides.  Text continues, not rubricated: Id est ypocratis platonis aprehensis ...|~|Text immediately below image: Omnia tempus habent cum tempore cuncta trahuntur.  Qui nescit tempus discat habere rotam.  New paragraph: Oportet sic nosce omnia pondera medicinalia nam dragma est pondus unus denarii argenti et scrupula tua ...",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [3v],"Siraisi, N.G. Medieval and early Renaissance medicine, p. 51, Figure 8.",image 90 x 145 mm.,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102nj
Index of Medieval Medical Images,ark:/21198/zz000102p2,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f40.tif,16,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Herbs|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Assinthium. Salvia.,"Two plants: top plant, ""assinthium"" (family Compositae, Anthemis Tribe) probably Artemisia absinthium (Absinthe), has thin spreading branches bearing finely divided leaves off a central stem terminating in a umbel of rounded buds.  Bottom plant, ""salvia"" (family Lamiaceae, formerly Labiatae) probably Salvia officinalis (Commom Sage, Garden Sage) a vertical stem bearing branches of dark ovate acuminate leaves terminatng in a spike of small flowers.  (Cf. Corpus medicorum Latinorum, v. 4, p. 182-184.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: C nomen herbe assinthium.|~|Rubricated text to the right of lower image: Ci nomen herbe salvia...prima cura eius ad pruriginem veretur.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [40],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102p2
Index of Medieval Medical Images,ark:/21198/zz000102qk,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f40v.tif,39,,,,,,,,"Portulacaceae|~|Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Umbelliferae",still image,illuminated manuscripts,pd,,,,Coriandum. Portulaca.,"Two plants: top plant, ""coriandrum"" (family Umbelliferae) probably Coriandrum sativum (Coriander) bears randomly formed compound leaves with trifoliate dentate leaflets on a single vertical stem.  Bottom plant, ""portulaca"" (family Portulacaceae) probably Portulaca oleracea (Purslane, Pusley) has eight radiating red recumbent branches bearing oval to obovate green leaves, in a picture of the plant as if seen from above.  (Cf. Corpus medicorum Latinorum, v. 4, p. 185-187.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately following upper image: Cii nomen herbe coriandrum.|~|Rubricated text to the left of lower image: Ciii nomen herbe portulaca. A grecis dicitur Capara.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [40v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102qk
Index of Medieval Medical Images,ark:/21198/zz000102r3,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f41.tif,37,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Umbelliferae|~|Cruciferae",still image,illuminated manuscripts,pd,,,,Cerefolium. Sisimbrium.,"Two plants: top plant, ""cerefolium"" (family Umbelliferae) probably Anthriscus cerefolium (Chervil) bears pinnate leaves with three-lobed dentate leaflets on a single erect stem.  Bottom plant, ""sisimbrium"" (family Cruciferae) possibly Susymbrium, perhaps S. officinale (Bank Cress, Hedge Mustard) bears apparently opposite ovate leaves on a single vertical stem. (Cf. Corpus medicorum Latinorum, v. 4, p. 188-189.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately following upper image: Ciiii nomen herbe cerefolium. Prima cura eius ad stomachi dolorem.|~|Rubricated text to the right of lower image: Cv nomen herbe sisimbrium. Prima cura eius ad stomaci dolorem et stranguriam.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [41],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102r3
Index of Medieval Medical Images,ark:/21198/zz000102sm,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f41v.tif,91,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Liliaceae|~|Plants, Medicinal|~|Umbelliferae|~|Bulbs (Botany)|~|Flowers",still image,illuminated manuscripts,pd,,,,Olixatrum. Lilium album.,"Two plants: top plant, ""olixatrum"" (family Umbelliferae) probably Smyrnium olusatrum (Alexanders, Horse Parsley) opposite bipinnate compound leaves borne on a single vertical stem ending in an umbel of rounded flower buds.   Bottom plant, ""lilium album"" (family Liliaceae) probably Lilium candidum (Madonna Lily) bears thin, long subulate leaves on a single erect stem that branches into five, each terminatng in a funnelform white lily flower or a bud.  A tuft of larger basal leaves appear at the base, just above the white onion-like bulb appears like an onion; at the top of each stem is a flower, three fully open, two are just buds.  (Cf. Corpus medicorum Latinorum, v. 4, p. 190-191.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Cvi nomen herbe olixatrum. A grecis dicitur Smirnon...prima cura eius ad ictum serpentis.|~|Rubricated text to the left of lower image: Cvii nomen herbe lilium album. A grecis dicitur Corimon...prima cura eius ad ictum serpentis.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [41v],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102sm
Index of Medieval Medical Images,ark:/21198/zz000102t4,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f42.tif,130,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Euphorbiaceae|~|Flowers",still image,illuminated manuscripts,pd,,,,Titimallium gallastices. Cardus silvaticus.,"Two plants: top plant, ""titimallium gallastices"" (family Euphorbiaceae) probably Euphorbia esula (Common Milkwort, Leafy Spurge, Wolf's Milk) bears umbel-like flower-clusters subtended by rings of bracts on six long slender radiating peduncles above a small spindle-like root. No leaves or branches visible.  Bottom plant ""cardus silvaticus"" (family Compositae, Carduus Tribe) probably Cynara cardunculus (Cardoon) has large triangular deeply parted leaves, and four small, similarly structured bracts subtending a rounded thistle head.  (Cf. Corpus medicorum Latinorum, v. 4, p. 192-195.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately below upper image: Cviii nomen herbe titimallium Gallastices.|~|Rubricated caption surrounding lower image: nomen herbe cardus salvaticus.|~|Rubricated text immediately following lower image (on fol. 42v): Cix nomen herbe Cardus salvaticus...prima cura eius ad infirmitatem stomachi.",Italy-Lombardy,,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [42],"Apuleius, Barbarus. Herbarium.",,1400,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102t4
