Item ARK,Parent ARK,Parent ARK,Object Type,Title,STAGE URL,Thumbnail,File Name,AltTitle.other,Item Sequence,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,viewingHint,IIIF Manifest URL
ark:/21198/z1rn51xp,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1rn51xp,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7zd6,0072sr00010_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00010|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn51xp/manifest
ark:/21198/z1mw4988,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1mw4988,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz55bd,0072sr00011_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00011|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mw4988/manifest
ark:/21198/z1h727xq,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1h727xq,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3nsx,0072sr00012_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00012|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h727xq/manifest
ark:/21198/z1cg1h89,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Bridal studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1cg1h89,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2dpn,0072sr00013_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00013|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg1h89/manifest
ark:/21198/z17q0rmg,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z17q0rmg,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9mnp,0072sr00014_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00014|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q0rmg/manifest
ark:/21198/z13z00t7,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z13z00t7,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz8444,0072sr00015_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00015|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13z00t7/manifest
ark:/21198/z1059827,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1059827,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6mrw,0072sr00016_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00016|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|military|~|army|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1059827/manifest
ark:/21198/z1vd8rj3,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1vd8rj3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v142xf,0072sr00017_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00017|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd8rj3/manifest
ark:/21198/z1qn80x3,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1qn80x3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2khv,0072sr00018_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00018|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|military|~|army|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn80x3/manifest
ark:/21198/z1m05zj4,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1m05zj4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b0130m,0072sr00019_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.4 cm x 9.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00019|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m05zj4/manifest
ark:/21198/z1g756wp,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Bridal studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1g756wp,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9knz,0072sr00020_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.4 cm x 9.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00020|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|family ties|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g756wp/manifest
ark:/21198/z1bg4g6t,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1bg4g6t,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t171th,0072sr00021_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.4 cm x 9.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00021|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg4g6t/manifest
ark:/21198/z16q3qcr,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z16q3qcr,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5j84,0072sr00022_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,15 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00022|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q3qcr/manifest
ark:/21198/z12z2zmk,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z12z2zmk,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19041w8,0072sr00023_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00023|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|pet|~|animals|~|boyhood|~|self-presentation,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z2zmk/manifest
ark:/21198/z1z62g40,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z62g40,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k17xf,0072sr00024_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.8 cm x 14.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00024|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|photomontage,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62g40/manifest
ark:/21198/z1tf1qg5,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1tf1qg5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s200n7,0072sr00025_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00025|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|military|~|army|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf1qg5/manifest
ark:/21198/z1pr9p28,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1pr9p28,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh8h4r,0072sr00026_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00026|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pr9p28/manifest
ark:/21198/z1k08xf6,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1k08xf6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18070sb,0072sr00027_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00027|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k08xf6/manifest
ark:/21198/z1f785qv,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1f785qv,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k46s2,0072sr00028_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,15 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00028|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f785qv/manifest
ark:/21198/z19g7dzp,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19g7dzp,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22zg1,0072sr00029_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00029|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|childhood|~|girlhood|~|self-presentation,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7dzp/manifest
ark:/21198/z15q6p5g,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a couple,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z15q6p5g,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1g38,0072sr00030_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00030|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|couple|~|family ties|~|gender norms,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q6p5g/manifest
ark:/21198/z11z5xg6,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z11z5xg6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738p29,0072sr00031_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00031|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z5xg6/manifest
ark:/21198/z1x65f2h,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1x65f2h,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7dtt,0072sr00032_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00032|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x65f2h/manifest
ark:/21198/z1sj3cqn,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a couple,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1sj3cqn,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25xbn,0072sr00033_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00033|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,marriage|~|gender norms|~|couple|~|married couple|~|posing|~|husband|~|wife,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sj3cqn/manifest
ark:/21198/z1ns2n3p,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a couple,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1ns2n3p,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4dzg,0072sr00034_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00034|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,marriage|~|gender norms|~|couple|~|married couple|~|posing|~|husband|~|wife,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns2n3p/manifest
ark:/21198/z1j11wc8,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1j11wc8,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641mwm,0072sr00035_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00035|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|photomontage|~|babyhood|~|motherhood|~|womanhood,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j11wc8/manifest
ark:/21198/z1d814jk,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait of a bride and a groom,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1d814jk,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0cm3,0072sr00036_DC01-M.tif,,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00036|~|Collection 0072sr|~|Box 57,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt)|~|Egypt,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d814jk/manifest
