Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLongitude,Coverage.spatialLatitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmf4j,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmf4j_2416696_master.tif,113,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_112,Page 100,Four photographs of Guy West and other River Station customers.,"[captions]Guy West and his dog, taken at Naud Junction, about 1895.Pet deer in the soldiers' camp at Exposition Park during the world war, 1917.Crowd at River station Oct. 14, 1898 when the seventh Regiment was returning to Los Angeles. Miles T. Bowler, S.P.Special Officer, is left hand man on top of the coach.Crowds at River Station peering through the screens of palm leaves at soldiers eating.",,,,,,,,,
"West (H. H.), Collection Number 2010",ark:/21198/zz002kmdsw,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmdsw_2416702_master.tif,114,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_113-114,Page 101a,"[newspaper clipping]Edison Co. Chief Surgeon Passes[captions]Some photographs taken at the County Hospital, Los Angeles, California, when Bim Smith was an interne. Probably about 1899/90A group of nurses on the lawn Identies [identities] unknown.One of the orderlies; an Englishman.The orderlie is showing how one of the nurses acted one night when he asked her to help him carry out a corpse of a patient who had just died.Dr. Stinchfield. Dec is now the head of the Edison Company's Medical Department. 1936[handwritten]Doc now Chief Surgeon [?]|~|Newspaper clipping of Edison Co. Chief Surgeon's death. Four photographs of various residents like nurses, Englishmen, and worker at hospital.",,,,,,,,,,
"West (H. H.), Collection Number 2011",ark:/21198/z1m921s2,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmdsw_2416699_master.tif,115,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_113-114,Page 101b,"[newspaper clipping]Edison Co. Chief Surgeon Passes[captions]Some photographs taken at the County Hospital, Los Angeles, California, when Bim Smith was an interne. Probably about 1899/90A group of nurses on the lawn Identies [identities] unknown.One of the orderlies; an Englishman.The orderlie is showing how one of the nurses acted one night when he asked her to help him carry out a corpse of a patient who had just died.Dr. Stinchfield. Dec is now the head of the Edison Company's Medical Department. 1936[handwritten]Doc now Chief Surgeon [?]|~|Newspaper clipping of Edison Co. Chief Surgeon's death. Four photographs of various residents like nurses, Englishmen, and worker at hospital.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmfvd,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfvd_2416705_master.tif,116,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_115,Page 102,Four photographs of doctors and patient with tattoos.|~|[captions]Doc. Stinchfield.Doc. Stinchfield and the orderly [orderly]An unknown patient who was tattooed [tattooed],,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmdzg,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmdzg_2416708_master.tif,117,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_116,Page 103,"[captions]County Hospital picturesw,A patient being treated for severe burns.Bim and I went down to the ""Pest House"" and took a picture of the only leper patient in the County. Bim stuck a needle into his fingers and hand, but the patient had no feeling.|~|Three photographs of burn patient and other leper patients,",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmfpt,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfpt_2416711_master.tif,118,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_117,Page 104,"[captions]A Chinaman with syphilis.A corpse in the morgue. The man had died of aneurism - a distended blood vessel. Kit Carson, the noted Scout died of an aneurism of the threat. This will give an idea of how it worked. In Carson's case the blood vessel broke into the throat.|~|Three photographs of man with syphilis and a corpse at the morgue of aneurism patient.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmf94,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmf94_2416714_master.tif,119,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_118,Page 105,Three photographs of emaciated man and his doctor.|~|[captions]County Hospital pictures.Dr. Bim Smith with a consumptive ChinamanYou could count all the bones in his torso.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmfh7,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfh7_2416717_master.tif,120,,,,,,,,,,,,,,,,,uclalsc_98_b123_119,Page 106,blank page,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmfgq,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmfgq_2416720_master.tif,121,private,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_120,Page 107,"[captions]In 1899 I went to Monterey and joined Nella West and Mertie Whitaker who were up there on a vacation. We got a hose and two seated buggy and went around the 17 mile drive. Left hand picture shows our rig at the light house, with Mertie and Nell in the back seat. Right hand picture whos a view of the ocean from the drive.Another view of the drive which goes through the pines.The old wooden hotel at Del Monte in 1899.|~|Four photographs of different shots of a hotel at Del Monte.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmdtd,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmdtd_2416723_master.tif,122,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_121,Page 108,"[captions]On the 17 mile drive; the old Monterey cypress along the beach.Two views of the old Monterey Custom House, taken 1899|~|Three photographs of Monterey Custom House.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmfn9,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfn9_2416726_master.tif,123,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_122,Page 109,[captions]Two old pictures of Bidwell picnics in Shasta County - Burney Falls! Hattie and Della Teel probably in these pictures. About 1900|~|Two photographs of picnics in Shasta County.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmfbn,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfbn_2416729_master.tif,124,,,,,,,,,,,,,,,,,uclalsc_98_b123_123,Page 110,blank page,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmftw,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmftw_2416732_master.tif,125,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_124,Page 111,"Three photographs of a photograph sent to West in Mexico, a cabin, and a girl paddling in lake.|~|[captions]A picture sent me by Dr. Bim Smith of Hermosillo, Mexico. It is dated February 13, 1910.A.B.Scmitz' cabin at Arrowhead, Aug. 1923A girl paddling around in a little boat named ""Minneteehee."" Arrowhead lake August 1923.[handwritten]?] bull fighters in ""Playa de [?]"" Hermosillo, Mexico 2 - 13 - 10",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmf52,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmf52_2416735_master.tif,126,,,,,,,,,,,,,,,,,uclalsc_98_b123_125,Page 112,blank page,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmdxz,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmdxz_2416738_master.tif,127,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_126,Page 113,"[captions]A photo of Glen Velzy taken at Bagley's cabin in the Malibu mountains back of Russell's Ranch, about 1913|~|One photograph of Glen Velzy.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmdwf,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmdwf_2416741_master.tif,128,,,,,,,,,,,,,,,,,uclalsc_98_b123_127,Page 114,Blank page,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmf0g,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmf0g_2416744_master.tif,129,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_128,Page 115,"[captions]Silver Lake picturesRush creek falls above Silver Lake, before the power house was erected.In 1914 Al Scmitz and myself took our families to Silver Lake, and we fished in the pool at the foot of the falls. This picture shows the run off from the pool.|~|Two photographs of Rush creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmg20,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmg20_2416747_master.tif,130,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_129,Page 116,"Four photographs of fishing, and camp at Silver Lake.|~|[captions]SilverlakeFishing in the pool at the foot of the falls. L to R: Mrs H.H. West, Mrs A.B. Schmitz, Al Schmitz, Elizabeth and Frances West, Irene and Chester Schmitz.Another photo of the pool. The power house sure raised cain with this water.Our camp at Silver Lake. A.B. Schmitz in the center. 1914Gem Lake, above the falls in 1914. Al Schmitz can be seen at foot of the rapids, standing in the trail. It snowed on us while hiking up on this trip.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmf2h,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmf2h_2416750_master.tif,131,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_130,Page 117,"[captions]Making silo at Roberts, at foot of Sherwin grade, 1914Miss Roberts and the Buick at Roberts in Round Valley 1914. She was talking to us about coming to Los Angeles to go to school, and that fall came down to our house, but as we had no spare room, we helped her to find a good place.Roberts, Round Valley, in 1914. My Buick at left, A.B. Schmitz's Moon on right.June 1, 1918, I took Charles Stavnow, A.B. Schmitz and Elmer Cole in my Cadillac for a fishing trip to Long Valley. L to R: A.B. Schmitz, Elmer Cole, Chas. Stavnow.|~|Four photographs of various people in front of car.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmfwx,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfwx_2416753_master.tif,132,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_131,Page 118,"[captions]Somewhere on the road to Long Valley June 1, 1918. L to R: A.B. Schmitz, Chas. Stavnow, Elmer Cole.We camped where the road over Sherwin Hill came down to Rock Creek, just across the bridge.We camped at Hilton Creek. Snow all around. Charles Stavnow and two nice trout he got from Convict Creek, down on the meadow. A.B. Schmitz looking on.Tom's Place on Rock creek. Hebard West and Will Shaw by the old Chandler. This was taken when we went to Twin Lakes.|~|Four photographs of car and camp at Milton Creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmf31,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmf31_2416756_master.tif,133,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_132,Page 119,"[captions]In 1920 A.B. Schmitz and myself went in Harry Schmitz's new Buick to Silver Lake, Touloume Meadows and Yosemite.The waterfall beside the road, on the Tioga grade. A.B. Schmitz in the picture.It begand [began] to rain when driving into Yosemite, and having no chains, Harry conclude to stop and camp at forst place, and drive down into the...|~|Two photographs of campsite and waterfall beside road.",,,,,,,,,,
"West (H. H.), Collection Number 2012",ark:/21198/zz002kmfqb,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfqb_2416762_master.tif,134,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_133-134,Page 120a,"Newspaper clipping of obituary and three photographs of campers and their cars.|~|[newspaper clipping]Obituary Jesse F. Brown[captions]Our camp in Yosemite. L to R Harry Schmitz, A.B. Schmitz.Jess Brown, Jim Guercio, Wilf Cline, Jr and myself went up into San Francisquito canyon for quail in 1912. Left photo shoan Brown; right shows Brown and Guercio. Guercio is now dead, 1936",,,,,,,,,,
"West (H. H.), Collection Number 2013",ark:/21198/z1gj1953,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmfqb_2416759_master.tif,135,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_133-134,Page 120b,"Newspaper clipping of obituary and three photographs of campers and their cars.|~|[newspaper clipping]Obituary Jesse F. Brown[captions]Our camp in Yosemite. L to R Harry Schmitz, A.B. Schmitz.Jess Brown, Jim Guercio, Wilf Cline, Jr and myself went up into San Francisquito canyon for quail in 1912. Left photo shoan Brown; right shows Brown and Guercio. Guercio is now dead, 1936",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmf73,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmf73_2416773_master.tif,136,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b1223_135,Page 121,"Four photographs of Little Lake, California in September 1913.|~|[captions]Little Lake, California, as it looked in September 1913, when Dave F. Smith with his EMF and H.H. West with his Buick stopped there about 4 p...The following year we went back to the Silver Lake country on a vacation...",,,,,,,,,,
