Item ARK,Parent ARK,Object Type,Title,File Name,Item Sequence,AltTitle.other,AltTitle.translated,collection.physical,Description.note,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,Subject,Subject,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
ark:/21198/z1jh5kcw,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Պահպանել հակահրդեհային կանոնները,Masters/othermasters/DEParmenianposters/images/soviet_00248_b_p_arm_302.tif,,,Observe fire safety regulations,,,,,1964,,,Fire avoidance rule. Հրդեհից խուսափելու կանոների պահպանումը,34 x 23.5 cm. (13.4 x 9.2 in.),1 poster,,posters,arm|~|rus,,"Aut. and ed. Khachaturov, J. M.|~|Art. Tiraturyan Mkrtich Tatevosi|~|Fire Department Ministry of Public Order Protection of Armenian SSR|~|Հեղ. և խմբ. Խաչատուրով, Յա. Մ.|~|Նկ. Տիրատուրյան, Մկրտիչ Թադևոսի|~|ՀՍՍՌ ՀԿՊՄ հրշեջ պահպանության վարչություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5kcw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jh5kcw/manifest
ark:/21198/z1dv3j3b,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Պահպանել հակահրդեհային կանոնները,Masters/othermasters/DEParmenianposters/images/soviet_00249_a_p_arm_304.tif,,,Observe fire safety regulations,,,,,1964,,,"Inappropriate and careless use of electrical wires, gasoline, and cigarettes can lead to a fire. Էլեկտրականության, վառելիքի անուշադիր եւ սխալ օգտագործումը հանգեցնում է հրդեհի",34 x 23.5 cm. (13.4 x 9.2 in.),1 poster,,posters,arm|~|rus,,"Aut. and ed. Khachaturov, J. M.|~|Art. Tiraturyan Mkrtich Tatevosi|~|Fire Department Ministry of Public Order Protection of Armenian SSR|~|Հեղ. և խմբ. Խաչատուրով, Յա. Մ.|~|Նկ. Տիրատուրյան, Մկրտիչ Թադևոսի|~|ՀՍՍՌ ՀԿՊՄ հրշեջ պահպանության վարչություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3j3b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3j3b/manifest
ark:/21198/z1932scx,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Պահպանել հակահրդեհային կանոնները,Masters/othermasters/DEParmenianposters/images/soviet_00249_b_p_arm_304.tif,,,Observe fire safety regulations,,,,,1964,,,"Inappropriate and careless use of electrical wires, gasoline and cigarettes can lead to a fire. Էլեկտրականության, վառելիքի անուշադիր եւ սխալ օգտագործումը հանգեցնում է հրդեհի",34 x 23.5 cm. (13.4 x 9.2 in.),1 poster,,posters,arm|~|rus,,"Aut. and ed. Khachaturov, J. M.|~|Art. Tiraturyan Mkrtich Tatevosi|~|Fire Department Ministry of Public Order Protection of Armenian SSR|~|Հեղ. և խմբ. Խաչատուրով, Յա. Մ.|~|Նկ. Տիրատուրյան, Մկրտիչ Թադևոսի|~|ՀՍՍՌ ՀԿՊՄ հրշեջ պահպանության վարչություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932scx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1932scx/manifest
ark:/21198/z15b21p1,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Պահպանել հակահրդեհային կանոնները,Masters/othermasters/DEParmenianposters/images/soviet_00250_a_p_arm_303.tif,,,Observe fire safety regulations,,,,,1964,,,"Inappropriate and careless use of electrical wires and household appliances can lead to a fire. Էլեկտրականության, վառելիքի անուշադիր և սխալ օգտագործումը հանգեցնում է հրդեհի",33 x 24 cm. (13 x 9.4 in.),1 poster,,posters,arm|~|rus,,"Aut. and ed. Khachaturov, J. M.|~|Art. Tiraturyan Mkrtich Tatevosi|~|Fire Department Ministry of Public Order Protection of Armenian SSR|~|Հեղ. և խմբ. Խաչատուրով, Յա. Մ.|~|Նկ. Տիրատուրյան, Մկրտիչ Թադևոսի|~|ՀՍՍՌ ՀԿՊՄ հրշեջ պահպանության վարչություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b21p1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b21p1/manifest
ark:/21198/z11k191m,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Պահպանել հակահրդեհային կանոնները,Masters/othermasters/DEParmenianposters/images/soviet_00250_b_p_arm_303.tif,,,Observe fire safety regulations,,,,,1964,,,"Inappropriate and careless use of electrical wires and household appliances can lead to a fire. Էլեկտրականության, վառելիքի անուշադիր և սխալ օգտագործումը հանգեցնում է հրդեհի",33 x 24 cm. (13 x 9.4 in.),1 poster,,posters,arm|~|rus,,"Aut. and ed. Khachaturov, J. M.|~|Art. Tiraturyan Mkrtich Tatevosi|~|Fire Department Ministry of Public Order Protection of Armenian SSR|~|Հեղ. և խմբ. Խաչատուրով, Յա. Մ.|~|Նկ. Տիրատուրյան, Մկրտիչ Թադևոսի|~|ՀՍՍՌ ՀԿՊՄ հրշեջ պահպանության վարչություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k191m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k191m/manifest
ark:/21198/z1wt0sg1,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Աշխատավորության հանգստի կազմակերպումը գյուղական ակումբում,Masters/othermasters/DEParmenianposters/images/soviet_00252_p_arm_488.tif,,,The organization of rural recreation clubs for the edification of the working class,,,,,,,,Workers are resting and engaging in various cultural activities in rural clubs. Բանվորները հանգստանում են գյուղական ակումբի տարբեր խմբակներում,69 x 52 cm. (27.2 x 20.5 in.),1 poster,,posters,arm,,Armenian SSR Council of Ministers under the cultural - educational institutions Affairs Committee|~|Հայկական ՍՍՌ մինիստրների սովետին կից կուլտուր _ լուսավորական հիմնարկների գործերի կոմիտե,,,Երևան,Հայպետհրատ (Haypethrat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Recreation|~|Clubs,Labor|~|Աշխատանք,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0sg1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt0sg1/manifest
ark:/21198/z1s201qj,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Սխալ վազանցումը տանում է վթարի,Masters/othermasters/DEParmenianposters/images/soviet_00253_p_arm_342.tif,,,Improper road overtaking leads to a crash,,,,,,,,Trucks overtaking each other end up crashing. Բեռնատար մեքենաները գերազանցելով արագությունը առաջ են անցնում  առաջացնելով վթար,68.5 x 50 cm. (26.9 x 19.6 in.),1 poster,,posters,arm,,The Technical Security Committee of The Ministry of Transport Arm. SSR|~|ՀՍՍՀ Ավտոտրանսպորտի մինիստրության տեխնիկական անվտանգության կոմիտե,,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Traffic safety|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s201qj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s201qj/manifest
ark:/21198/z1n898zt,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Սովետական Հայաստանը 9-րդ հնգամյակում,Masters/othermasters/DEParmenianposters/images/soviet_00255_p_arm_126.tif,,,Soviet Armenia in the 9th Five-Year Plan,,,,,,,,Accelerate the pace of scientific and technological progress. Արագացնել գիտատեխնիկական առաջադիմության տեմպերը,62 x 48 cm. (24.4 x 18.9 in.),1 poster,,posters,arm,,"Sinanyan, H.E.|~|Design. V. Hovhannisyan, S. Gevorgyan, H. Iskandaryan|~| Haykakan SSH ""Gitelikʻ"" Ěnkerutʻyun |~|Կազմ.  Հ. Ե. Սինանյան|~|Գեղ.  ձևավ. Վ. Հովհաննիսյան, Ս. Գևորգյան, Հ. Իսկանդարյան|~|Հայկական ՍՍՀ ""Գիտելիք"" Ընկերություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Armenia (Republic)|~|Economic policy,Government and Society|~|Կառավարություն եւ Հասարակություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n898zt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n898zt/manifest
ark:/21198/z1hm77nt,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Էլեկտրաէներգիա տոկոսներով,Masters/othermasters/DEParmenianposters/images/soviet_00256_p_arm_127.tif,,,Electric power by percentage,,,,,,,,"The construction of power stations, hydropower stations, and nuclear power plants in Soviet Armenia. Սովետական Հայաստանում էլեկտրակայանների, հիդրոէլեկտրակայանների և ատոմակայանի կառուցումը",62 x 48 cm. (24.4 x 18.9 in.),1 poster,,posters,arm,,"Sinanyan, H.E.|~|Design. V. Hovhannisyan, S. Gevorgyan, H. Iskandaryan|~| Haykakan SSH ""Gitelikʻ"" Ěnkerutʻyun |~|Կազմ.  Հ. Ե. Սինանյան|~|Գեղ.  ձևավ. Վ. Հովհաննիսյան, Ս. Գևորգյան, Հ. Իսկանդարյան|~|Հայկական ՍՍՀ ""Գիտելիք"" Ընկերություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Public works|~|Armenia (Republic),"Environment, Science, and Technology|~|Բնապահպանություն, Գիտություն եւ Տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm77nt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm77nt/manifest
ark:/21198/z1cv6gx3,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Մեքենաշինության արտադրանք տոկոսներով,Masters/othermasters/DEParmenianposters/images/soviet_00257_p_arm_128.tif,,,The products of mechanical engineering by percentage,,,,,,,,The progress of mechanical engineering products in Soviet Armenia. Մեքենաշինական արտադրանքի զարգացումը Խորհրդային Հայաստանում,62 x 48 cm. (24.4 x 18.9 in.),1 poster,,posters,arm,,"Sinanyan, H.E.|~|Design. V. Hovhannisyan, S. Gevorgyan, H. Iskandaryan|~| Haykakan SSH ""Gitelikʻ"" Ěnkerutʻyun |~|Կազմ.  Հ. Ե. Սինանյան|~|Գեղ.  ձևավ. Վ. Հովհաննիսյան, Ս. Գևորգյան, Հ. Իսկանդարյան|~|Հայկական ՍՍՀ ""Գիտելիք"" Ընկերություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Mechanical engineering|~|Armenia (Republic),"Environment, Science, and Technology|~|Բնապահպանություն, Գիտություն եւ Տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6gx3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv6gx3/manifest
ark:/21198/z1835r7j,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Ավտոմատացման սարքեր տոկոսներով,Masters/othermasters/DEParmenianposters/images/soviet_00258_p_arm_129.tif,,,Automation devices by percentage,,,,,,,,The XXVth Congress of the Communist Party of Armenia commissions for the broad utilization of automation in management of production processes in industry. ՀԿԿ XXV համագումարը խնդիր է դնում արդյունաբերության մեջ. Ավտոմատացման սարքերը  և  լայնորեն կիրառումը արտադրության կառավարման մեջ,62 x 48 cm. (24.4 x 18.9 in.),1 poster,,posters,arm,,"Sinanyan, H.E.|~|Design. V. Hovhannisyan, S. Gevorgyan, H. Iskandaryan|~| Haykakan SSH ""Gitelikʻ"" Ěnkerutʻyun |~|Կազմ.  Հ. Ե. Սինանյան|~|Գեղ.  ձևավ. Վ. Հովհաննիսյան, Ս. Գևորգյան, Հ. Իսկանդարյան|~|Հայկական ՍՍՀ ""Գիտելիք"" Ընկերություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Automation|~|Armenia (Republic),"Environment, Science, and Technology|~|Բնապահպանություն, Գիտություն եւ Տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835r7j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835r7j/manifest
ark:/21198/z14b50jn,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Գունավոր մետաղներ տոկոսներով,Masters/othermasters/DEParmenianposters/images/soviet_00259_p_arm_130.tif,,,The percentage of colored or non-ferrous metals,,,,,,,,Processing enterprises extracting the ore of rare metals in Soviet Armenia. Հանքարդյունահանումը և հազվագյուտ մետաղների կորզման ֆաբրիկաները Խորհրդային Հայաստանում,62 x 48 cm. (24.4 x 18.9 in.),1 poster,,posters,arm,,"Sinanyan, H.E.|~|Design. V. Hovhannisyan, S. Gevorgyan, H. Iskandaryan|~| Haykakan SSH ""Gitelikʻ"" Ěnkerutʻyun |~|Կազմ.  Հ. Ե. Սինանյան|~|Գեղ.  ձևավ. Վ. Հովհաննիսյան, Ս. Գևորգյան, Հ. Իսկանդարյան|~|Հայկական ՍՍՀ ""Գիտելիք"" Ընկերություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Mineral industries|~|Armenia (Republic),"Environment, Science, and Technology|~|Բնապահպանություն, Գիտություն եւ Տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b50jn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b50jn/manifest
ark:/21198/z10k47tx,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Արդյունաբերական արտադրանքի ծավալը տոկոսներով,Masters/othermasters/DEParmenianposters/images/soviet_00260_p_arm_131.tif,,,The volume of industrial production in percentage,,,,,,,,"During the current five year plan, it is projected to increase the volume of industrial production by 60-63 percent. Ընթացիկ հնգամյակում նախատեսվում է հանրապետության արդյունաբերական արտադրանքի արտադրության ծավալը մեծացնել 60_63 տոկոսով",62 x 48 cm. (24.4 x 18.9 in.),1 poster,,posters,arm,,"Sinanyan, H.E.|~|Design. V. Hovhannisyan, S. Gevorgyan, H. Iskandaryan|~| Haykakan SSH ""Gitelikʻ"" Ěnkerutʻyun |~|Կազմ.  Հ. Ե. Սինանյան|~|Գեղ.  ձևավ. Վ. Հովհաննիսյան, Ս. Գևորգյան, Հ. Իսկանդարյան|~|Հայկական ՍՍՀ ""Գիտելիք"" Ընկերություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Armenia (Republic)|~|Economic policy,Government and Society|~|Կառավարություն եւ հասարակություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k47tx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k47tx/manifest
ark:/21198/z1vt3r8r,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Քիմիական արտադրության համախառն արտադրանքը տոկոսներով,Masters/othermasters/DEParmenianposters/images/soviet_00261_p_arm_132.tif,,,The gross output of the chemical industry by percentage,,,,,,,,The wide use of gains in chemical sciences in all areas of the national economy attests to their important role in modern scientific and technological innovation. Քիմիական գիտությունների նվաճումների լայն օգտագործումը ժողովրդական տնտեսության բոլոր բնագավառներում վկայում է նրա կարևոր դերը արդի գիտատեխնիկական հեղափոխության մեջ,62 x 48 cm. (24.4 x 18.9 in.),1 poster,,posters,arm,,"Sinanyan, H.E.|~|Design. V. Hovhannisyan, S. Gevorgyan, H. Iskandaryan|~| Haykakan SSH ""Gitelikʻ"" Ěnkerutʻyun |~|Կազմ.  Հ. Ե. Սինանյան|~|Գեղ.  ձևավ. Վ. Հովհաննիսյան, Ս. Գևորգյան, Հ. Իսկանդարյան|~|Հայկական ՍՍՀ ""Գիտելիք"" Ընկերություն",,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Chemical industry,"Environment, Science, and Technology|~|Բնապահպանություն, Գիտություն եւ Տեխնոլոգիա",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3r8r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt3r8r/manifest
