"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Title","Relation.rectoVerso","Description.abstract","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqxz","2","Completed","Page","polygraph/masters/21198-zz001ngqxz-1-master.tif","18","","","","","","","text","","Polygraph Newsletter_0301","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqxz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngqzg","2","Completed","Page","polygraph/masters/21198-zz001ngqzg-1-master.tif","19","","","","","","","text","","Polygraph Newsletter_0302","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngqzg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr0g","2","Completed","Page","polygraph/masters/21198-zz001ngr0g-1-master.tif","20","","","","","","","text","","Polygraph Newsletter_0303","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr0g",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr10","2","Completed","Page","polygraph/masters/21198-zz001ngr10-1-master.tif","21","","","","","","","text","","Polygraph Newsletter_0304","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr10",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr2h","2","Completed","Page","polygraph/masters/21198-zz001ngr2h-1-master.tif","22","","","","","","","text","","Polygraph Newsletter_0305","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr2h",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr31","2","Completed","Page","polygraph/masters/21198-zz001ngr31-1-master.tif","23","","","","","","","text","","Polygraph Newsletter_0306","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr31",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr4j","2","Completed","Page","polygraph/masters/21198-zz001ngr4j-1-master.tif","24","","","","","","","text","","Polygraph Newsletter_0307","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr4j",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr52","2","Completed","Page","polygraph/masters/21198-zz001ngr52-1-master.tif","25","","","","","","","text","","Polygraph Newsletter_0308","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr52",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr6k","2","Completed","Page","polygraph/masters/21198-zz001ngr6k-1-master.tif","26","","","","","","","text","","Polygraph Newsletter_0309","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr6k",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr73","2","Completed","Page","polygraph/masters/21198-zz001ngr73-1-master.tif","27","","","","","","","text","","Polygraph Newsletter_0310","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr73",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr8m","2","Completed","Page","polygraph/masters/21198-zz001ngr8m-1-master.tif","28","","","","","","","text","","Polygraph Newsletter_0311","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr8m",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngr94","2","Completed","Page","polygraph/masters/21198-zz001ngr94-1-master.tif","29","","","","","","","text","","Polygraph Newsletter_0312","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngr94",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngq9n","ark:/21198/zz001ngrbn","2","Completed","Page","polygraph/masters/21198-zz001ngrbn-1-master.tif","30","","","","","","","text","","Polygraph Newsletter_0313","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrbn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrdp","2","Completed","Page","polygraph/masters/21198-zz001ngrdp-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0314","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrdp",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrf6","2","Completed","Page","polygraph/masters/21198-zz001ngrf6-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0315","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrf6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrgq","2","Completed","Page","polygraph/masters/21198-zz001ngrgq-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0316","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrgq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrh7","2","Completed","Page","polygraph/masters/21198-zz001ngrh7-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0317","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrh7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrjr","2","Completed","Page","polygraph/masters/21198-zz001ngrjr-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0318","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrjr",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrk8","2","Completed","Page","polygraph/masters/21198-zz001ngrk8-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0319","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrk8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrms","2","Completed","Page","polygraph/masters/21198-zz001ngrms-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0320","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrms",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrc5","ark:/21198/zz001ngrn9","2","Completed","Page","polygraph/masters/21198-zz001ngrn9-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0321","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrn9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrqb","2","Completed","Page","polygraph/masters/21198-zz001ngrqb-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0322","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrqb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrrv","2","Completed","Page","polygraph/masters/21198-zz001ngrrv-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0323","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrrv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrsc","2","Completed","Page","polygraph/masters/21198-zz001ngrsc-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0324","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrsc",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrtw","2","Completed","Page","polygraph/masters/21198-zz001ngrtw-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0325","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrtw",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrvd","2","Completed","Page","polygraph/masters/21198-zz001ngrvd-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0326","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrvd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrwx","2","Completed","Page","polygraph/masters/21198-zz001ngrwx-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0327","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrwx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrxf","2","Completed","Page","polygraph/masters/21198-zz001ngrxf-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0328","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrxf",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngrzz","2","Completed","Page","polygraph/masters/21198-zz001ngrzz-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0329","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngrzz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs0z","2","Completed","Page","polygraph/masters/21198-zz001ngs0z-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0330","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs0z",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs1g","2","Completed","Page","polygraph/masters/21198-zz001ngs1g-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0331","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs1g",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs20","2","Completed","Page","polygraph/masters/21198-zz001ngs20-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0332","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs20",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs3h","2","Completed","Page","polygraph/masters/21198-zz001ngs3h-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0333","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs3h",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs41","2","Completed","Page","polygraph/masters/21198-zz001ngs41-1-master.tif","13","","","","","","","text","","Polygraph Newsletter_0334","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs41",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs5j","2","Completed","Page","polygraph/masters/21198-zz001ngs5j-1-master.tif","14","","","","","","","text","","Polygraph Newsletter_0335","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs5j",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs62","2","Completed","Page","polygraph/masters/21198-zz001ngs62-1-master.tif","15","","","","","","","text","","Polygraph Newsletter_0336","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs62",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs7k","2","Completed","Page","polygraph/masters/21198-zz001ngs7k-1-master.tif","16","","","","","","","text","","Polygraph Newsletter_0337","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs7k",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs83","2","Completed","Page","polygraph/masters/21198-zz001ngs83-1-master.tif","17","","","","","","","text","","Polygraph Newsletter_0338","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs83",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngs9m","2","Completed","Page","polygraph/masters/21198-zz001ngs9m-1-master.tif","18","","","","","","","text","","Polygraph Newsletter_0339","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngs9m",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngsb4","2","Completed","Page","polygraph/masters/21198-zz001ngsb4-1-master.tif","19","","","","","","","text","","Polygraph Newsletter_0340","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsb4",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngscn","2","Completed","Page","polygraph/masters/21198-zz001ngscn-1-master.tif","20","","","","","","","text","","Polygraph Newsletter_0341","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngscn",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngrpt","ark:/21198/zz001ngsd5","2","Completed","Page","polygraph/masters/21198-zz001ngsd5-1-master.tif","21","","","","","","","text","","Polygraph Newsletter_0342","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsd5",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngsg6","2","Completed","Page","polygraph/masters/21198-zz001ngsg6-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0343","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsg6",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngshq","2","Completed","Page","polygraph/masters/21198-zz001ngshq-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0344","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngshq",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngsj7","2","Completed","Page","polygraph/masters/21198-zz001ngsj7-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0345","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsj7",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngskr","2","Completed","Page","polygraph/masters/21198-zz001ngskr-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0346","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngskr",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngsm8","2","Completed","Page","polygraph/masters/21198-zz001ngsm8-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0347","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsm8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngsns","2","Completed","Page","polygraph/masters/21198-zz001ngsns-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0348","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsns",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngsp9","2","Completed","Page","polygraph/masters/21198-zz001ngsp9-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0349","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsp9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngsqt","2","Completed","Page","polygraph/masters/21198-zz001ngsqt-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0350","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsqt",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngsrb","2","Completed","Page","polygraph/masters/21198-zz001ngsrb-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0351","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngsrb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngsfp","ark:/21198/zz001ngssv","2","Completed","Page","polygraph/masters/21198-zz001ngssv-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0352","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngssv",""
