Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hmqx3,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,K. P. Crater Co.,text,individuals,,private,,bids (documents)|~|contracts,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_038-2|~|c1179_b69_f(5)_038-1,,Second item: verso.,"Kun House, plumbing bid and contract, 1935","September 19, 1935",1 p.,1935-09-19,typescript and pen and ink on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hmqzm,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Easy Overhead Door Corp.,text,individuals,,private,,bids (documents),,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_039-1|~|c1179_b69_f(5)_039-2,,"Easy Overhead Door Corp., manufacturers and distributors of overhead door hardware.|~|Signed ""T. B. Murray.""","Kun House, bid from Easy Overhead Door Corp., 1935","May 8, 1935",1 p.,1935-05-08,typescript and graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hmr77,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,L. A. Plumbing Corporation,text,individuals,,private,,bids (documents)|~|contracts,,,California,,,Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_047-1|~|c1179_b69_f(5)_047-2,,Second item: verso.,"Kun House, plumbing bid and contract, 1935","June 13, 1935",1 p.,1935-06-13,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hmrr0,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,"Zaayer, Robert F.",text,individuals,,private,,contracts,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_053|~|c1179_b69_f(5)_054|~|c1179_b69_f(5)_055,,"Robert F. Zaayer, bonded electrical contractor.","Kun House, contracts for electrical work from Robert F. Zaayer, 1935","May 2, 1935|~|June 25, 1935|~|September 14, 1935",3 p.,1935-05-02|~|1935-06-25|~|1935-09-14,typescript and pen and ink on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hp9tn,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Seaside Products Corporation,text,individuals,,private,,proposals,,,California,,,Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_058-1|~|c1179_b69_f(5)_058-2,,"Second item: verso.|~|Proposal for the installation of linoleum, linowall, and brass.","Kun House, proposal from Seaside Products Corporation, 1935","May 28, 1935",1 p.,1935-05-28,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hpbdx,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Seaside Products Corporation,text,individuals,,private,,proposals,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_060-1|~|c1179_b69_f(5)_060-2,,Second item: verso.,"Kun House, proposal from Seaside Products Corporation, 1935","November 25, 1935",1 p.,1935-11-25,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hpbgz,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Thermador Electrical Manufacturing Co.,text,individuals,,private,,schedules,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_062|~|c1179_b69_f(5)_063,,"Signed ""R. Webster, Sales Engineer.""","Kun House, proposed heating schedule, 1935","May 7, 1935",2 p.,1935-05-07,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hpbxp,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,W. F. Baldwin,,individuals,,private,,proposals|~|contracts,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_067|~|c1179_b69_f(5)_066,,"Signed ""W. F. Baldwin.""","Kun House, proposal and contract from W. F. Baldwin Painting and Decorating, 1935",1935,2 p.,1935,typescript and graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hpbz6,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,W. P. Fuller & Co.,text,individuals,,private,,estimates,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_070|~|c1179_b69_f(5)_068|~|c1179_b69_f(5)_069,,,"Kun House, estimates from W. P. Fuller & Co., 1935","May 23, 1935|~|December 5, 1935|~|December 4, 1935",3 p.,1935-12-05|~|1935-05-23|~|1935-12-04,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hqfmx,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,W. P. Fuller & Co.,text,individuals,,private,,estimates,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(5)_071|~|c1179_b69_f(5)_072,,,"Kun House, estimate from W. P. Fuller & Co., 1935","December 5, 1935",2 p.,1935-12-05,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hqfpz,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Board of Public Works of the City of Los Angeles,text,individuals,,private,,letters (correspondence),,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(6)_001-2|~|c1179_b69_f(6)_001-1,,"From Horace B. Ferris, Secretary.","Postcard from the Office of the Board for Public Works, Los Angeles, California","May 6, 1935",1 postcard,1935-05-06,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hqg3n,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,City of Los Angeles Dept. of Building and Safety,text,individuals,,private,,order forms,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(6)_003-1|~|c1179_b69_f(6)_003-2,,,"Kun House, order from the City of Los Angeles Dept. of Building and Safety, 1935","October 21, 1935",1 p.,1935-10-21,typescript and graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hqhxj,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,individuals,,,,,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(7)_001|~|c1179_b69_f(7)_002|~|c1179_b69_f(7)_003|~|c1179_b69_f(7)_004|~|c1179_b69_f(7)_006|~|c1179_b69_f(7)_005,,Three copies of Richard Neutra's description of the Kun House.,"All electric house, Josef and Gertrude Kun, Fareholm Drive, Hollywood",1936,6 p.,1936,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hqj9q,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(8)_002|~|c1179_b69_f(8)_001|~|c1179_b69_f(8)_003,,,"Kun House, list of requirements, 1935",1935,3 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hqjb7,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b69_f(8)_007|~|c1179_b69_f(8)_008|~|c1179_b69_f(8)_006|~|c1179_b69_f(8)_004|~|c1179_b69_f(8)_005,,,"Kun House, details and specifications, 1935",1935,5 p.,1935,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hr1bf,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,text,individuals,,,,Periodicals,,,California,"Ain, Gregory, 1908-|~|Neutra, Richard Joseph, $d 1892-1970",Luckhaus Studio,dwellings|~|Architecture--California--20th century,,,eng,"Kun House (Hollywood, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b1473_f(14)_003_2|~|c1179_b1473_f(14)_001_2|~|c1179_b1473_f(14)_002_2|~|c1179_b1473_f(14)_003_1|~|c1179_b1473_f(14)_002_1|~|c1179_b1473_f(14)_001_1,,"p. 337: Photograph of residence and plot plan. G. Ain listed as collaborator.|~|p. 338: Two photographs of living room and kitchen and one architectural drawing.|~|p. 339: Photograph of roof deck and garage, construction outline, and floor plans.|~|p. 340: First page of article ""House for Lelia Abercrombie, Pensacola.""|~|p. 335: Article ""David Briggs Maxfield, Architect.""|~|p. 336: Photographs from Luckhaus Studio. ""Richard J. Neutra"" inscribed in pencil.","The Architectural forum, 1936 April",April 1936,6 p.,1936-04,ill.,New York,Billboard publications,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001hr1dg,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,Periodicals,,,California|~|Argentina,"Neutra, Richard Joseph, $d 1892-1970",,dwellings|~|Architecture--California--20th century,,,spa,"Kun House (Hollywood, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b1473_f(14)_005_1|~|c1179_b1473_f(14)_006_2|~|c1179_b1473_f(14)_008_1|~|c1179_b1473_f(14)_005_2|~|c1179_b1473_f(14)_006_1|~|c1179_b1473_f(14)_007_1|~|c1179_b1473_f(14)_007_2|~|c1179_b1473_f(14)_008_2,,"p. 62-65: ""Casa Electrica en California"" article. Photographs of Kun House exterior, living room, and patio. Page 64 contains floor plans.|~|p. 66: ""ING Leon N. Weissmann."" Contains paperclip imprint in upper right corner.|~|p. 61: ""Davidson, California."" Photograph from Hedrich Blessing Studio.","Nuestra arquitectura, 1937 February",February 1937,8 p.,1937-02,ill.,Buenos Aires,Editorial contempora S. R. L.,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf8cz,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,still image,individuals,,,,Black-and-white photographs,,,California,,,Office buildings|~|Architecture--California--20th century|~|Commercial buildings,,,,"Laemmle Building (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,C1179_b832_f6_laemmle building exterior 5|~|C1179_b832_f6_laemmle building exterior 5_bottom,,,"Laemmle Building, view of exterior looking up, Los Angeles, California, 1932-1937",Between 1932 and 1937,1 photographic print,1932/1937,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nf92s,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,still image,individuals,,,,Plans,,,California,,,apartment houses|~|Architecture--California--20th century,,,eng,"Landfair Apartments (Westwood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b832_f(7-Landfair)_interior plans|~|c1179_b832_f(7-Landfair)_interior plans-2,,,"Landfair Apartments, interior plans, Los Angeles, California, 1937",1937,2 drawings,1937,ink on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001ng17z,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,individuals,,,,Plans,,,California,,,apartment houses|~|dwellings|~|Architecture--California--20th century,,,eng,"Channel Heights Housing and Administration Building (San Pedro, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b788_f(5)_002|~|c1179_b788_f(5)_003|~|c1179_b788_f(5)_004,,,"Channel Heights, plan for Type C apartment unit, San Pedro, California, 1941-1942",Between 1941 and 1942,3 drawings,1941/1942,pen and ink on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nhfc8,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,still image,individuals,,,,Black-and-white photographs,,,California,,"Pfisterer, Peter, 1907-",apartment houses|~|Architecture--California--20th century,,,,"Strathmore Apartments (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm,c1179_b883_f(4)_040|~|c1179_b883_f(4)_057,,,"Strathmore Apartments, view of interior overhang and plate glass area, Los Angeles, California, 1937",Between 1937 and 1939,2 photographic prints,1937/1939,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001nhg5n,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,still image,individuals,,,,Black-and-white photographs,,,California,,,dwellings|~|Architecture--California--20th century,,,,"McIntosh House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25.5 cm,c1179_b841_f(1)_008|~|c1179_b841_f(1)_009|~|c1179_b841_f(1)_007|~|c1179_b841_f(1)_027|~|c1179_b841_f(1)_010|~|c1179_b841_f(1)_006,,,"McIntosh House, living quarters, Los Angeles, California, 1939",1939,6 photographic prints,1939,b&w,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
