"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0svq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0svq_754983_master.tif","164","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 287","","","","","is less latent heat required for the mix[ture]","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0svq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0sw7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0sw7_754986_master.tif","165","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 289","","","","","Chapter the Third","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0sw7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0sxr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0sxr_754989_master.tif","166","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 291","","","","","which is collected from the moon...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0sxr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0sz8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0sz8_754992_master.tif","167","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 293","","","","","Ice But it must be observed how...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0sz8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t08","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t08_754995_master.tif","168","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 295","","","","","Sun","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t08",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t1s","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t1s_754998_master.tif","169","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 297","","","","","Wedgewood for measuring very great de:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t1s",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t29","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t29_755001_master.tif","170","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 299","","","","","was of the size of the clay cylinder, when...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t29",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t3t","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t3t_755004_master.tif","171","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 300","","","","","Mr. Wedgewood has given us the results of several...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t3t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t4b","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t4b_755007_master.tif","172","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 301","","","","","of the Clays and comparing the Clay thermo:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t4b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t5v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t5v_755010_master.tif","173","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 303","","","","","Chapter the Fourth","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t5v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t6c","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t6c_755013_master.tif","174","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 305","","","","","that when Alcohol or Sulphur are burnt...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t6c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t7w","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t7w_755016_master.tif","175","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 307","","","","","Of Phlogiston","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t7w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t8d","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t8d_755019_master.tif","176","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 309","","","","","mists or Alchemists thought that...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t8d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0t9x","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0t9x_755022_master.tif","177","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 311","","","","","coming from the Sun to the earth, such...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0t9x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0tbf","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0tbf_755025_master.tif","178","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 313","","","","","are blanched or made white by keeping...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0tbf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0tcz","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0tcz_755028_master.tif","179","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 315","","","","","Chemistry was in till these last twenty...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0tcz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0tdg","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0tdg_755031_master.tif","180","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 317","","","","","of the lost air is exactly equal to the...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0tdg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0tf0","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0tf0_755034_master.tif","181","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 319","","","","","will turn them into vapor such...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0tf0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0tk2","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0tk2_755037_master.tif","182","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 321","","","","",":guished any of the external air is not","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0tk2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0tx7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0tx7_755040_master.tif","183","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 323","","","","","in nature deserves his attention more...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0tx7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0v0r","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0v0r_755043_master.tif","184","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 325","","","","","Part the Third","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0v0r",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0v6v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0v6v_755046_master.tif","185","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 327","","","","","much hotter than boiling water and no:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0v6v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0vw6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0vw6_755051_master.tif","186","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 329","","","","","no Eye could ever discover that the Liquor...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0vw6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0vxq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0vxq_755054_master.tif","187","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 331","","","","","some of this acid and put into it lump...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0vxq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0vz7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0vz7_755057_master.tif","188","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 333","","","","","easily combined with fluid are called So:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0vz7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w07","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w07_755060_master.tif","189","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 335","","","","","which one has for the other, and when...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w07",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w1r","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w1r_755065_master.tif","190","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 337","","","","","you saw at what a small heat the alc:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w1r",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w28","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w28_755068_master.tif","191","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 339","","","","",":sited containing the alkali and acid...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w28",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w3s","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w3s_755071_master.tif","192","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 341","","","","","Iron be introduced the copper will be…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w3s",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w49","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w49_755074_master.tif","193","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 343","","","","","I should now give you some reason…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w49",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w5t","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w5t_755077_master.tif","194","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 345","","","","","similitude between the Sciences they are looked…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w5t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w6b","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w6b_755080_master.tif","195","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 347","","","","","from one another  by this means. The…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w6b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w7v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w7v_755083_master.tif","196","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 349","","","","","Acid. This acid will again support…","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w7v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w8c","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w8c_755086_master.tif","197","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 351","","","","","violent friction occasions heat. But...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w8c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0w9w","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0w9w_755091_master.tif","198","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 353","","","","","They only attack small bodies and...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0w9w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d0wbd","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d0wbd_755094_master.tif","199","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 355","","","","","water becomes muddy and the one...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d0wbd",""
