Project Name,Item ARK,Parent ARK,Visibility,Object Type,File Name,Item Sequence,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject,Name.repository,Name.subject,Name.photographer,Name.creator,Title,Representative image,Masthead,Description.abstract,Description.note,Coverage.geographic,Description.latitude,Description.fundingNote,Alt ID.local,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Description.caption,Description.longitude,Subject.temporal,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjkn,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0118.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Horses -- Iran -- Tabriz|~|Tombs & sepulchral monuments -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Platt, E. T.","Sachtleben, William Lewis",,"E. T. Platt holding his horse in front of the chapel containing the tomb of Ali's sons, Tabriz vicinity, Iran, 1891",,,,"Photograph of E. T. Platt holding his horse in front of the chapel containing the tomb of Ali's sons, on a mountain east of Tabriz. Another man and horse are behind Platt.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Iran--Tabriz,38.075933,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0118,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 26, 1891",1891-07-26,"Text from negative sleeve: No. 39. July 26, 1891: The chapel containing the tomb of Ali's sons with Platt and horses in the foreground.|~|Handwritten on negative: 4498 / 41 [or 47]",46.39698,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjkn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjkn/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjm5,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0119.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Children -- Iran -- Tabriz|~|Missionaries $x American -- Iran -- Tabriz|~|Schools -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Wilson, Annie Rhea, 1861-1952|~|Whipple, William Levi, 1844-1901|~|Wilson, Samuel Graham, 1858-1916","Sachtleben, William Lewis",,"Missionaries' new school building with Samuel Wilson, Annie Wilson, William Whipple and two children, Tabrīz, Iran, 1891",,,,"Photograph of the missionaries' new school building with Samuel Wilson (L), Annie Wilson (2nd from L), William Whipple (foreground) and two children.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Iran--Tabriz,38.081153,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0119,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 24, 1891",1891-07-24,"Handwritten on negative: 4498 / 39|~|July 24, 1891: No. 35. The new school-building of the missionaries (American) in Tabriz. In the foreground are Mr. and Mrs. Wilson, Mr. Whipple and the child …",46.292288,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjm5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjm5/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjnp,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0120.tif,,still image,pd,Panoramic photographs|~|black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Distant view of Tabriz from the tomb of the sons of Ali on the mountain east of Tabriz, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0120,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 26, 1891",1891-07-26,"Text from neative sleeve: No. 36. July 26, 1891: A distant view of Tabriz from the tomb of the sons of Ali on the mountain east of Tabriz.|~|Handwritten on negative: 4498 / 3[?]",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjnp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjnp/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjp6,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0121.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Tombs & sepulchral monuments -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Platt, E. T.","Sachtleben, William Lewis",,"E. T. Platt standing in the portico of the chapel containing the tomb of Ali's sons, Tabriz vicinity, Iran, 1891",,,,"Photograph of E. T. Platt standing in the portico of the chapel containing the tomb of Ali's sons, Ain Al and Sein Al.",Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0121,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 26, 1891",1891-07-26,"Handwritten on negative: 4498 / 39|~|Text from negative sleeve: No. 37. July 26, 1891. The portico of the tomb of the sons of Ali, Ain Al and Sein Al, showing row of pillars.",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjp6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjp6/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjqq,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0122.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mountains -- Iran,"University of California, Los Angeles. $b Library Special Collections","Platt, E. T.","Sachtleben, William Lewis",,"E. T. Platt with a distant view of the mountain of the Vali-Ahd (Crown Prince of Persia), Tabriz vicinity, Iran, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of E. T. Platt (R) and an unidentified person with a distant view of the mountain of the Vali-Ahd (Crown Prince of Persia) in the background, in the vicinity of Tabriz.",Iran--Tabriz,38.075933,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0122,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 26, 1891",1891-07-26,"Text from negative sleeve: No. 38. July 26, 1891: A distant view of the mountain of the Vali-Ahd (Crown Prince of Persia) where he hunts bears and wild sheep.|~|Handwritten on negative: 4498 / 40",46.39698,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjqq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjqq/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjr7,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0123.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mountains -- Iran|~|Horses -- Iran,"University of California, Los Angeles. $b Library Special Collections","Platt, E. T.","Sachtleben, William Lewis",,"E.T. Platt with his horse passing a group of seated Iranians on a mountain road, Tabriz vicinity, 1891",,,,"E.T. Platt walking with his horse past a group of seated Iranians, including men, women and children, on a mountain road.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr",Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0123,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","July 26, 1891",1891-07-26,"Text from negative sleeve: No. 40. July 26, 1891. Groups of crouching and hiding Persian ladies 0n the road-side. Platt passing with his horse.|~|Handwritten on negative: 4498 / 42",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjr7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjr7/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjsr,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0124.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mosques -- Iran -- Tabriz,"University of California, Los Angeles. $b Library Special Collections","Masjid-i Kabūd (Tabrīz, Iran)","Sachtleben, William Lewis",,"Crowd watching for the arrival of William Sachtleben and Thomas Allen by bicycle at the Masjid-i Kabūd, Tabrīz, Iran, 1891",,,,"Photograph of a crowd of men and boys on either side of a cleared path to the Masjid-i Kabūd (or Blue Mosque, or Masjed-e Kabūd, or Göy məscid) who have been awaiting the arrival of William Sachtleben and Thomas Allen on their bicycles.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Iran--Tabriz,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0124,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","August 4, 1891",1891-08-04,"Text from negative sleeve: No. 42. August 4, 1891: Blue mosque near the south entrance to Tabriz. Ruins show rich decorations and carvings. The crowd awaiting our arrival on the bicycle.|~|Handwritten on negative: 4498 / 43",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjsr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjsr/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjt8,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0125.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Ruined stone bridge on the road from Tabrīz to Miyaneh with William Sachtleben's bicycle in the foreground, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of a ruined stone bridge with 2 remaining pointed barrel vaults on the road from Tabriz to Miyaneh in East Azarbaijan with William Sachtleben's bicycle in the foreground. A man stands near the bridge in the background.,Iran--Azarbayjan-i Khavari,37.453057,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0125,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","August 4, 1891",1891-08-04,"Handwritten on negative: 4498 / 44|~|Text from negative sleeve: No. 43. August 4, 1891: An old ruined bridge on the roadside near Ruined stone . Poor, decayed Persias.",46.959686,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjt8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjt8/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjvs,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0126.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Koflan Kuh Mountain (Iran)|~|Bridges -- Iran -- Miyānah|~|Horses -- Iran -- Miyānah,"University of California, Los Angeles. $b Library Special Collections","Folsche, Ed","Sachtleben, William Lewis",,"Ed Folsche, telegraph operator, with his horse near a bridge, Miyānah, Iran, 1891",,,,"Photograph in Miyānah of Ed Folsche of the Indo-European Telegraph Company standing with his horse on a road with a dog behind him, a long multi-arched bridge in the background and the Koflan Kuh mountain in the distance.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Meyaneh",Iran--Miyanah,37.389400,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0126,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","August 6, 1891",1891-08-06,"Handwritten on negative: 4498 / 46|~|Text from negative sleeve: No. 45. August 6, 1891. The new bridge across the [blank] near Mianeh. The best we have thus far seen in Persia. Some progress. Koflan Kuh mountain in the background and Mr. Ed Folsche in the foreground -- the telegrapher for the Indo-European Telegraph Co.",47.740327,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjvs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjvs/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjw9,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0127.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Bridges -- Iran -- Miyānah|~|Horses -- Iran -- Miyānah,"University of California, Los Angeles. $b Library Special Collections","Folsche, Ed","Sachtleben, William Lewis",,"Ed Folsche, telegraph operator, on his horse observing a bridge under construction, Miyānah, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph in Miyānah of Ed Folsche of the Indo-European Telegraph Company on his horse looking towards a bridge under construction in Miyānah.,Iran--Miyanah,37.389400,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0127,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","August 6, 1891",1891-08-06,"Text from negative sleeve: No. 46. August 6, 1891. About the same as 45, showing part in course of construction and the Persian mode of working.|~|Handwritten on negative: 4498 / 4[?]",47.740327,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjw9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjw9/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjxt,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0128.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Stone quarrying -- Iran -- Miyanah,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Two men at work at a limestone quary, Koflan Kuh Mountain, Iran, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Iran--Koflan Kuh Mountain,37.352147,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0128,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","August 6, 1891",1891-08-06,"Text from negative sleeve: No. 47. August 6, 1891. A Persian quarry scene. Men at work in the limestone hills on the south side of Koflan Kuh.|~|Handwritten on negative: 4498 / 48",47.813873,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjxt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjxt/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hfjzb,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0129.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Telegraph offices -- Iran -- Zanjan,"University of California, Los Angeles. $b Library Special Collections","Schmidt, Mr.|~|Schmidt, Mrs.","Sachtleben, William Lewis",,"Indo-European Telegraph with operator Schmidt and his family, Zanjān, Iran",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of Mr. Schmidt, a telegraph operator, holding the hands of his 2 small children and his wife holding a baby in front of the telegraph office (and their home?) in Zanjan.",Iran--Zanjan,36.664013,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0129,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","August 8, 1891",1891-08-08,"Text from negative sleeve: No. 48. August 8, 1891. The Indo-European Telegraph-Khamsch at Zenjan. Operator Schmidt and family in the foreground.|~|Handwritten on negative: 4498 / 49",48.482666,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfjzb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hfjzb/manifest
