"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.subject","Name.author","Name.creator","Name.recipient","Name.correspondent","Name.repository","AltIdentifier.local","Title","Date.creation","Date.normalized","Format.extent","Description.note","Language.text","Description.abstract"
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sj5p","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sj5p-1-master.tif","82","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/2","Historical Notes; Page 2","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sj66","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sj66-1-master.tif","83","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/3","Historical Notes; Page 3","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sj7q","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sj7q-1-master.tif","84","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/4","Historical Notes; Page 4","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sj87","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sj87-1-master.tif","85","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/5","Historical Notes; Page 5","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sj9r","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sj9r-1-master.tif","86","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/6","Historical Notes; Page 6","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjb8","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjb8-1-master.tif","87","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/7","Historical Notes; Page 7","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjcs","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjcs-1-master.tif","88","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/8","Historical Notes; Page 8","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjd9","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjd9-1-master.tif","89","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/9","Historical Notes; Page 9","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjft","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjft-1-master.tif","90","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Business--History","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/41/10","Historical Notes; Page 10","December 1881","1881-12","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjgb","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjgb-1-master.tif","91","","","","","","","","Industrial development |~|Spinning machinery |~|History|~|Research Work","","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","Dawson, Henry","","","MS 200/10/2/42/1","Letter from Marshall & Co. to Henry Dawson; Page 1","28th August 1882","1882-08-28","1 Page","The letter is in regards to gathering information about the invention of flax spinning.  It appears to be a reply to MS 200/5/81.|~|4 pages total.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjhv","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjhv-1-master.tif","92","","","","","","","","Industrial development |~|Spinning machinery |~|History|~|Research Work","","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","Dawson, Henry","","","MS 200/10/2/42/2","Letter from Marshall & Co. to Henry Dawson; Page 2","28th August 1882","1882-08-28","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjjc","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjjc-1-master.tif","93","","","","","","","","Industrial development |~|Spinning machinery |~|History|~|Research Work","","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","Dawson, Henry","","","MS 200/10/2/42/3","Letter from Marshall & Co. to Henry Dawson; Page 3","28th August 1882","1882-08-28","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjkw","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjkw-1-master.tif","94","","","","","","","","Industrial development |~|Spinning machinery |~|History|~|Research Work","","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","Dawson, Henry","","","MS 200/10/2/42/4","Letter from Marshall & Co. to Henry Dawson; Page 4","28th August 1882","1882-08-28","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjmd","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjmd-1-master.tif","95","","","","","","","","Patents|~|Hackling","Hives, John","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/43","Notes on Hives' Hackling Patent","12th August 1809","1809-08-12","1 Page","The item is a small note of John Hives' Hackling Patent.  The data refers to the date of the patent rather than the date of the note.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjnx","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjnx-1-master.tif","96","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/1","Notes on Big Ben; Page 3","1815-1816","1815/1816","1 Page","The item contains notes on experiments that were carried out on a machine called 'Big Ben.'","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjpf","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjpf-1-master.tif","97","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/2|~|MS 200/10/2/44/3","Notes on Big Ben; Pages 4 and 5","1815-1816","1815/1816","2 Pages","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjqz","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjqz-1-master.tif","98","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/4","Notes on Big Ben; Page 6","1815-1816","1815/1816","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjrg","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjrg-1-master.tif","99","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/5","Notes on Big Ben; Page 7","1815-1816","1815/1816","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjs0","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjs0-1-master.tif","100","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/7|~|MS 200/10/2/44/6","Notes on Big Ben; Pages 8 and 9","1815-1816","1815/1816","2 Pages","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjth","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjth-1-master.tif","101","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/8","Notes on Big Ben; Page 10","1815-1816","1815/1816","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjv1","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sjv1-1-master.tif","102","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/9","Notes on Big Ben; Page 11","1815-1816","1815/1816","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sjx2","ark:/21198/zz0009cdm3","2","Completed","ChildWork","","103","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009sjx2%2Ftb20qz3r","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Experiments|~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/44/10","Notes on Big Ben; Page 12","1815-1816","1815/1816","2 Pages","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk0k","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk0k-1-master.tif","104","","","","","","","","Accounts|~|Patents|~|Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/45/1","Production Notes; Page 1","1806-1853","1806/1853","1 Page","The item seems to be notes summarizing the information contained in the ledgers from Leeds and Salop.  There is also a note about the purchase of Schlumberger's patent.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk13","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk13-1-master.tif","105","","","","","","","","Accounts|~|Patents|~|Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/45/2","Production Notes; Page 2","1806-1853","1806/1853","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk2m","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk2m-1-master.tif","106","","","","","","","","Inventories|~|Stock |~|Industrial equipment |~|Steam engineering |~|Sales of business enterprises ","Marshall & Company, Leeds, Eng. ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/46/1","Sale Catalogue; Front Page","3rd December 1888","1888-12-03","1 Page","The item is a sale catalogue for a pair of Beam Engines.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk34","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk34-1-master.tif","107","","","","","","","","Inventories|~|Stock |~|Industrial equipment |~|Steam engineering |~|Sales of business enterprises ","Marshall & Company, Leeds, Eng. ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/46/2","Sale Catalogue; Pages 2 and 3","3rd December 1888","1888-12-03","1 Double Page","Conditions of sale and sale catalogue for engines.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk4n","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk4n-1-master.tif","108","","","","","","","","Inventories|~|Stock |~|Industrial equipment |~|Steam engineering |~|Sales of business enterprises ","Marshall & Company, Leeds, Eng. ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/46/3","Sale Catalogue; Pages 4 and 5","3rd December 1888","1888-12-03","1 Double Page","Sale catalogue for engines.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk55","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk55-1-master.tif","109","","","","","","","","Inventories|~|Stock |~|Industrial equipment |~|Steam engineering |~|Sales of business enterprises ","Marshall & Company, Leeds, Eng. ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/46/4","Sale Catalogue; Pages 6 and 7","3rd December 1888","1888-12-03","1 Double Page","Sale catalogue for engines and items from the boiler house.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk6p","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk6p-1-master.tif","110","","","","","","","","Inventories|~|Stock |~|Industrial equipment |~|Steam engineering |~|Sales of business enterprises ","Marshall & Company, Leeds, Eng. ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2/46/5","Sale Catalogue; Page 8","3rd December 1888","1888-12-03","1 Page","Sale catalogue for items from the boiler house.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk76","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk76-1-master.tif","111","","","","","","","","Flax|~|Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Wet Spinning","","Marshall, Stephen Albert, 1843-1904 ","Marshall & Company, Leeds, Eng. ","Marshall, John III, 1840-1894","","","MS 200/10/2/47/1","Production Note with Letter; Page 1","30th April 1882","1882-04-30","1 Page","The item contains notes on wet and dry spinning and preparing gills.  The item also contains a letter from Stephen Marshall to John Marshall regarding the history of flax spinning.|~|10 pages total.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk8q","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk8q-1-master.tif","112","","","","","","","","Flax|~|Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Wet Spinning","","Marshall, Stephen Albert, 1843-1904 ","Marshall & Company, Leeds, Eng. ","Marshall, John III, 1840-1894","","","MS 200/10/2/47/2|~|MS 200/10/2/47/3","Production Note with Letter; Pages 2 and 3","30th April 1882","1882-04-30","2 Pages","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009sk97","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009sk97-1-master.tif","113","","","","","","","","Flax|~|Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Wet Spinning","","Marshall, Stephen Albert, 1843-1904 ","Marshall & Company, Leeds, Eng. |~|Marshall, John III, 1840-1894","","","","MS 200/10/2/47/4|~|MS 200/10/2/47/5","Production Note with Letter; Pages 4 and 5","30th April 1882","1882-04-30","2 Pages","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009skbr","ark:/21198/zz0009cdm3","2","Completed","ChildWork","marshall/masters/21198-zz0009skbr-1-master.tif","114","","","","","","","","Flax|~|Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Wet Spinning","","Marshall, Stephen Albert, 1843-1904 ","Marshall & Company, Leeds, Eng. ","Marshall, John III, 1840-1894","","","MS 200/10/2/47/6|~|MS 200/10/2/47/7","Production Note with Letter; Pages 6 and 7","30th April 1882","1882-04-30","2 Pages","","",""
