Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Name.author,Name.attributedTo,Name.translator,Name.commentator,Name.scribe,Name.creator,Name.compiler,Name.annotator,Language.language,Language.script,Name.calligrapher,Alternate Identifier.local,Title,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Relation.textDirection,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sr3hx,ark:/21198/zz000sr3gd,7,Needs Review,ChildWork,,,,,pd,Arabic language $x Grammar,,,,,,,,,,,Arabic,Naskh,,0373_001,Risālah fī al-naḥw,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 53, 373",1216 [1801 or 1802],,,,Missing beginning folios. On Arabic grammar. Author is unknown.,,,رسالة في النحو,,,,,"M373, p.673.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sr3jf,ark:/21198/zz000sr3gd,7,Needs Review,ChildWork,,,,,pd,Logic $v Early works to 1800,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,,,,Persian,Naskh,,0373_002,Kubrá,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 53, 373",n.d.,,,,On logic. Includes notes in the margins.,,,کبری,,,,,"M373, p.673.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sr3kz,ark:/21198/zz000sr3gd,7,Needs Review,ChildWork,,,,,pd,Mysticism $v Early works to 1800|~|Soul $x Islam $v Early works to 1800 ,,,"Shabistarī, Maḥmūd ibn ʿAbd al-Karīm, $d d. ca. 1320",,,,,,,,Persian,Naskh,,0373_003,Kitāb-i mirʾāt al-muḥaqqiqīn,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 53, 373",1216 [1801 or 1802],,,,Includes notes in the margins. A mystical treatise on the self both in and out of the physical world.,,,کتاب مرآت المحققين,,,,,"M373, p.673.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sr3mg,ark:/21198/zz000sr3gd,7,Needs Review,ChildWork,,,,,pd,"Ibn Mālik, Muḥammad ibn ʻAbd Allāh, $d d. 1274. $t Alfīyah |~|Arabic language $x Grammar $v Early works to 1800",,,"Suyūṭī, $d 1445-1505",,,,,,,,Arabic,Naskh,,0373_004,al-Bahjah al-Murḍīyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 53, 373",1216 [1801 or 1802],,,,Includes notes in the margins and some pages in the middle have been damaged. A commentary on Ibn Malik's Alfiỵāt on Arabic grammar.,,,البهجة المرضية|~|al-Bahjah al-Marḍīyah,,,,,"M373, p.673.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sr40n,ark:/21198/zz000sr3n0,7,Needs Review,ChildWork,,,,,pd,"Zanjānī, ʿAbd al-Wahhāb ibn Ibrāhīm, $d fl. 1257. $t Taṣrīf al-Zanjānī |~|Arabic language $x Morphology $v Early works to 1800|~|Arabic language $x Grammar $v Early works to 1800",,,"Taftāzānī, Masʿūd ibn ʿUmar, $d 1322-1389?",,,,,,,,Arabic,Naskh,,0374_001,Sharḥ al-Taṣrīf,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 53, 374",n.d.,,,,Includes margins and missing ending folios. A commentary on Al-Zanjānī's Mulakhkhaṣ fī ʿIlm al-Taṣrīf. On Arabic morphology and grammar.,,,شرح التصريف,,,,,"M374, p.673.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sr4cb,ark:/21198/zz000sr3n0,7,Needs Review,ChildWork,,,,,pd,"Zanjānī, ʿAbd al-Wahhāb ibn Ibrāhīm, $d fl. 1257. $t Taṣrīf al-Zanjānī |~|Arabic language $x Morphology $v Early works to 1800|~|Arabic language $x Grammar $v Early works to 1800|~|Taftāzānī, Masʿūd ibn ʿUmar, $d 1322-1389? $t Sharḥ al-Taṣrīf",,,,,,,,,,,Arabic,Nastaʿlīq,,0374_002,Ḥāshīyat Sharḥ al-Taṣrīf,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 53, 374",n.d.,,,,Beginning and end folios are missing. A commentary on Taftazānī's Sharḥ al-Taṣrīf on Arabic morphology and grammar. Author is unknown.,,,حاشية شرح التصريف,,,,,"M374, p.673.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sr4r1,ark:/21198/zz000sr3n0,7,Needs Review,ChildWork,,,,,pd,"Arabic language $x Morphology $v Early works to 1800|~|Arabic language $x Grammar $v Early works to 1800|~|Jurjānī, ʿAbd al-Qāhir ibn ʻAbd al-Raḥmān, $d d. 1078?. $t ʿAwāmil al-miʾah ",,,,,,,Mansur Ibn Farḥād Ḥusaynī Qarī,,,,Arabic,Naskh,,0374_003,Sharḥ al-ʿawāmil al-miʾah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 53, 374",1041 [1631 or 1632],,,,Missing beginning folios. On Arabic morphology and grammar. Author is unknown.,,,شرح العوامل المئة,,,,,"M374, p.673.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srj93,ark:/21198/zz000srj8k,7,Needs Review,ChildWork,,,,,pd,Arabic language $x Verb $v Early works to 1800|~|Arabic language $x Grammar $v Early works to 1800,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,,,,Arabic,unidentified,,0384_001,al-ʿAwāmil al-miʾah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 384",n.d.,,,,"Treatise on Arabic grammar. More specifically on verbal terms, acoustics, and analogous parts. Text consists of 23 folios.",,,العوامل المئة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjbm,ark:/21198/zz000srj8k,7,Needs Review,ChildWork,,,,,pd,Arabic language $x Morphology $v Early works to 1800|~|Arabic language $x Grammar $v Early works to 1800,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,,,,Persian,unidentified,,0384_002,Ṣarf-i Mīr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 384",n.d.,,,,Text begins on the 24th folio.,,,صرف مير,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjh6,ark:/21198/zz000srjgp,7,Needs Review,ChildWork,,,,,pd,,,,"Nīshābūrī, ʿAṭāʾ Allāh",,,,,,,,Persian,Nastaʿlīq,,0388_001,Muntakhab-i maqṭaʿ-i takmīl al-ṣināʿah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 388",n.d.,,,,,,,منتخب مقطع تکميل الصناعة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjjq,ark:/21198/zz000srjgp,7,Needs Review,ChildWork,,,,,pd,"Poets, Persian $v Biography $v Early works to 1800",,,"Mīhanī, Muḥammad ibn ʿAbd al-Khāliq, $d 12th cent.",,,,,,,,Persian,Nastaʿlīq,,0388_002,Anīs al-shuʿarāʾ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 388",n.d.,,,,,,,انيس الشعراء,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjk7,ark:/21198/zz000srjgp,7,Needs Review,ChildWork,,,,,pd,Persian language $x Versification,,,,,,,,,,,Persian,Nastaʿlīq,,0388_003,Badāyiʿ al-ṣanāyiʿ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 388",n.d.,,,,Author is unknown.,,,بدايع الصنايع,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjmr,ark:/21198/zz000srjgp,7,Needs Review,ChildWork,,,,,pd,Persian language $x Versification,,,,,,,,,,,Persian,Nastaʿlīq,,0388_004,Tamlīḥ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 388",n.d.,,,,"One ""band"" on poetics. Author is unknown.",,,تمليح,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjn8,ark:/21198/zz000srjgp,7,Needs Review,ChildWork,,,,,pd,Sufism $v Dictionaries|~|Persian language $x Idioms,,,,,,,,,,,Persian,Nastaʿlīq,,0388_005,Isṭiḷāḥāt-i Ṣūfiyah-ʾi Mulla ʿAbd al-Razzāq Kāshānī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 388",n.d.,,,,Author is unknown.,,,اصطلاحات صوفيه ملّا عبد الرزاق کاشانی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjq9,ark:/21198/zz000srjps,7,Needs Review,ChildWork,,,,,pd,Calligraphy $v Early works to 1800,,,Majnūn Rafīqī Haravī,,,,,,,,Persian,Nastaʿlīq,,0389_001,Khaṭṭ va savād,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 389",n.d.,,,,,,,خطّ و سواد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjrt,ark:/21198/zz000srjps,7,Needs Review,ChildWork,,,,,pd,Calligraphy $v Early works to 1800,,,"Mashhadī, Sulṭān ʿAlī",,,,,,,,Persian,Nastaʿlīq,,0389_002,Risālah-ʾi khaṭṭ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 389",n.d.,,,,,,,رساله خطّ,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srjsb,ark:/21198/zz000srjps,7,Needs Review,ChildWork,,,,,pd,Calligraphy $v Early works to 1800,,,Majnūn Rafīqī Haravī,,,,,,,,Persian,Nastaʿlīq,,0389_003,Rasm-i khaṭṭ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 389",n.d.,,,,,,,رسم خطّ,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srk61,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Koran $x Recitation $x Early works to 1800,,,"Iṣfahānī, Ṭāhir Ḥāfiẓ",,,,"Niʿmat Allāh Valī, $d 1330?-1431",,,,Persian,Nastaʿlīq,,0400_001,Risālah-ʾi tajvīd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",1061 [1650 or 1651],,,,Folios 4-90.,,,رساله تجويد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srk7j,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Persian poetry|~|Koran $x Recitation,,,,,,,,,,,Persian,Nastaʿlīq,,0400_002,Tajvīd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,"Folios 91-97 contain three ""bands"" on tajvīd. Author is unknown.",,,تجويد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srk82,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Arabic literature,,,,,,,,,,,Arabic,unidentified,,0400_003,Risālah Muʾallafah fī bayān Muwāḍʿ al-wuqūf al-liwāzim fī al-Qurʾān,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,Folios 97-101. Author is unknown.,,,رسالة مؤلفة في بيان مواضع الوقوف اللوازم في القرآن,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srk9k,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Persian poetry|~|Koran $x Recitation,,,,,,,,,,,Persian,Nastaʿlīq,,0400_004,Tajvīd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,"Folios 101-9 contain four ""bands"" on Tajvīd. Author is unknown.",,,تجويد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkb3,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,"Koran $x Criticism, interpretation, etc. $v Early works to 1800 ",,,,,,,,,,,Persian,Nastaʿlīq,,0400_005,Risālah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,"According to Danish'pazhūh this is a treatise similar to that of Dar vuqūf-i Sajāvandī by al-Zaydīn, Abū al-Mūkarim Muḥammad ibn Muḥammad. Folios 110-4. Author is unknown.",,,رساله,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkcm,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Persian poetry|~|Koran $x Recitation,,,,,,,,,,,Persian,Nastaʿlīq,,0400_006,Tajvīd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,"Folios 114-123 contain seven Persian ""bands"" on tajvīd. Author is unknown.",,,تجويد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkd4,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Koran $x Recitation,,,,,,,,,,,Arabic,unidentified,,0400_007,Tajvīd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,Four sections on Tajvīd. Folios 123-9. Author is unknown.,,,تجويد,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkfn,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Koran $x Recitation|~|Arabic poetry,,,"Shāfiʿī, Muḥammad ibn Jaʿfar",,,,"Baghdād, Niʿmat Allah",,,,Arabic,unidentified,,0400_008,ʿIlm-i qirāʾah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,Folios 130-9 contain a versified text on Qurʾānic recitation.,,,علم قراءة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkg5,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Arabic poetry|~|Zakat,,,,,,,,,,,Arabic,unidentified,,0400_009,Zakāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,"Folio 145 contains an Arabic ""band"" on almsgiving. Author is unknown.",,,الزکات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkhp,ark:/21198/zz000srk5h,7,Needs Review,ChildWork,,,,,pd,Koran $x Recitation,,,"Ibn ʿUs̲mān, Ḥusayn",,,,,,,,Persian,Nastaʿlīq,,0400_010,Kanz al-laṭāʾif fī mā yahtāju ilayhi fī taṣḥīḥ al-maṣāhif,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 400",n.d.,,,,Folio 146-8.,,"Munzavī v.1, p.95.",كنز اللطائف فی ما يحتاج اليه في تصحيح المصاحف,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkr9,ark:/21198/zz000srkqs,7,Needs Review,ChildWork,,,,,pd,"Saʿdī. $t Gulistān|~|Persian poetry $x History and criticism $v Early works to 1800|~|Fables, Persian $v Early works to 1800",,,,,,"Aḥrārī, Mīr Muḥammad Nūr Allāh",,,,,Persian,Nastaʿlīq,,0406_001,Sharḥ-i Gulistān,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 406",1092 [1681 or 1682],,,,This is a commentary on and explanation of difficult portions of Saʿdī's Gulistān.,,,شرح گلستان,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srkst,ark:/21198/zz000srkqs,7,Needs Review,ChildWork,,,,,pd,Persian poetry $x History and criticism|~|Saʿdī. $t Gulistān,,,,,,"Mawlavī, Junayd ibn ʿAbd Allāh",,,,,Persian,Nastaʿlīq,,0406_002,Sharḥ-i mushkilāt-i Gulistān,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 55, 406",1230 [1814 or 1815],,,,"This is a commentary on and explanation of difficult portions of Saʿdī's Gulistān in three sections: poems, prose and explanations of difficult terms.",,,شرح مشکلات گلستان,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srm0d,ark:/21198/zz000srkzd,7,Needs Review,ChildWork,,,,,pd,"Persian poetry|~|Sufi poetry, Persian",,,"Shabistarī, Maḥmūd ibn ʿAbd al-Karīm, $d d. ca. 1320|~|ʿAṭṭār, Farīd al-Dīn, $d d. ca. 1230. $t Manṭiq al-ṭayr",,,,,,,,Persian,Nastaʿlīq,,0411_001,Kanz al-ḥaqāʾiq,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 56, 411",n.d.,,,,At the end of the text there is a short excerpt from ʿAṭṭār's Manṭiq al-Ṭayr.,,"Munzavī v. 1, p.3059.|~|Āghā Buzurg 1154 v. 18, p.151.",كنز الحقائق,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srm1x,ark:/21198/zz000srkzd,7,Needs Review,ChildWork,,,,,pd,Education of princes $v Early works to 1800|~|Kings and rulers $x Conduct of life $v Early works to 1800,,,"Niẓām al-Mulk, $d 1018-1092",,,,,,,,Persian,Nastaʿlīq,,0411_002,Ẕikr-i naṣāyiḥ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 56, 411",n.d.,,,,Heading purports this item to be advice written by Niẓām al-Mulk for his son. Appears to be incomplete.,,,ذکر نصائح|~|ذکر نصائح چند که خواجه نظام الملک وزير...فرزند خود نوشته,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srm2f,ark:/21198/zz000srkzd,7,Needs Review,ChildWork,,,,,pd,Persian literature,,,,,,,,,,,Persian,Nastaʿlīq,,0411_003,Chand qiṣṣah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 56, 411",n.d.,,,,"End of manuscript contains various short works in prose with titles such as: al-Qālib-i sādāt-i ʿaẓām, Dar duʿāʾ-yi pādishāhān, al-Qālib-i mustawfān and one incomplete poem. Authors are unknown.",,,چند قصه,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srmh5,ark:/21198/zz000srmgn,7,Needs Review,ChildWork,,,,,pd,Arabic language $v Dictionaries $v Early works to 1800,,,"Quṭrub, Muḥammad ibn al-Mustanīr, $d d. 821 or 2",,,,,,,,Persian,Nastaʿlīq,,0423_001,Kitāb al-lughāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 57, 423",n.d.,25.3 x 19.7,,,,,,کتاب اللغات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srmjp,ark:/21198/zz000srmgn,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,"Jāmī, $d 1414-1492",,,,,,,,Persian,Nastaʿlīq,,0423_002,Mas̱navī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 57, 423",n.d.,25.3 x 19.7 cm.,,,This is an excerpt.,,,مثنوی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srmk6,ark:/21198/zz000srmgn,7,Needs Review,ChildWork,,,,,pd,Persian literature $x History and criticism,,,"Ibn Zaydīn, Abū al-Valīd",,,,,,,,Persian,Nastaʿlīq,,0423_003,Sharḥ-i risalah-ʾi Abū al-Valid ibn Zaydīn,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 57, 423",n.d.,25.3 x 19.7 cm.,,,Commentator is unknown.,,,شرح رساله ابو والد ابن زيدين,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srmmq,ark:/21198/zz000srmgn,7,Needs Review,ChildWork,,,,,pd,Persian literature $x History and criticism,,,,,,,,,,,Persian,Nastaʿlīq,,0423_004,Sharḥ-i Mukhtaṣar-i Ḥājibī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 57, 423",n.d.,25.3 x 19.7 cm.,,,This is a short excerpt of the work. Author is unknown.,,,شرح مختصر حاجبی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srmn7,ark:/21198/zz000srmgn,7,Needs Review,ChildWork,,,,,pd,Medicine $v Early works to 1800,,,,,,,,,,,Persian,Nastaʿlīq,,0423_005,Ṭibb,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 57, 423",n.d.,25.3 x 19.7 cm.,,,Excerpt from a medical text. End folios are missing. Author is unknown.,,,طبّ,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srnm6,ark:/21198/zz000srnkp,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,unidentified,unidentified,,0441_001,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 59, 441",n.d.,,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srnp7,ark:/21198/zz000srnnq,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,unidentified,unidentified,,0442_001,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 59, 442",n.d.,,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srnqr,ark:/21198/zz000srnnq,7,Needs Review,ChildWork,,,,,pd,Numerology|~|Magic|~|Charms|~|Love,,,,,,,,,,,Arabic,Nastaʿlīq,,0442_002,Risālah fī Ṭuruq ʿilm al-ḥurūf bi al-kasr wa al-basṭ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 59, 442",n.d.,,,,An occult treatise on how to use numbers to make people fall in love or break up.,,,رسالة في طرق علم الحروف بالكسر و البسط,,,,,"M442, p.675.",,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srnr8,ark:/21198/zz000srnnq,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,unidentified,unidentified,,0442_003,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 59, 442",n.d.,,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srnss,ark:/21198/zz000srnnq,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,unidentified,unidentified,,0442_004,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 59, 442",n.d.,,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srpc2,ark:/21198/zz000srpbj,7,Needs Review,ChildWork,,,,,pd,Arabic language $x Grammar $v Early works to 1800|~|Persian poetry,,,,,,,,,,,Persian,Nastaʿlīq,,0458_001,Lughāt-i mus̱allas̱-i ʿArabī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 63, 458",1179 [1765 or 1766],17.5 x 10.5,,,The vocabulary of triliteral Arabic roots are incorporated into Persian verse. The work ends on page 9. Author is unknown.,,,لغات مثلّث عربی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000srpdk,ark:/21198/zz000srpbj,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,"Nīshābūrī, Kātibī",,,,,,,,Persian,Nastaʿlīq,,0458_002,Bahrām va Gulandām,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 63, 458",1179 [1765 or 1766],,,,The work appears to be incomplete.,,"Munzavī v.4, p.2672.",Dāstān-i Bahrām va Gulandām|~|بهرام و گلندام,,,,,,,,,,,,
