Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p70h,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p70h%2F7z683b6b,African American clergy $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Boswell, Hamilton T. (Hamilton Theodore), $d 1914-2007|~|Boswell, Eleanor Gragg, $d 1916-2007",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Douglas Photo (Firm),,,,,,,Collection 1867 Box 1 Folder 6,"Hamilton T. Boswell and his wife Eleanor on their wedding day, Los Angeles, 1939",,Bride and groom are tentatively identified as Eleanor (nee Gragg) and Hamilton T. Boswell. Mrs. Boswell appears to be showing her wedding ring to two unidentified women. This photograph was likely taken during Mr. Boswell's early years as a pastor in Los Angeles. Possible location is either St. Johns Methodist Church or Bowen Memorial Methodist Church.|~|All information concerning the content and description of the image was provided by Walter Gordon.,178|~|YRLSC_gordonphotos_0178,Reverend Hamilton (Ham) T. Boswell was best known as the pastor for 29 years of the Jones Memorial United Methodist Church in San Francisco's Fillmore district.,1939,,1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p70h/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p74k,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p74k%2Ffp75vm84,African American jazz musicians--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Cole, Nat King, $d 1919-1965|~|Moore, Oscar|~|King Cole Trio|~|Prince, Wesley",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1,"King Cole Trio (Nat King Cole, Oscar Moore, Wesley Prince) and an unidentified announcer, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,182|~|YRLSC_gordonphotos_0182,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p74k/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p753,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p753%2Fb097mj3r,,still image,copyrighted,unknown,Black-and-white photographs,"Dunbar Cocktail Lounge and Grill|~|Spates, Harry",Business,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Postcard advertising the Dunbar Cocktail Lounge and Grill, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0183,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"Dunbar Cocktail Lounge and Grill. 4225 S. Central, Los Angeles, Calif. Phone AD. 4201. Harry Spates, Prop.",34.006855,-118.256825,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p753/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p78n,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p78n%2Fhs62z34s,Gamblers $x American $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"North, Kid|~|Williams, Fred C., $d 1875-1950|~|Lawson, Walter|~|Baker, Dorothy, $d b. 1889 or 90|~|Baker, Richard Warren, $d 1888-1951",Sports|~|Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 1 Folder 6,"Respected ""senior citizens"" and sportsmen, Los Angeles, 1940s",,"Seated, L to R: a man called Hobart, unidentified man, Walter Lawson, unidentified man (a world champion high-jumper), Fred Williams, Mrs. Rich Baker,  Rich Baker, unidentified man, Kid North. Standing, L to R: the father-in-law of Edward Atkinson, unidentified man (well-known poker player), Mr. Moore.|~|All information concerning the content and description of the image was provided by Walter Gordon.",186|~|YRLSC_gordonphotos_0186,"Kid North was a well-known expert on racehorses. He is said to have recommended that Charles S. Howard purchase the racehorse Seabiscuit.|~|Fred Williams, a blind man, was a real estate broker and newspaper publisher. Editor of the Omaha Monitor, he came to Los Angeles in 1923 and organized and published the Pacific Defender in 1925. Later he became a columnist for the Pittsburgh Courier and a contributer to many other newspapers. He wrote a column titled ""Through the Darkness I See.""|~|Rich Baker was a business man involved in cafes and other enterprises. He was prominent in political, social and fraternal circles.|~|Walter Lawson was an active politician from Washington, D.C. He moved to Los Angeles and established an office that handled voter registration information.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p78n/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p795,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p795%2Fg752qb08,Bookmakers (Gambling) $z California $z Los Angeles|~|African American families $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Cloman, Cleo, $d 1905-1982",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 1 Folder 6,"Cleo Cloman and family, Los Angeles, 1950s",,"Cloman is pictured with his family, likely in front of historic 2nd Baptist Church.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0187,Cleo Cloman was a well-regarded bookie who worked out of a stand in a garage on Central Avenue. He was also a co-owner of the Club Capri.,1954/1956,[mid 1950s],1 photograph : b&w,California--Los Angeles,"On photograph: ""Cleo Cloman, a real gentleman. My client.""",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p795/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7f7,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7f7%2F1m722n9w,African American poets|~|African American authors,still image,copyrighted,unknown,Black-and-white photographs|~|postcards,"Dunbar, Paul Laurence, $d 1872-1906",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,J. Griffith Art Co.,,Collection 1867 Box 2 Folder 1,"Postcard of poet Paul Lawrence [i.e. Laurence] Dunbar, circa 1905",,"Postcard consists of a half-length portrait of Paul Laurence Dunbar, seated, with the following caption: Paul Lawrence [sic] Dunbar. Not to the midnight of the gloamy past do we revert; today we look on the golden present and the future vast whose vistas show us visions of the dawn.|~|All information concerning the content and description of the image was provided by Walter Gordon.",191|~|YRLSC_gordonphotos_0191,,1905/1909,[circa 1905],1 postcard : b&w,United States,,,,,Postcard of Paul Laurence Dunbar,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p7f7/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7gr,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7gr%2Fj7080668,,still image,copyrighted,unknown,Black-and-white photographs,,,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 1,"Gathering of an unidentified African American organization, New York, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0192,,1940/1949,[1940s?],1 photograph : b&w,New York (State)--New York,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p7gr/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7nb,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7nb%2F6t49d09d,Pianists $z California $z Los Angeles|~|African American jazz musicians--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,"Jackson, Calvin, $d 1919-1985",,,,,Collection 1867 Box 2 Folder 1,"Musician Calvin Jackson and an unidentified woman in Walter L. Gordon, Jr.'s home office, Los Angeles, 1940s",,Calvin Jackson is at the piano with an unidentified woman standing next to him and another man sitting in the background.|~|All information concerning the content and description of the image was provided by Walter Gordon.,197|~|YRLSC_gordonphotos_0197,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p7nb/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7qc,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7qc%2Fqj625726,African American couples $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Taylor, Sam, $d 1892-1976 ",,,,,,,Collection 1867 Box 2 Folder 1,"Unidentified African American couple, Los Angeles, 1940s",,"Neither of the individuals in the photograph has been identified.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Stamp on back of photo: ""Credit this photo to Sam Taylor Los Angeles""",199|~|YRLSC_gordonphotos_0199,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p7qc/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7rw,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7rw%2Fkm52gw5w,African American Greek letter societies $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Phi Beta Sigma Fraternity|~|Nicholas, Lester H., $d 1906-1996",Entertainment|~|Events|~|Lifestyle|~|Youth|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 1,"Phi Beta Sigma event, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Lester Nihcolas is standing, 4th from the left.",200|~|YRLSC_gordonphotos_0200,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p7rw/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p7z0,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7z0%2Fcq72wz71,African American lawyers--California--Los Angeles|~|African American dentists $z California $z Los Angeles|~|African American businesspeople $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Hudson, H. Claude",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 2 Folder 1,"H. Claude Hudson and an unidentified man, Los Angeles, 1940s",,"Dr. Hudson is seated at the left, watching an unidentified man giving a speech.|~|All information concerning the content and description of the image was provided by Walter Gordon.",206|~|YRLSC_gordonphotos_0206,"H. Claude Hudson had a varied career, working as a dentist, lawyer, and businessman. He was President of the first branch of the National Organization for the Advancement of Colored People (NAACP) in Shreveport, Louisiana; after he moved his family to Los Angeles, he was elected President of the Los Angeles branch and served in that capacity for 10 years. In 1931, Dr. Hudson became the first African American graduate of Loyola Law School. He never practiced as a lawyer, however. He also founded Broadway Federal Savings and Loan.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p7z0/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p87m,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p87m%2Fk264521c,,still image,copyrighted,unknown,Black-and-white photographs,,,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Douglas Photo (Firm),,,,,,,Collection 1867 Box 2 Folder 1,"Unidentified African American woman, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0214,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p87m/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p884,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p884%2Ff650jj23,Rogues' regiment (Motion picture)|~|African American football players $z California $z Los Angeles|~|Actors $z United States,still image,copyrighted,unknown,Black-and-white photographs|~|film stills,"Washington, Kenny, $d 1918-1971|~|Powell, Dick, $d 1904-1963",People,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 2 Folder 1,Kenny Washington and Dick Powell in a still from Rogues' Regiment,,Kenny Washington (left) and Dick Powell (right) in a still from the film Rogues' Regiment.|~|All information concerning the content and description of the image was provided by Walter Gordon.,216|~|YRLSC_gordonphotos_0216,Kenny Washington was a football player.|~|Dick Powell was an actor.,1948,c1948,1 photograph : b&w,California--Los Angeles,Text on back: 1578-97. Rogues' Regiment. Universal-International. Sam (Kenny Washington) cautions Corbett (Dick Powell) to take it easy and leave Heindorf alone.,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p884/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p89n,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p89n%2Fbf51s29f,Women singers $zUnited States|~|African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Peters Sisters|~|Peters, Mattye, b. 1917|~|Peters, Anne, $d 1920-1968|~|Peters, Virginia, $d 1923-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 2 Folder 1,"Peters Sisters (Mattye, Anne and Virginia) and an unidentified man, Los Angeles, 1950s",,The three women on the couch are the members of the vocal trio The Peters Sisters. The man in the chair to the left is unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0217,"Mattye (Mattie) Peters Wolgaard was a member of The Peters Sisters, a vocal trio from Santa Monica, California that performed primarily in Europe. The 11/2/1978 issue of Jet magazine reported the she was vacationing in the US, her husband was Herman Wolgaard and she was living in Copenhagen. She died in Copenhagen (date unknown).|~|Virginia  Peters Engel was a member of The Peters Sisters, a vocal trio from Santa Monica, California that performed primarily in Europe. She died in Paris.|~|The Peters Sisters (Mattye, Anne and Virginia) were natives of Santa Monica, California who performed primarily in Europe.|~|Anne  Peters Katz was a member of The Peters Sisters, a vocal trio from Santa Monica, California that performed primarily in Europe. She died in Paris.",1955/1956,[between 1955 and 1956?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p89n/manifest
