"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m6n","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m6n-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/6n/21198=zz00094m6n/ark%2B=21198=zz00094m6n.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack|~|Place Collected: Atascadero, California.","Ronald and I (We Drifted Apart in the Long Ago)","clym200203acwf021-64_side1-07","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m6n%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m75","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m75-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/75/21198=zz00094m75/ark%2B=21198=zz00094m75.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","Spanish Fandango","clym200203acwf021-64_side1-08","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m75%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m8p","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m8p-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/8p/21198=zz00094m8p/ark%2B=21198=zz00094m8p.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Sally","clym200203acwf021-64_side1-09","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m8p%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094m96","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094m96-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/96/21198=zz00094m96/ark%2B=21198=zz00094m96.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Performer: Effie Carmack|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Barbara Allen","clym200203acwf021-64_side1-10","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094m96%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mbq","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mbq-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/bq/21198=zz00094mbq/ark%2B=21198=zz00094mbq.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Barbara Allen (2nd version)","clym200203acwf021-64_side1-11","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mbq%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mc7","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mc7-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/c7/21198=zz00094mc7/ark%2B=21198=zz00094mc7.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Lord Thomas and Fair Elender Green","clym200203acwf021-64_side1-12","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mc7%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mdr","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mdr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/dr/21198=zz00094mdr/ark%2B=21198=zz00094mdr.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Billy Grimes; No One Like Mother; Where is My Darling Tonight?; Ellen Taylor and; Molly, Shove the Grog Around (fragment); The Two Sisters (The Cruel Sister); Red River Shore; Ronald and I (We Drifted Apart in the Long Ago); Spanish Fandango; Sally; Barbara Allen; Barbara Allen (2nd version); Lord Thomas and Fair Elender Green|~|Title from tape: Effie Carmack|~|Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Performer: Effie Carmack","Effie Carmack","clym200203acwf021-64_side1-13","1948-12-26","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mdr%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mf8","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mf8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/f8/21198=zz00094mf8/ark%2B=21198=zz00094mf8.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","Jeff Walker","clym200203acwf022-64_side1-01","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mf8%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mgs","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mgs-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/gs/21198=zz00094mgs/ark%2B=21198=zz00094mgs.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Performer: Effie Carmack|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Whistlin’ Rufus","clym200203acwf022-64_side1-02","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mgs%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mh9","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mh9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/h9/21198=zz00094mh9/ark%2B=21198=zz00094mh9.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Effie Carmack|~|Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Whistlin’ Rufus","clym200203acwf022-64_side1-03","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mh9%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mjt","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mjt-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/jt/21198=zz00094mjt/ark%2B=21198=zz00094mjt.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Performer: Effie Carmack|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack","Nellie Moore","clym200203acwf022-64_side1-04","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mjt%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mkb","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mkb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/kb/21198=zz00094mkb/ark%2B=21198=zz00094mkb.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","Froggie Went Courtin’","clym200203acwf022-64_side1-05","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mkb%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mmv","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mmv-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/mv/21198=zz00094mmv/ark%2B=21198=zz00094mmv.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","The Owl and the Pussy Cat","clym200203acwf022-64_side1-06","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mmv%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mnc","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mnc-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/nc/21198=zz00094mnc/ark%2B=21198=zz00094mnc.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: Effie Carmack|~|Recorded by: Austin E. Fife|~|Performer: Effie Carmack|~|Place Collected: Atascadero, California.","Devilish Mary","clym200203acwf022-64_side1-07","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mnc%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mpw","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mpw-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/pw/21198=zz00094mpw/ark%2B=21198=zz00094mpw.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: Effie Carmack|~|Recorded by: Austin E. Fife|~|Performer: Effie Carmack|~|Place Collected: Atascadero, California.","Red River Shore","clym200203acwf022-64_side1-08","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mpw%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mqd","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mqd-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/qd/21198=zz00094mqd/ark%2B=21198=zz00094mqd.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Place Collected: Atascadero, California.|~|Recorded by: Austin E. Fife|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","A Pretty Fair Girl All In a Garden","clym200203acwf022-64_side1-09","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mqd%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mrx","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mrx-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/rx/21198=zz00094mrx/ark%2B=21198=zz00094mrx.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","I Wish I Was a Little Sparrow","clym200203acwf022-64_side1-10","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mrx%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094msf","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094msf-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/sf/21198=zz00094msf/ark%2B=21198=zz00094msf.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Performer: Effie Carmack|~|Title from tape: Effie Carmack|~|Place Collected: Atascadero, California.","The Blind Child","clym200203acwf022-64_side1-11","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094msf%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mtz","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mtz-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/tz/21198=zz00094mtz/ark%2B=21198=zz00094mtz.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Performer: Effie Carmack|~|Title from tape: Effie Carmack|~|Place Collected: Atascadero, California.","I’ll Build Me a Castle (Molly, Pretty Molly)","clym200203acwf022-64_side1-12","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mtz%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00094mvg","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00094mvg-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/4m/vg/21198=zz00094mvg/ark%2B=21198=zz00094mvg.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Austin E. Fife|~|Place Collected: Atascadero, California.|~|Title from tape: Effie Carmack|~|Performer: Effie Carmack","The Dying Californian","clym200203acwf022-64_side1-13","1948-12-26, 1948-12-27","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00094mvg%2Faudiowaveform.dat"
