Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,AltTitle.uniform,Subject,Name.photographer,Name.architect,Name.repository,Name.creator,Relation.isPartOf,Alt ID.local,Date.creation,Format.medium,Format.dimensions,Title,Format.extent,Date.normalized,Description.latitude,Description.longitude,Description.note,Description.caption,Opac url,Coverage.geographic,Description.adminnote,Description.contents,Finding Aid URL,Description.abstract,Bucketeer State,IIIF Access URL
Lee (S. Charles) Papers,ark:/21198/zz000j3mb5,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mb5-1-master.tif,255,still image,Renderings|~|Architectural drawings,copyrighted,,,"Helix Theatre (La Mesa, Calif.)",motion picture theaters|~|Landmarks,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f7_01|~|0030701,1947-48,,8 x 10 in.,"Helix Theatre, La Mesa, photograph of rendering",1 photographic print,1947/1948,32.7640657,-117.0253502,"This concept drawing, probably executed before World War II, uses simple curved forms of Streamline Moderne in the building. A huge sign with a spiral or helix-shaped tower dominates the façade",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mb5
Lee (S. Charles) Papers,ark:/21198/zz000j3mcp,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mcp-1-master.tif,256,still image,Renderings|~|Architectural drawings,copyrighted,,,"Helix Theatre (La Mesa, Calif.)",motion picture theaters|~|Landmarks,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f7_02|~|0030702,1947-48,,8 x 10 in.,"Helix Theatre, La Mesa, photograph of rendering",1 photographic print,1947/1948,32.7640657,-117.0253502,"A later concept drawing shows a scaled-down design which is more conventional in massing. Streamline forms can still be seen in the sign area and in the porthole window on the right wall. However, the chief design elements have evolved from the smooth to the angular, with walls, marquee and canopies project out and up at angles.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mcp
Lee (S. Charles) Papers,ark:/21198/zz000j3md6,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3md6-1-master.tif,257,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Helix Theatre (La Mesa, Calif.)",motion picture theaters|~|Marquees|~|Landmarks|~|Entertainment,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0030703|~|clus_1384_b3_f7_03,1947-48,,,"Helix Theatre, La Mesa, entry doors and marquee",1 photographic print,1947/1948,32.7640657,-117.0253502,"The design evolved into a storefront remodel using every device to capture attention from the passerby. The strong diamond pattern applied to the upper story, the series of vertical posts applied at street and the paneled entry doors draw attention to the centerpiece, the curving neon-outlined marquee. A curved box office at the sidewalk and poster cases framed in wavey edged box frames are overwhelmed by the other design elements. Here the chief purpose of the design is to draw attention to the storefront, using a variety of cheap applied elements without regard for design integration.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3md6
Lee (S. Charles) Papers,ark:/21198/zz000j3mfq,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mfq-1-master.tif,258,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f8_01|~|0030801,[between 1919-1962],,8 x 10 in.,"Hippodrome Theatre, photograph of rendering",1 photographic print,1919/1962,,,Put this with 50401-50408. A discussion of these various concepts will pull these images together.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mfq
Lee (S. Charles) Papers,ark:/21198/zz000j3mg7,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mg7-1-master.tif,259,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,façade and surrounding storefronts,motion picture theaters|~|Marquees|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f9_01|~|0030901,1936,,,"Hollywood Theatre, façade and surrounding storefronts",1 photographic print,1936,34.1015459,-118.3378759,Now Guiness Book of World Records.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mg7
Lee (S. Charles) Papers,ark:/21198/zz000j3mhr,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mhr-1-master.tif,260,still image,Renderings|~|Architectural drawings,copyrighted,,,"Hopkins Theatre (Oakland, Calif.)",motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f10_01|~|0031001,1938-41,,,"Hopkins Theatre, Oakland, photograph of rendering",1 photographic print,1938/1941,37.7934699,-122.2003333,"This elaborate concept drawing shows a Streamline Moderne design using convex and concave curves, a prow-shaped pylon, and angular massing.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mhr
Lee (S. Charles) Papers,ark:/21198/zz000j3mj8,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mj8-1-master.tif,261,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Hopkins Theatre (Oakland, Calif.)",motion picture theaters|~|Landmarks|~|Entertainment,M. L. Cohen,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f10_02|~|0031002,1938-41,,,"Hopkins Theatre, Oakland, façade",1 photographic print,1938/1941,37.7934699,-122.2003333,"As built, the theatre was a much simplified Streamline Moderne façade overlaid on a basic brick commercial building. Strong contrasts between black and white and streams of neon outlining the marquee draw attention to the building.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mj8
Lee (S. Charles) Papers,ark:/21198/zz000j3mks,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mks-1-master.tif,262,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Hopkins Theatre (Oakland, Calif.)",motion picture theaters|~|auditoriums|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f10_03|~|0031003,1938-41,,,"Hopkins Theatre, Oakland, auditorium",1 photographic print,1938/1941,37.7934699,-122.2003333,"The simple interior design illustrates the Streamline theme with the use of painted curves on the walls and semicircular ceiling panels that conceal lights, creating indirect lighting of the ceiling. Instead of a balcony, the rear of the auditorium is raked and separated from the main floor by a low partition and steps.|~|Note on back of photograph:  Auditorium towards prescenium arch. Walls peach and brown. Lawrence Goldsmith, Owner.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mks
Lee (S. Charles) Papers,ark:/21198/zz000j3mm9,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mm9-1-master.tif,263,still image,Renderings|~|Architectural drawings,copyrighted,,,"Huntridge Theatre (Las Vegas, Calif.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b3_f11_01|~|0031101,1943,,,"Huntridge Theatre, Las Vegas, photograph of rendering",1 photographic print,1943,36.1587473,-115.1362464,"Lee recycled his design for the Huntridge Theatre in Las Vegas in his proposed concept for the Lakewood Theatre in Lakewood, California.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mm9
Lee (S. Charles) Papers,ark:/21198/zz000j3mnt,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mnt-1-master.tif,264,still image,Renderings|~|Architectural drawings,copyrighted,,,"La Tijera Theatre (Los Angeles, Calif.)",motion picture theaters|~|Landmarks,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0031601|~|clus_1384_f3_f16_01,1948-49,,,"La Tijera Theatre, Los Angeles, photograph of rendering",1 photographic print,1948/1949,33.97737099197405,-118.37166666984558,"Lee's concept combines the flowing forms of Streamline Moderne, still considered the height of modernism, with the square modules and slim brick rectangular pylon borrowed from the International Style.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mnt
Lee (S. Charles) Papers,ark:/21198/zz000j3mpb,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mpb-1-master.tif,265,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"La Tijera Theatre (Los Angeles, Calif.)",motion picture theaters|~|Landmarks,"Blakeslee, Alpheus A.","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0031602|~|clus_1384_f3_f16_02,1948-49,,,"La Tijera Theatre, Los Angeles, exterior, day",1 photographic print,1948/1949,33.97737099197405,-118.37166666984558,"In the late 1940s and 1950s architects combined the fluid forms of the Streamline Moderne style with the square modules favored by International Style architects. In California a new form of modernism was developing that favored the use of natural materials, especially stone and wood, in architecture, foremost in residential building. These influences, however, were also felt in commercial buildings, especially in the suburbs. Hence La Tijera Theatre, on Sepulveda Boulevard in a growing suburban area near the airport. A streamlined automobile is entering the porte-cochere on the left.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mpb
Lee (S. Charles) Papers,ark:/21198/zz000j3mqv,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mqv-1-master.tif,266,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"La Tijera Theatre (Los Angeles, Calif.)",motion picture theaters|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0031603|~|clus_1384_f3_f16_03,1948-49,,,"La Tijera Theatre, Los Angeles, exterior, night",1 photographic print,1948/1949,33.97737099197405,-118.37166666984558,Lee designed his theatres to be most effective at night. The tall neon sign seems to hang in the air above the building. A grid of round lights underneath the canopy forms a high marquee and illuminates the entrance. Translucent panels on the lobby walls glow invitingly and the aluminum frames reflect the light. The poster cases are illuminated internally and outlined by neon strips.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mqv
Lee (S. Charles) Papers,ark:/21198/zz000j3mrc,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mrc-1-master.tif,267,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"La Tijera Theatre (Los Angeles, Calif.)",Lobbies|~|motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_f3_f16_04|~|0031604,1948-49,,,"La Tijera Theatre, Los Angeles, foyer, with view out to street",1 photographic print,1948/1949,33.97737099197405,-118.37166666984558,Two-story floor-to-ceiling windows illuminate the foyer.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mrc
Lee (S. Charles) Papers,ark:/21198/zz000j3msw,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3msw-1-master.tif,268,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"La Tijera Theatre (Los Angeles, Calif.)",Lobbies|~|motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_f3_f16_05|~|0031605,1948-49,,,"La Tijera Theatre, Los Angeles, foyer, popcorn counter",1 photographic print,1948/1949,33.97737099197405,-118.37166666984558,"A mural on the slanting and curved wall of the foyer depicts a workman carrying a heavy basket (of sugar cane?) and a woman kneeling, both in a tropical setting.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3msw
Lee (S. Charles) Papers,ark:/21198/zz000j3mtd,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mtd-1-master.tif,269,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"La Tijera Theatre (Los Angeles, Calif.)",Lobbies|~|motion picture theaters|~|Landmarks,"Todd, L. A.","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0031606|~|clus_1384_f3_f16_06,1948-49,,,"La Tijera Theatre, Los Angeles, foyer, bas relief",1 photographic print,1948/1949,33.97737099197405,-118.37166666984558,A curved banquette flanks the candy counter and popcorn machine. Bouquets of flowers on the shelf above the banquette indicate the photo was taken on opening night.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mtd
Lee (S. Charles) Papers,ark:/21198/zz000j3mvx,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz000j3mvx-1-master.tif,270,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"La Tijera Theatre (Los Angeles, Calif.)",Lounges (sitting rooms)|~|motion picture theaters|~|Landmarks|~|Lifestyle,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0031607|~|clus_1384_f3_f16_07,1948-49,,,"La Tijera Theatre, Los Angeles, ladies' lounge",1 photographic print,1948/1949,33.97737099197405,-118.37166666984558,"Round stools and round mirrors at the vanity counter and a curved banquette fitted to the curved wall of the ladies' lounge reinforce the Streamline look. Even the wallpaper, printed with a pattern of round tents, echoes the theme.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000j3mvx
