Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.fashionDesigner,Rights.rightsHolderContact,Rights.servicesContact,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Rights.permission,Language,Date.normalized,Description.note,Format.extent,Alt ID.local,Date.creation,Title,Format.dimensions,Description.fundingNote,Note,Format.medium,Description.caption,Coverage.geographic,Description.contents,Publisher.publisherName,AltTitle.other,Opac url,Alt ID.url,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzhwg,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0169.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|fur|~|fans (costume accessories)|~|gloves|~|velvet (fabric weave)|~|trains (costume components),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Tree, Dolly",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1931,"Peggy Hamilton modeling a form-fitting gown made of daybreak chiffon velvet with a with a flaring train trimmed with sable. On the left shoulder is a spray of French hand-made gold thread flowers. The fan is made from fuchsia feathers and willow plumes. The imported gloves have a narrow insert of gold kid.|~|A different photograph of Peggy Hamilton wearing this gown appears in her Los Angeles Times feature ""Fashions,"" March 27, 1932, pg. I4A.",1 photographic negative,uclamss_1373_0169,1931,"Peggy Hamilton modeling a Dolly Tree gown of chiffon velvet, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-133|~|Text from negative sleeve: RKO-37 [or 39],California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzhwg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzhwg/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzhx0,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0170.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|capes (outerwear)|~|gloves|~|net (textile)|~|sequins (spangles),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Banton, Travis, $d 1894-1958",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,,"Travis Banton was the chief designer at Paramount Pictures. He is considered one of the most important Hollywood costume designers of the 1930s.|~|Peggy Hamilton modeling a formal gown and shoulder cape of black net, encrusted in square gold palettes and sequins by Paramount costume designer Travis Banton.|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" December 27, 1931, pg. G3.|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0170,1931,"Peggy Hamilton modeling a Travis Banton gown of black net with gold palettes and sequins, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: FPL-16 [Famous Players Lasky; later Paramount]|~|Text from negative sleeve: Peggy Hamilton. Paramount Studio. Dec. 1931. New head dress (cr..s part). Gold & Blk net gown. Travis Banton creation. Gene Richee photo.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzhx0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzhx0/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzhzh,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0171.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|ruffle|~|chiffon|~|hairstyles,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984|~|Weaver Jackson Salon","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-03-07,"Peggy Hamilton modeling a permanent wave, styled by an operator at the Weaver Jackson Larchmont Salon. Hamilton is wearing a gown with a dark bodice and an underblouse with a chiffon (probably) ruffle down the front by Adrian of Metro-Goldwyn-Mayer-Studios.|~|A different photograph of Peggy Hamilton modeling this Weaver Jackson permanent wave hairstyle appears in her Los Angeles Times feature ""Fashions,"" on May 7, 1933, pg. G4.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.",1 photographic negative,0171|~|uclamss_1373_0171,"March 7, 1933","Peggy Hamilton modeling an Adrian gown and a Weaver Jackson hairstyle, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: MGM B6769; March 1933|~|Text on edge of nitrate: MAR. -- 7 33. PUB 530 BULL.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzhzh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzhzh/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj0h,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0172.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|double portraits|~|acetate film,satin|~|tulle (meshed textile),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-02-05,"A different photograph of Peggy Hamilton wearing this gown appears in her Los Angeles Times feature ""Fashions,""  August 11, 1929 and  and November 2, 1930|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.|~|Costume designer Adrian of Metro-Goldwyn-Mayer Studios standing next to Peggy Hamilton who is modeling a tulle gown of his design. The gown has a satin bodice and a long, full tulle skirt with a large bow at the waist. Over the gown is a sheer bolero with thin metallic bands, and a short ostrich feather [?] jacket. Adrian is wearing a double-breasted suit with with a shirt and tie.",1 photographic negative,uclamss_1373_0172,"February 5, 1929","Peggy Hamilton modeling an Adrian tulle evening gown with the designer at her side, 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,Printed on edge of negative: FEB. 5. 29.  PUB.528.  BULL.|~|Text from negative sleeve: P H & Adrian.  11185. [Printed on sleeve]: Metro-Goldwyn-Mayer Studios|~|Handwritten on edge of negative: 11185,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj0h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj0h/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj11,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0173.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|fur|~|ruffle|~|hats|~|chiffon,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-03-07,"Peggy Hamilton modeling a dark gown with a chiffon (probably) under-blouse with a ruffle down the front and at the ends of the sleeves, a fur piece around her neck, and a beret-style hat with a pom-pom on top. The gown is by Adrian of Metro-Goldwyn-Mayer-Studios.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.",1 photographic negative,uclamss_1373_0173,"March 7, 1933","Peggy Hamilton modeling an Adrian gown with ruffles at the wrists and collar and a beret hat, 1933",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Printed on edge of negative: MAR. 7 33. PUB 530 BULL. Handwritten on edge of negative: 950|~|Text from negative sleeve: 950. MGM-B-950. March 1933.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj11/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj2j,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0174.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,cloches (hats)|~|coats (garments)|~|crochet (needlework),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Kofler, Wanda",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1930-05,"Peggy Hamilton modeling a crocheted coat and cloche hat.|~|Wanda Kofler was a Paris-based fashion designer from Vienna who specialized in  women's wear, especially crochet and knitwear.",1 photographic negative,uclamss_1373_0174,May 1930,"Peggy Hamilton modeling a Wanda Kofler crocheted coat, 1930",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Verso of deteriorated contact print [image not 175i]: WB-105. Swartz. Peggy Hamilton. May 1930 [image no. 0176i],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj2j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj2j/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj32,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0175i.tif,,,,private,still image,Black-and-white photographs,,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,,,1 photographic print,uclamss_1373_0175i,,uclamss_1373_0175i  -  Deteriorated contact print. Cataloged image no. uclamss_1373_0174 scanned from same negative,8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj32/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj4k,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0176i.tif,,,,private,still image,Black-and-white photographs,,copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,eng,,,1 photographic print,uclamss_1373_0176i,,uclamss_1373_0176i   -  verso of deteriorated contact print no. uclamss_1373_0175i,8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj4k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj4k/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj53,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0177.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|fur|~|coats (garments)|~|hats|~|velvet (fabric weave)|~|sequins (spangles)|~|trains (costume components),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Luck, Earl",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Fryer, Elmer, $d 1898-1944",N,zxx,1931,"Earl Luck, designer at Warner Bros., was nominated for an academy award for his costumes for the movie Cavalcade (1933).|~|Peggy Hamilton modeling a creation by Earl Luck of Warner Bros. with a close-fitting coat of black velvet with collar fashioned of silver fox skin. The dinner gown of blue sequins has a tiny cap to match.|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" December 27, 1931.",1 photographic negative,uclamss_1373_0177,1931,"Peggy Hamilton modeling an Earl Luck velvet coat and blue sequin dinner gown, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: A 81,California--Burbank,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj53,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj53/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj6m,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0178i.tif,,,,private,still image,Black-and-white photographs,,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,,,1 photographic print,uclamss_1373_0178i,,uclamss_1373_0178i  -  Deteriorated contact print. Cataloged image no. uclamss_1373_0177 scanned from same negative,8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj6m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj6m/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj74,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0179i.tif,,,,private,still image,Black-and-white photographs,,copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,,,1 photographic print,uclamss_1373_0179i,,uclamss_1373_0179i  -  verso of deteriorated contact print no. uclamss_1373_0178i,8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj74,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj74/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj8n,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0180.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|fur|~|ruffle|~|hats|~|chiffon,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-03-07,"Peggy Hamilton modeling a dark gown with a chiffon (probably) under-blouse with a ruffle down the front and at the ends of the sleeves, a fur piece around her neck, and a beret-style hat with a pom-pom on top. The gown is by Adrian of Metro-Goldwyn-Mayer-Studios.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.",1 photographic negative,uclamss_1373_0180,"March 7, 1933","Peggy Hamilton modeling an Adrian gown with ruffles at the wrists and collar and a beret hat, 1933",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Printed on edge of negative: MAR. 7 33. PUB 530 BULL. Handwritten on edge of negative: 960|~|Description.caption : 	Text from negative sleeve: 960. MGM-B-960. March 1933.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj8n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj8n/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzj95,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0181.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|ruffle|~|chiffon|~|hairstyles,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984|~|Weaver Jackson Salon",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections","Adrian, $d 1903-1959",,N,zxx,1933-03-07,"A different photograph of Peggy Hamilton modeling this Weaver Jackson permanent wave hairstyle appears in her Los Angeles Times feature ""Fashions,"" on May 7, 1933, pg. G4.|~|Peggy Hamilton modeling a permanent wave, styled by an operator at the Weaver Jackson Larchmont Salon. Hamilton is wearing a gown with a dark bodice and an underblouse with a chiffon (probably) ruffle down the front by Adrian of Metro-Goldwyn-Mayer-Studios.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.",1 photographic negative,uclamss_1373_0181,"March 7, 1933","Peggy Hamilton modeling an Adrian gown and a Weaver Jackson hairstyle, 1933",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: 951. MGM-B951.March 1933.|~|Printed on edge of negative: MAR. 7 33. PUB 530 BULL.,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzj95,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzj95/manifest
