Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf
Huxley (Aldous) Collection,ark:/21198/zz00255gbb,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255gbb_1656500_master.tif,191,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,"Nys Wessberg, Rose",,"Portrait of writer Aldous Huxley, 1944. Signed by Rose Nys.",YRLSC_2009_00189,"Aldous Huxley holding a pen and wearing a tweed blazer, in writing studio, Llano CA [descriptive]",,1944,1 b&w photograph,1944,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gcv,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255gcv_1656503_master.tif,192,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, dressed in a suit, seated on a couch and pointing with his thumb, circa early 1960s.",YRLSC_2009_00190,"Aldous Huxley, seated on couch, pointing with thumb [descriptive]",,1960-1963,1 b&w photograph,1960/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gdc,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255gdc_1656507_master.tif,193,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, seated with legs crossed and looking off to the side. Circa 1955-1963.",YRLSC_2009_00191,"Aldous Huxley, seated with legs crossed, looking off to side [descriptive]",,1955-1963,1 b&w photograph,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gfw,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255gfw_1656512_master.tif,194,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Close-up portrait of writer Aldous Huxley, looking down, circa 1955-1963. Appears to be cropped from image YRLSC_2009_00262, of Mr. Huxley seated with brother Julian Huxley.",YRLSC_2009_00192,"Aldous Huxley close up, portrait, looking down [descriptive]",,1955-1963,1 photograph : b&w,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255ggd,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255ggd_1656515_master.tif,195,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with white border) of writer Aldous Huxley, seated in chair and gesturing his hands (black background). Circa 1955-1963. This image is almost identical to image YRLSC_2009_00219.",YRLSC_2009_00193,"Aldous Huxley, seated in chair and gesturing hands, black background (1), identical image [descriptive]",,1955-1963,1 photograph : b&w,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255ghx,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255ghx_1656543_master.tif,196,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with white border) of writer Aldous Huxley, close up with black background. He is looking forward, circa 1955-1963. This image is almost identical to image YRLSC_2009_00211.",YRLSC_2009_00194,"Aldous Huxley close up black background, looking forward (identical image) [descriptive]",,1955-1963,1 photograph : b&w,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gjf,ark:/21198/zz00253vz2,1,In progress,Work,,197,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gjf%2F8d63021q,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Image of writer Aldous Huxley, dressed in a shirt and tie, sitting down and talking while gesturing with his hands. Dark background. Circa mid 1950s-early 1960s. Reserve side: handwritten label ""Property of Laura Huxley"".",YRLSC_2009_00195,"Aldous Huxley seated, talking, gesturing with hands, dark background [descriptive]",,1955-1963,1 b&w photograph,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gkz,ark:/21198/zz00253vz2,2,Completed,Work,,198,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gkz%2Fc560kq44,programs (documents)|~|black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Program for Aldous Huxley's lecture at MIT, September 26, 1960. The reverse side is of text pertaining to Huxley's visit to MIT.",YRLSC_2009_00196,Program for Aldous Huxley lecture at Massachusetts Institute of Technology [descriptive],,"September 26, 1960",1 item,1960-09-26,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gmg,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,,199,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gmg%2Fmb68269v,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Note on verso: Aldous: May 1953 Hollywood when the Doors of Perception were cleansed.|~|Profile of writer Aldous Huxley, hand rested on waist, standing in hills overlooking Hollywood, May 1953.",YRLSC_2009_00197,"Aldous Huxley, standing in profile in hills above Hollywood [descriptive]",,May 1953,1 photograph : b&w,1953-05,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gn0,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255gn0_1656575_master.tif,200,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley (profile) dressed in suit with arm extended, standing on hillside and facing view of Hollywood, May 1953.",YRLSC_2009_00198,"Aldous Huxley, arm outstretched, standing in hills above Hollywood [descriptive]",,May 1953,1 photograph : b&w,1953-05,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gph,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255gph_1656582_master.tif,201,,,,,caricatures,still image,copyrighted,"Illustrators--United States|~|Authors, English--20th century|~|Artists $z United States","Huxley, Aldous, 1894-1963",,,zxx,,"Levine, David, $d 1926-2009",Y,,,"Caricature of writer Aldous Huxley, drawn by American artist and illustrator David Levine. From New York Review of Books, circa March 31, 1971.",YRLSC_2009_00199,"Aldous Huxley, caricature drawn by David Levine from New York Review of Books, 1971 [descriptive]",,"circa March 31, 1971",1 portrait: b&w,1971-03,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255gq1,ark:/21198/zz00253vz2,1,In progress,Work,,202,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255gq1%2F0w64c70z,clippings,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Portrait of writer Aldous Huxley dressed in a suit. Dated April 5, 1920.",YRLSC_2009_00200,"Portrait of Aldous Huxley dressed in suit, 1920 [descriptive]",,"April 5, 1920",,1920-04-05,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255grj,ark:/21198/zz00253vz2,1,In progress,Work,,203,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255grj%2Fhh66bb45,clippings,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Clippings from a publication featuring images of writer Aldous Huxley. Front: image of Mr. Huxley standing with two unidentified people, ""Huxley over Bethlehem, Pa. six feet, six inches"".|~|Verso: three additional images of Mr. Huxley in different scenes (bottom image is identical to image YRLSC_2009_00013, dated 1939).",YRLSC_2009_00201,"Huxley over Bethlehem, Pa. six feet, six inches [descriptive]",,1939-1949,,1939/1949,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255h4q,ark:/21198/zz00253vz2,1,In progress,Work,,204,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255h4q%2F2967g91k,clippings,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Clipping of image of Aldous Huxley's feet and shoes, 1937 (clipping noted: A.H. 1937). Reverse side: ""Aldous Huxley"", ""December, 1937"", ""Eight Photographs"", information about Mr. Huxley.",YRLSC_2009_00202,"Aldous Huxley, image of feet and shoes [descriptive]",,December 1937,,1937-12,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255h57,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255h57_1656615_master.tif,205,,,,,clippings,still image,copyrighted,,,,,eng,,,Y,,,"Clipping from a publication. Image of an audience (backs of heads). Title below image: University Audience applauding the Master--bald heads, faculty wives, some students.|~|Estimated date of clipping is between 1955-1963.",YRLSC_2009_00203,"Clipping, University Audience applauding the Master--bald heads, faculty wives, some students [descriptive]",,[1955-1963?],,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255h6r,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255h6r_1656620_master.tif,206,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley looking down, profile, close-up, black background. Circa 1955-1963.",YRLSC_2009_00204,"Aldous Huxley profile, close up, black background (1) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255h78,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255h78_1656623_master.tif,207,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, profile, close-up, looking down, black background. Circa 1955-1963.",YRLSC_2009_00205,"Aldous Huxley profile, close up, black background (2) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255h8s,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255h8s_1656626_master.tif,208,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley talking and looking down, profile, close-up, black background. Circa 1955-1963.",YRLSC_2009_00206,"Aldous Huxley profile, close up, black background (3) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255h99,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255h99_1656629_master.tif,209,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Close-up image (with brown border) of writer Aldous Huxley talking, black background, circa 1955-1963.",YRLSC_2009_00207,"Aldous Huxley talking, close up, black background [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hbt,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hbt_1656632_master.tif,210,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, seated in chair with hands in lap, smiling, black background. Circa 1955-1963.",YRLSC_2009_00208,"Aldous Huxley in chair, hands in lap, black background (1) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hcb,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hcb_1656635_master.tif,211,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Close-up mage (with brown border) of writer Aldous Huxley, seated in chair and gesturing hands, black background. Circa 1955-1963.",YRLSC_2009_00209,"Aldous Huxley close up, seated in chair and gesturing hands, black background [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hdv,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hdv_1656638_master.tif,212,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, seated in chair and gesturing with hands, black background. Circa 1955-1963.",YRLSC_2009_00210,"Aldous Huxley, seated in chair and gesturing hands, black background (2) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hfc,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hfc_1656644_master.tif,213,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, close up with black background. He is looking forward, circa 1955-1963. This image is almost identical to image YRLSC_2009_00194.",YRLSC_2009_00211,"Aldous Huxley close up black background, looking forward [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255ht2,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255ht2_1656648_master.tif,214,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, profile (left side of face), close-up, black background. Circa 1955-1963.",YRLSC_2009_00212,"Aldous Huxley profile, close up, black background (4) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hvk,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hvk_1656653_master.tif,215,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, seated in chair and gesturing with hands, black background. Circa 1955-1963.",YRLSC_2009_00213,"Aldous Huxley, seated in chair and gesturing hands, black background (3) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hw3,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hw3_1656656_master.tif,216,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, seated in chair and gesturing with hands, black background. Circa 1955-1963.",YRLSC_2009_00214,"Aldous Huxley, seated in chair and gesturing hands, black background (4) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hxm,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hxm_1656660_master.tif,217,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, seated in chair with hands in lap, looking down, black backgound. Circa 1955-1963.",YRLSC_2009_00215,"Aldous Huxley in chair, hands in lap, black background (2) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255hz4,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255hz4_1656665_master.tif,218,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Profile (right side of body) of writer Aldous Huxley, in dark jacket, leaning forward on left arm, dark background. Circa 1955-1963. The arm and hand of another person appears to be in the background.",YRLSC_2009_00216,"Aldous Huxley profile, left side of body, black background [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255j04,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255j04_1656668_master.tif,219,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Profile of writer Aldous Huxley, seated in white shirt, hands around knees, circa 1921-1931.",YRLSC_2009_00217,"Aldous Huxley seated, white shirt,  hands around knees [descriptive]",,1921-1931,,1921/1931,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255j1n,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255j1n_1656672_master.tif,220,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Aldous Huxley with unidentified man holding two cartoons of Mr. Huxley. Cartoons are titled The Press and Union Club of San Francisco. Both cartoons are dated April 12, 1962 (the estimated date of the photograph).",YRLSC_2009_00218,Aldous Huxley with unidentified man holding two cartoons [descriptive],,"circa April 12, 1962",,1962-04-12,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255j25,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255j25_1656677_master.tif,221,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, seated in chair and gesturing his hands (black background). Circa 1955-1963. This image is almost identical to image YRLSC_2009_00193.",YRLSC_2009_00219,"Aldous Huxley, seated in chair and gesturing hands, black background (1) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255j3p,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255j3p_1656683_master.tif,222,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (with brown border) of writer Aldous Huxley, profile (right side of face), close-up, black background. Circa 1955-1963.",YRLSC_2009_00220,"Aldous Huxley profile, close up, black background (5) [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255j46,ark:/21198/zz00253vz2,1,In progress,Work,,223,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255j46%2Fw374vj4r,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Portrait of writer Aldous Huxley, looking forward, with scarf around neck and buttoned shirt. The right side of his face is shadowned and he is positioned to his right of the the frame. Black background, circa 1955-1963.|~|Reverse side: red stamp ""PLEASE CREDIT SANFORD H. ROTH""; handwriting ""5 1/8 high, 1 neg/pos flat S.S.""",YRLSC_2009_00221,"Aldous Huxley portrait, looking forward, shadowed face, dark background [descriptive]",,1955-1963,,1955/1963,,,,,,,,,,,
