Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.repository,Name.creator,Name.subject,Subject geographic,Name.photographer,Rights.copyrightStatus,Date.creation,Date.normalized,Alt ID.local,Description.note,Coverage.temporal,Title,AltTitle.descriptive,Coverage.geographic,AltTitle.uniform,Alt ID.collection,Language,"Latitude, Longitude ",Relation.isPartOf,Format.dimensions,Format.medium ,Format.extent,AltTitle.creator
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8w3d,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8w3d-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, R. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,6122-9|~|cleth_196906_amr6122_item09.wav|~|110.1.9,"Performer: Professor R. Srinivasan|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Vocal: Male solo.<br>Item time: 0:55 min.<br>Dropout and recording anomalies at the beginning of the item. A little distorted. Ends abruptly.",1938-1939,Potter's song,,Trivandrum (India),,,,,,,,00:55 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8w4x,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8w4x-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, Kamala ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,cleth_196906_amr6123_item01.wav|~|111.1.1|~|6123-1,"Performer: Miss Kamala Srinivasan|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Vocal: Female solo.<br>Item time: 2:23 min.<br>Dog barks (?) beginning at :25. Occasional pops. Static. Brief dropout at 1:40.",1938-1939,Tyagaraja kirtana (?),Monophonic song,Trivandrum (India),,,,,,,,02:23 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8wsr,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8wsr-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, Kamala ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,111.1.2|~|cleth_196906_amr6123_item02.wav|~|6123-2,"Vocal: Female solo.<br>Item time: 3:01 min.<br>Repeat of Archive Master Item 6123-1. Occasional pops. Static.|~|Performer: Miss Kamala Srinivasan|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India",1938-1939,Tyagaraja kirtana (?),Monophonic song,Trivandrum (India),,,,,,,,03:01 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8wt8,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8wt8-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, Kamala ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,6123-3|~|cleth_196906_amr6123_item03.wav|~|111.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Performer: Miss Kamala Srinivasan|~|Vocal: Female solo.<br>Item time: 2:20 min.<br>Ocasional pops. Static.",1938-1939,King Swati Tirauar,Monophonic song,Trivandrum (India),,,,,,,,02:20 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8wvs,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8wvs-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, Kamala ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,111.1.4|~|cleth_196906_amr6123_item04.wav|~|6123-4,"Performer: Miss Kamala Srinivasan|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Vocal: Female solo.<br>Item time: 4:39 min.<br>Begins abruptly. Occasional pops. Static.",1938-1939,Tyagaraja song,Monophonic song,Trivandrum (India),,,,,,,,04:39 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8ww9,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8ww9-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Srinivasan, Kamala ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 11, 1938",1938-03-11,cleth_196906_amr6123_item05.wav|~|6123-5|~|111.1.5,"Vocal: Female solo.<br>Item time: 1:14 min.<br>Begoms abruptly. Static. Occasional pops. Ends abruptly.|~|Performer: Miss Kamala Srinivasan|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India",1938-1939,Devotional song (fragment),Monophonic song|~|Devotional,Trivandrum (India),,,,,,,,01:14 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8wxt,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8wxt-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 12, 1938",1938-03-12,112.1.1|~|6124-1|~|cleth_196906_amr6124_item01.wav,"Performers: Nair girls plus mixed chorus|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mutura village near Trivandrum.<br>Country of recording: India|~|Beatkeeper. Vocal: Girl leader - mixed chorus.<br>Item time: 2:34 min.<br>Occasional pops and static. Signal occasionally fades in and out. Ends abruptly.",1938-1939,Tiruvadarakali song by Nair girls,Tiruvadarakali song,Trivandrum (India),,,,,,,,02:34 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8wzb,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8wzb-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 12, 1938",1938-03-12,cleth_196906_amr6124_item02.wav|~|112.1.2|~|6124-2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mutura village near Trivandrum.<br>Country of recording: India|~|Vocal: Femal leader - Chorus.<br>Item time: 2:09 min.<br>Begins abruptly. A lot of static. Ends abruptly.",1938-1939,Puliya women's cultivation song,Cultivation,Trivandrum (India),,,,,,,,02:09 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8x0b,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8x0b-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 12, 1938",1938-03-12,6124-3|~|cleth_196906_amr6124_item03.wav|~|112.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mutura village near Trivandrum.<br>Country of recording: India|~|Percussion (beatkeeper). Vocal: Male solo.<br>Item time: 0:31 min.<br>Occasional pops.",1938-1939,Kaka-riti,,Trivandrum (India),,,,,,,,00:31 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8x1v,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8x1v-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 12, 1938",1938-03-12,cleth_196906_amr6124_item03a.wav|~|112.1.4|~|6124-3a,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mutura village near Trivandrum.<br>Country of recording: India|~|Percussion (beatkeeper). Vocal: Male solo.<br>Item time: 1:26 min.<br>Occasional pops and static.",1938-1939,Snake song,,Trivandrum (India),,,,,,,,01:26 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j8x2c,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j8x2c-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 12, 1938",1938-03-12,6124-4|~|cleth_196906_amr6124_item04.wav|~|112.1.5,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mutura village near Trivandrum.<br>Country of recording: India|~|Sticks. Vocal: Male leaders - Mixed chorus.<br>Item time: 2:15 min.<br>A lot of static throughout.",1938-1939,Kolatam about Pandavaas by Nairs and carpenters,Kolatam (sticks),Trivandrum (India),,,,,,,,02:15 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j9903,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j9903-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 12, 1938",1938-03-12,6124-5|~|cleth_196906_amr6124_item05.wav|~|112.1.6,"Sticks. Vocal: Male leader - Mixed chorus.<br>Item time: 2:30 min.<br>Talking for :10. Static and hiss.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mutura village near Trivandrum.<br>Country of recording: India",1938-1939,Song of Ganesha's birth,,Trivandrum (India),,,,,,,,02:30 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j991m,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j991m-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional|~|Group song,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 12, 1938",1938-03-12,6124-6|~|112.1.7|~|cleth_196906_amr6124_item06.wav,"Performer: Nairs (Pillas)|~|Sticks. Vocal: Male leader - Mixed chorus.<br>Item time: 1:56 min.<br>Signal begins weak. Static and hiss. Signal fades in and out, especially towards end. Occasional pops.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Mutura village near Trivandrum.<br>Country of recording: India",1938-1939,Kalyanakali,Krishna marriage song,Mutura (India),,,,,,,,1:56 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j9924,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j9924-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 13, 1938",1938-03-13,6125-1|~|cleth_196906_amr6125_item01.wav|~|113.1.1,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Plucked drone. Vocal: Male solo.<br>Item time: 4:04 min.<br>A lot pops and static at beginning. Occasional pops and hiss throughout. Dog barking at 1:15. Pitch warble.",1938-1939,Muthusami Pambaram Sarameshwaram,,Trivandrum (India),,,,,,,,04:04 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j993n,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j993n-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 13, 1938",1938-03-13,cleth_196906_amr6125_item02.wav|~|113.1.2|~|6125-2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India|~|Plucked drone. Vocal: Male solo.<br>Item time: 3:04 min.<br>Occasional pops and static throughout. Pitch warble.",1938-1939,Devotional song to Shiva,,Trivandrum (India),,,,,,,,03:04 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j9945,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j9945-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Nair, Mrs. Lakshmi",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 13, 1938",1938-03-13,cleth_196906_amr6125_item03.wav|~|6125-3|~|113.1.3,"Performer: Mrs. Lashmi Nair|~|Vocal: Female solo. Occasional foot-tapping?<br>Item time: 5:05 min.<br>Item announced by performer (not in English?). Slightly weak signal at beginning. Occasional pops.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Trivandrum.<br>Country of recording: India",1938-1939,Lullabies,Lullaby,Trivandrum (India),,,,,,,,05:05 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002j9b2m,ark:/21198/zz002gcntd,4,Derived,Work,Bake-Jairazbhoy/audio/21198-zz002j9b2m-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","March 15, 1938",1938-03-15,6125-4|~|113.1.4|~|cleth_196906_amr6125_item04.wav,"Vocal: Male solo.<br>Item time: 3:52 min.<br>Signal very weak. A lot of static - eventually clears up. Occasional pops. Dropout for 8 sec at 2:52. Occasional talking and clapping(?) in the background. Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Syrian Christian rural settlement, Ollanoor [Ollanur?].<br>Country of recording: India",1938-1939,Pariah Invocation of Goddess Kali,,Ollanoor (India),,,,,,,,03:52 min. ,
