"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.subject","Publisher.publisherName","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","Description.note","Date.normalized","Publisher.placeOfOrigin","Title","Date.creation","Alt ID.local","Format.extent","Description.caption","AltTitle.parallel","AltTitle.other","Publisher.publisherName"
"Ethiopian Posters","21198/zz002hgxpz","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_003.tif","","still image","","Goethe-Institut Gebrekristos Desta Center Addis Ababa","Hulse, Michael, $d 1955-","Goethe-Institut Gebrekristos Desta Center Addis Ababa","","Short stories, German|~|Creative writing","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Black square with centered grey vertical stripe in center of poster.","2001-05-29","Addis Ababa (Ethiopia)","Public reading on German short story writing","May 29, 2001","ucla_1922_box01_folder014_003","1 poster : col.","Tuesday, 29.05.01 at 6 p.m.|~|Goethe Institut, Addis Abeba, German Cultural Institute","","German short story writing",""
"Ethiopian Posters","21198/zz002hgxqg","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_004.tif","","still image","","Alliance ethio-française|~|France. $b Ambassade (Ethiopia)","Maw, Will, $d 1973-","Alliance ethio-française","","Serigraphy $v Exhibitions|~|Printmakers $z Great Britain $v Exhibitions","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Brown poster printed in purple for Will Maw's Modern dreams exhibition. Upper left hand corner is a small print of a skull. Middle image is a print of an upper half of a face. Lower right image is print of a rotary phone.","2000-12-22","[Addis Ababa (Ethiopia)]","Will Maw's Modern dreams","December 22, [2000]","ucla_1922_box01_folder014_004","1 poster : col.","Opening ceremony: Friday, December 22nd at 6:30. Open till January 9th.|~|A collection of screenprints.","","Modern dreams|~|Embassy of France and the Alliance of ethio-française present a collection of screenprints: Will Maw's Modern dreams",""
"Ethiopian Posters","21198/zz002hgxr0","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_005.tif","","still image","","","Addis Ababa University. $b Faculty of Science","Addis Ababa University. $b Faculty of Science","","","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Chiefly text poster. Black text on yellow background. University seal on center of poster.","1997-03-14","Addis Ababa (Ethiopia)","Faculty of Science, Addis Ababa University: Open-day","March 14, 1997","ucla_1922_box01_folder014_005","1 poster : col.","The Faculty of Science is organising an Open-Day on 14 and 15 March 1997 within the premises of the Faculty to introduce to the general public about its activities and potentials. All interested are cordially invited to come and pay a visit to the Faculty between 13:00-17:00 hrs on 14 March, 1997 and between 8:30-13:00 hrs on 15 March, 1997.","","Open-day",""
"Ethiopian Posters","21198/zz002hgxsh","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_006.tif","","still image","","Sweden. $b Styrelsen för internationell utveckling","","Sweden. $b Styrelsen för internationell utveckling","","Literature $x Competitions $z Ethiopia|~|Creative writing","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Chiefly text poster, white background, red text. Presents rules and instructions for two writing contests:  one for best short story (eligible for Ethiopian writers), and one for best short story for children and youngsters (eligible for writers from Ethiopia, Tanzania, Kenya, and Zambia). Prize money is listed, along with the judges' names.","1973-12-15","Sweden?","Who writes the best short story?","December 15, 1973","ucla_1922_box01_folder014_006","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hgxt1","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_007.tif","","still image","","","Vision Olympic Taekwondo Club","Vision Olympic Taekwondo Club","","Martial arts $z Ethiopia|~|Tae kwon do $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Poster of an anthropomorphized pale yellow cat in a taekwondo gi. The cat is in a fighting stance and standing on a gridded floor.","1999/2010","[Addis Ababa (Ethiopia)]","Vision Olympic Taekwondo Club","[between 1999 and 2010]","ucla_1922_box01_folder014_007","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hgxvj","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_008.tif","","still image","","Asni Gallery","Sandford International School (Addis Ababa, Ethiopia)","Asni Gallery","","Teenage artists $z Ethiopia|~|Child artists $z Ethiopia|~|Children's art $z Ethiopia $v Exhibitions|~|Performing arts and children $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Social life and customs","Ethiopia","Poster promoting an art exhibition by students of a nursery-year 13 school. Poster is light blue printed in black. Has two examples of artwork by children.","2000-06-12","Addis Ababa (Ethiopia)","Art through the ages","June 12, 2000","ucla_1922_box01_folder014_008","1 poster : col.","An exhibition by students aged 3-19 from the Sandford School at the Asni Gallery, June 12-June 18, 2000. On Saturday June 17 from 11.30 am-4.30 p.m. there will be Arts Workshops taking place including drama, dance, portrait painting and action painting. Everyone is welcome to take part!","","",""
"Ethiopian Posters","21198/zz002hgxw2","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_009.tif","","still image","","Alliance ethio-française|~|Goethe-Institut Gebrekristos Desta Center Addis Ababa","Addis Ababa University. $b Department of Fine Arts","Alliance ethio-française","","Photography, Artistic $v Exhibitions|~|Artists $z Ethiopia $v Exhibitions","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Brown paper poster (possibly Kraft paper), printed in brown and blue inks. Drawn image of a rolodex being turned with disembodied hands, framed in a film strip. Instructions on the image are in French.","[2000?]","[Addis Ababa (Ethiopia)]","Off the Wall photo installation","2000","ucla_1922_box01_folder014_009","1 poster : col.","By Behaïlu Bezabeh, Bekele Mekonnen, Engedaget Legesse, Jürgen Straub, Leo; and 4th year graduating students from the Dept. of Fine Arts, AAU: Benyam Afework, Dawit Geressu, Ermias Mazengia, Loulou Cherinet, Shimeles Negussie, Zerihun Seyoum.|~|Opening ceremony on June 16th at 6.30 p.m at the Alliance.","","Alliance Ethio-Française and German Cultural Institute are pleased to invite you to Off the Wall photo installation",""
"Ethiopian Posters","21198/zz002hgxxk","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_010.tif","","still image","","","National Conference of Ethiopian Studies","Addis Ababa University. $b YaʼItyop̣yā ṭenātenā meremer taqwām","","Congresses and conventions $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Civilization|~|Ethiopia $x Social life and customs|~|Ethiopia $x History","Ethiopia","Poster is printed in red and black. Text is bordered with images printed in red of various Ethiopian objects.|~|Chiefly text conference poster re: a call for papers on the following topics:  anthropology, archaeology/prehistory, contemporary issues, history, and linguistics/literature. Conference to be held October 5-7, 1992.","1992","Addis Ababa (Ethiopia)","Second National Conference of Ethiopian Studies, Institute of Ethiopian Studies, Addis Ababa University: call for papers","1992","ucla_1922_box01_folder014_010","1 poster : col.","","","Call for papers",""
"Ethiopian Posters","21198/zz002hgxz3","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_011.tif","","still image","","Goethe-Institut Gebrekristos Desta Center Addis Ababa","Brecht, Bertolt, $d 1898-1956","Goethe-Institut Gebrekristos Desta Center Addis Ababa","","","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Black and white poster for an exhibition on Bertolt Brecht, poet and playwriter. Image of the writer in profile in the center of the poster.","2002-04-02","Addis Ababa (Ethiopia)","Bertolt Brecht, life and work","April 2, 2002","ucla_1922_box01_folder014_011","1 poster : b&w","Goethe Institut, Addis Abeba, German Cultural Institute|~|Opening on Thuesday [sic] 2nd of April 2002 at 6 pm. at the German Cultural Institute. Open until the 25th of April.","","Exhibition: Bertolt Brecht, life and work",""
"Ethiopian Posters","21198/zz002hgz03","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_012.tif","","still image","","Institute for Sustainable Development (Addis Ababa, Ethiopia)|~|Heinrich Böll Foundation (Addis Ababa, Ethiopia)","","","","Education $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Social life and customs","Ethiopia","Colorful images of a multi-school festival celebrating cultural biodiversity. Images include Ethiopian foods, musical instruments, textiles, and dancing.","2002-07-12","Giyon (Ethiopia)","16 schools celebrate cultural biodiversity","July 12, 2002","ucla_1922_box01_folder014_012","1 poster : col.","Wolliso, 5-7 Hamle 1994/12-14 July 2002","","Sixteen schools celebrate cultural biodiversity",""
"Ethiopian Posters","21198/zz002hgz1m","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_013.tif","","still image","","Writers for Ethiopian Children|~|Goethe-Institut Gebrekristos Desta Center Addis Ababa","","Goethe-Institut Gebrekristos Desta Center Addis Ababa","","Children $x Books and reading $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Poster for a reading of a children's book, Alihoy Alalihoy. Two b&w identical images side by side of a woman talking to a seated pair of children, a boy and a girl.","2004-01-09","Addis Ababa (Ethiopia)","Alihoy Alalihoy","January 9, 2004","ucla_1922_box01_folder014_013","1 poster : col.","Friday 09.01.2004, at 6 p.m.","","The German Cultural Institute cordially invites you to a public reading on the occasion of the launching of a children's book Alihoy Alalihoy by Writers for Ethiopian Children|~|Alihoy Alalihoy by Writers for Ethiopian Children",""
"Ethiopian Posters","21198/zz002hgz24","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder014_014.tif","","still image","","","National Conference on Private Higher Education Institutions in Ethiopia","St. Mary's University College (Addis Ababa, Ethiopia)|~|National Conference on Private Higher Education Institutions in Ethiopia","","Congresses and conventions $z Ethiopia|~|Education, Higher $z Ethiopia|~|Private universities and colleges $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","All text poster. Red, black, and pink text, printed on yellow. Focus of the conference are issues that private higher education institutions face: including management, leadership, access, relationship of private institutions with industries, businesses,  and public higher education institutions, quality of education, and issues of gender and HIV/AIDS in private higher education.","2007","Addis Ababa (Ethiopia)","Fifth National Conference on Private Higher Education Institutions (PHEIs) in Ethiopia","[2007?]","ucla_1922_box01_folder014_014","1 poster : col.","Call for papers.|~|The organizing committee invites all interested to submit abstracts for the conference which is to be held under the general theme ""Private higher education in Ethiopia at the turn of the Ethiopian millennium.""|~|Deadline for the abstract: April 30, 2007. Full paper submission date: July 30, 2007. Abstracts should be submitted to St. Mary's University College, Center for Research and Quality Assurance (CRQA).","","Private higher education in Ethiopia at the turn of the Ethiopian millennium|~|5th National Conference on Private Higher Education Institutions (PHEIs) in Ethiopia",""
"Ethiopian Posters","21198/zz002hgz3n","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder015_001.tif","","still image","","Meta Abo Brewery","","Zewge Tiyatr Media Promotion and Advertising","","Motion pictures $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","X-Designers","","","","","Ethiopia","Movie poster where the title is in Amharic, and the rest of the poster is in English. Has images of 7 actors/actresses. Top image: man with a red hat and is juxtaposed with a sunset on the water; middle image: woman in a blue shirt looking to the poster's right, juxtaposed with a snowy mountainscape; bottom left image is a man in a striped shirt, looking to the poster's left; bottom right image is four people, three of whom are smiling at the camera with one woman looking down at the ground.|~|Romanized title from YouTube.","2010","[Addis Ababa (Ethiopia)]","Meklit","[2010?]","ucla_1922_box01_folder015_001","1 poster : col.","Written by Tilahun Zewga; story by Tilhun Zewga; production manager Sentayehu Bekele; make up by Birhanu Kebede; camera by Gezahege Bekele, Tadese W/senbet and Amare Zewdu; edited by Mistre Zewge; poster by X-Designers; music by Tadese Feleke; light by Endalcachew Bekele, Derbachew Alemu; sound by Mistre Zewge.|~|Star[r]ing: Fantu Manduya, Fekerte Gethun, Tilahun Zewge, Beletu Atenafu, Mered Negash, Mastewal Birhanu, Terefa Lema, Biniyam Wendyefraw, Martha Ashenafi, Estifanose Kebede, Alem Zewge","","",""
