"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Subject","Name.subject","Type.genre","Name.repository","Rights.servicesContact","Language","Rights.permission","Name.photographer","Name.artist","Name.architect","Title","AltIdentifier.local","Format.extent","Format.medium","Relation.isPartOf","Description.fundingNote","Coverage.geographic","Description.latitude","Description.longitude","Description.note","Date.creation","Date.normalized","Description.caption","Coverage.temporal","AltIdentifier.collection"
"Connell (Will) Papers, 1928-1961","21198/zz002j8x90","21198/zz002h2fpt","Work","connell/image/uclamss_893_0005.tif","","still image","copyrighted","Gas industry $z California|~|Gas-governors","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas regulator equipment probably created by the Wilgus Manufacturing Company in an oil field, California, circa 1931","uclamss_893_0005","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Close-up view of gas regulator equipment, probably manufactured by the Wilgus Manufacturing Company, in an oil field.|~|Date based on image ark no. 21198/zz002j8xf2","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #48","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xbh","21198/zz002h2fpt","Work","connell/image/uclamss_893_0006.tif","","still image","copyrighted","Gas industry $z California|~|Gas-governors","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Three men working with gas regulator equipment in an oil field, California, circa 1931","uclamss_893_0006","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Three men working with gas regulator equipment in a California oil field. The man in the center looks at a gauge and gives a thumbs-up sign to the man on the right. The equipment is probably by the Wilgus Manufacturing Company.|~|Date based on image ark no. 21198/zz002j8xf2","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #82","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xc1","21198/zz002h2fpt","Work","connell/image/uclamss_893_0007.tif","","still image","copyrighted","Gas industry $z California|~|Gas-governors","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Man reading a gas gauge in an oil field, California, circa 1931","uclamss_893_0007","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Date based on image ark no. 21198/zz002j8xf2|~|Man reading a gauge in an oil field. The gauge was probably created by the Wilgus Manufacturing Company.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #87","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xdj","21198/zz002h2fpt","Work","connell/image/uclamss_893_0008.tif","","still image","copyrighted","Gas industry $z California","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Storage tanks and derricks in an oil field, California, circa 1931","uclamss_893_0008","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Date based on image ark no. 21198/zz002j8xf2|~|View of three storage tanks and five derricks in an oil field, probably facilitated by equipment created by the Wilgus Manufacturing Company.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #88","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xf2","21198/zz002h2fpt","Work","connell/image/uclamss_893_0009.tif","","still image","copyrighted","Gas industry $z California|~|Gas-governors","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs|~|technical manuals","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas regulator cards for the use of gas regulators produced by the Wilgus Manufacturing Company, Los Angeles, circa 1931","uclamss_893_0009","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","","","","According to the Library of Congress Catalogue of Copyright Entries, these cards were published in 1931.|~|Enclosure and three cards for calculating the capacity of Wilgus gas regulators, produced by Natural Gas Equipment Inc.: (1) Enclosure: ""Pioneers in gas pressure regulation."" Catalog no. 101.  Copyright Feb. 17, 1931; (2) ""No. 1 rapid capacity calculator for Wilgus regulators."" Directions. Card with revolving disc in envelope. Copyright Feb. 17, 1931; (3) ""No. 2 rapid capacity calculator for Wilgus regulators."" Directions. Card with revolving disc in envelope. Copyright Feb. 17, 1931; (4) ""Rapid flow calculator for anubis differential pressure recorders...""","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #96.","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xgk","21198/zz002h2fpt","Work","connell/image/uclamss_893_0010.tif","","still image","copyrighted","Gas-governors|~|Gas industry $z California $z Los Angeles","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas regulator equipment created by the Wilgus Manufacturing Company, Los Angeles, circa 1931","uclamss_893_0010","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Close-up view of gas regulator equipment manufactured by the Wilgus Manufacturing Company. The location might be the Wilgus Manufacturing plant located at 1722 East Sixteenth Street from 1921 to at least 1944.|~|Date based on image ark no. 21198/zz002j8xf2","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #98","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xh3","21198/zz002h2fpt","Work","connell/image/uclamss_893_0011.tif","","still image","copyrighted","Gas industry $z California $z Los Angeles","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Differential pressure recorder called the ""Anubis Recorder,"" Los Angeles, circa 1931","uclamss_893_0011","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Close-up photograph of a disc recorder labeled the ""Anubis Differential Pressure Recorder, Produced in the Laboratory of George Sydney Binckley C. E., Natural Gas Equipment Co., Los Angeles, California, Serial No. [...], Company No. [...], Patents Applied for.""|~|Date based on image ark no. 21198/zz002j8xf2","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #101","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xjm","21198/zz002h2fpt","Work","connell/image/uclamss_893_0012.tif","","still image","copyrighted","Gas industry $z California $z Los Angeles|~|Gauges","","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas industry instruments for measuring pounds of pressure, Los Angeles, circa 1931","uclamss_893_0012","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Date based on image ark no. 21198/zz002j8xf2|~|Photograph of 2 gas industry instruments for measuring pounds of pressure. Each thermometer-like instrument has a glass tube set within a metal case with ""Natural Gas Equipment LA SF"" in raised metal letters at the top, numbers from 0 to 10 on the shaft, and ""Pounds"" at the top of the  shaft. The instruments are photographed in the corner of a dark surface with one dark wall and one light-colored wall behind and in front of 5 light-colored semicircular slabs, each larger than the one in front.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge #103","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xk4","21198/zz002h2fpt","Work","connell/image/uclamss_893_0013.tif","","still image","copyrighted","Gas industry $z California $z Los Angeles","Wilgus Manufacturing Company","black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas industry equipment, Los Angeles, circa 1931","uclamss_893_0013","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Date based on image ark no. 21198/zz002j8xf2|~|Close-up view of gas industry equipment with steam or smoke streaming from a grid of small holes on the lower plate and a grid of spikes on the upper plate, connected to a pipe.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xmn","21198/zz002h2fpt","Work","connell/image/uclamss_893_0014.tif","","still image","copyrighted","Gas industry $z California|~|Gas-governors","Wilgus Manufacturing Company","black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Oil field with gas regulator equipment, probably by the Wilgus Manufacturing Company, California, circa 1931","uclamss_893_0014","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","View of gas regulator equipment, probably manufactured by the Wilgus Manufacturing Company, adjacent to a group of derricks and a storage tank.|~|Date based on image ark no. 21198/zz002j8xf2","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j8xn5","21198/zz002h2fpt","Work","connell/image/uclamss_893_0015.tif","","still image","copyrighted","Gas-governors|~|Gas industry $z California $z Los Angeles","Wilgus Manufacturing Company","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Gas regulator equipment created by the Wilgus Manufacturing Company, Los Angeles, circa 1931","uclamss_893_0015","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Date based on image ark no. 21198/zz002j8xf2|~|Photograph of an assemblage of gas regulator equipment created by the Wilgus Manufacturing Company. The parts are metal-cast with embedded inscriptions identifying the company and, on some, the part number, for example: “Wilgus Mfg. Co. L. A. Cal. U.S.A. 4-inch."" Behind the assemblage is a wooden platform with stacked pieces of unassembled gas regulator equipment. Chalk writing on 2 pieces is visible, reading: ""Iron Thread XH,"" and ""Steel Thread XH."" The location is an industrial setting in a brick-walled room with a sliding wooden door, perhaps the Wilgus Manufacturing plant located at 1722 East Sixteenth Street from 1921 to at least 1944.","[circa 1931]","1931","Text from negative sleeve: Wilgus Gas Gauge","",""
