Object Type,Item ARK,Parent ARK,File Name,Title,AltTitle.translated,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Contributor,Name.producer,Format.extent,issue,Format.medium,Resource type,Genre,Language,Local identifier,Name.creator,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Subject
Work,ark:/21198/z1156hk1,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0457.wav,Ahun ati Eranko igbo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Monmodu Adu,"Institute of African Studies, University of Ibadan",32 mins 26 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,466,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Folk Tales"
Work,ark:/21198/z1wh4qh2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0458.wav,Ahun ati Eranko igbo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1971,1971,Monmodu Adu,"Institute of African Studies, University of Ibadan",23 mins 12 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,467,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Folk Tales"
Work,ark:/21198/z1rr3zrw,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0480.wav,Egungun Oyo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Olawale|Afolabi|George Jolaosun,"Institute of African Studies, University of Ibadan",29 mins 44 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,498,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Intellectuals--Interviews"
Work,ark:/21198/z1n0370t,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0481.wav,Egungun Oyo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Rabi Tinuola|Ashimowu Oladele|Alimotu Wuraola,"Institute of African Studies, University of Ibadan",32 mins 03 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,499,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Intellectuals--Interviews|~|Songs and music"
Work,ark:/21198/z1h72g7n,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0575.wav,Ojaa,,Asipas - Oyo,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Frank Spred,"Institute of African Studies, University of Ibadan",28 mins 41 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,495,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing Arts|~|Laudatory poetry, Yoruba"
Work,ark:/21198/z1cg1qjc,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0576.wav,Present Asipa - Oyekola,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Frank Sased,"Institute of African Studies, University of Ibadan",07 mins 39 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,496,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing Arts|~|Laudatory poetry, Yoruba"
Work,ark:/21198/z17q0zwj,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0596.wav,Irosunawoye,,Irosunewele,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",08 mins 33 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,297,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z13z0745,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0597.wav,Owonrinwere,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",20 mins 37 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,297,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z10885th,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0600.wav,Obaraakosi,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",31 mins 36 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,298,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1vh7pcp,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0650.wav,The Palmwine Drinkard,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Kola Ogunmola,"Institute of African Studies, University of Ibadan",26 mins 53 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,492,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1qr6xk2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0651.wav,The Palmwine Drinkard,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Kola Ogunmola,"Institute of African Studies, University of Ibadan",31 mins 47 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,493,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1m065wg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0652.wav,The Palmwine Drinkard,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Kola Ogunmola,"Institute of African Studies, University of Ibadan",19 mins 30 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,yor,494,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1g75f6m,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0669.wav,Music of Devotees of Ago - Iwoye Shrine,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,March 1976,1976-03,,"Institute of African Studies, University of Ibadan",1hr 4mins 54secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,1098,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Ritual|~|Folk music festivals|~|Folk Dance Music|~|Performing arts festivals"
Work,ark:/21198/z1bg4phb,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0676.wav,Kamo Drums (Talking Drums),,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,,"Institute of African Studies, University of Ibadan","23 mins, 29 secs",,Reel-to-Reel Tape,sound recording,sound recordings,,IAS 4,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Performing arts festivals|~|Folk Dance Music
Work,ark:/21198/z16q3xr5,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0684.wav,Aburi Meeting of Nigerian Military Leaders,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,January 1967,1967-01,Ghana Government| LT.Col. Ojukwu.(Military Governor of Eastern Nigeria),"Institute of African Studies, University of Ibadan",53mins 20secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,638,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Ghana|~|Conference proceedings
Work,ark:/21198/z1321wd1,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0685.wav,Songs by 7 members of Paga Ebi Ogbo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,,"Institute of African Studies, University of Ibadan","21 mins, 37 secs",,Reel-to-Reel Tape,sound recording,sound recordings,,IAS 3,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Folk music festivals|~|Performing arts festivals|~|Folk Dance Music|~|
Work,ark:/21198/z1z91cxq,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0686.wav,Oseyeku,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",25 mins 30 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,269,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1tj0n4h,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0687.wav,Ofunyeku,,Ofuntena,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",31 mins 58 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,270,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1pr9wd7,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0688.wav,Aburi Meeting of Nigerian Military Leaders,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,January 1967,1967-01,Ghana Government| LT.Col. Ojukwu.(Military Governor of Eastern Nigeria),"Institute of African Studies, University of Ibadan",51mins 30secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,639,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Ghana|~|Conference proceedings
Work,ark:/21198/z1k094r3,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0689.wav,Aburi Meeting of Nigerian Military Leaders,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,January 1967,1967-01,Ghana Government| LT.Col. Ojukwu.(Military Governor of Eastern Nigeria),"Institute of African Studies, University of Ibadan",55mins14secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,641,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Ghana|~|Conference proceedings
Work,ark:/21198/z1f78d1s,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0690.wav,Ofunyeku,,Ofuntena  (Continued),"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",28 mins 49 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,yor,271,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z19g7n92,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0691.wav,Aburi Meeting of Nigerian Military Leaders,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Ghana Government| Lt. Col. Ojukwu. (Military Governor of Eastern Nigeria),"Institute of African Studies, University of Ibadan","01 hrs; 07 mins, 25 secs",,Reel-to-Reel Tape,sound recording,sound recordings,eng,640,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Ghana|~|Conference proceedings
Work,ark:/21198/z15t5m02,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0692.wav,Aburi Meeting of Nigerian Military Leaders,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,January 1967,1967-01,Ghana Government| LT.Col. Ojukwu.(Military Governor of Eastern Nigeria),"Institute of African Studies, University of Ibadan",59mins 13secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,642,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Ghana|~|Conference proceedings
Work,ark:/21198/z1224v76,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0693.wav,Iworiwoidi,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",26 mins 19 secs,4,Reel-to-Reel Tape,sound recording,sound recordings,yor,272,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1x94bqf,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0694.wav,Iworiigosun,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",23 mins 15 secs,5,Reel-to-Reel Tape,sound recording,sound recordings,yor,273,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1sj3m1k,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0695.wav,Aburi Meeting of Nigerian Military Leaders,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Ghana Government| Lt. Col. Ojukwu. (Military Governor of Eastern Nigeria),"Institute of African Studies, University of Ibadan","01 hrs; 02 mins, 51 secs",,Reel-to-Reel Tape,sound recording,sound recordings,eng,643,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Ghana|~|Conference proceedings
Work,ark:/21198/z1ns2vcr,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0696.wav,Aburi Meeting of Nigerian Military Leaders,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,January 1981,1981-01,Ghana Government| LT.Col. Ojukwu.(Military Governor of Eastern Nigeria),"Institute of African Studies, University of Ibadan",1hr 4mins 50secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,644,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Ghana|~|Conference proceedings
Work,ark:/21198/z1j123nq,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0697.wav,Iworiowonrin,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",20 mins 49 secs,6,Reel-to-Reel Tape,sound recording,sound recordings,yor,274,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1d81bwj,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0698.wav,Iworiobere,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",11 mins 25 secs,6,Reel-to-Reel Tape,sound recording,sound recordings,yor,274,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z18k99k0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0699.wav,Iworiobere,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",29 mins 53 secs,7,Reel-to-Reel Tape,sound recording,sound recordings,yor,275,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z14t8jwq,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1967_b_0701.wav,Iworiorinkan,,Iworiokanran,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1967,1967,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",23 mins 13 secs,8,Reel-to-Reel Tape,sound recording,sound recordings,yor,276,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
