Object Type,Item ARK,Parent ARK,File name,local ID,Title,AltTitle.translated,AltTitle.other,Creator,Contributor,Contributor.producer,volume/year,issue,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,collection number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Note.content,Subject.topic
Work,ark:/21198/z1v71k48,ark:/21198/z1jd6x7k,ias_meap_1968_b_0370.mp3,620,Ohun Oju wa l'oju ri,"What the Eye Sought, It Has Found",,,Dapo Adelugba,"Institute of African Studies, University of Ibadan",,,August 1968,1968-08,yor,sound recording,sound recording,27mins 19secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Drama performance by Kola Ogunmola Travelling Theatre at the Arts Theatre, University of Ibadan",,"Nigeria, Southwest|~|Arts and Culture|~|Performing Arts|~|Drama"
Work,ark:/21198/z1qg0tc3,ark:/21198/z1jd6x7k,ias_meap_1968_b_0380.mp3,621,Ofo Agba,Empty Barrel,,,Kola Ogunmola,"Institute of African Studies, University of Ibadan",,,August 1968,1968-08,yor|~|eng,sound recording,sound recording,24 mins 3 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Dramatic performance by the Ogunmola travelling theatre group,,"Nigeria, Southwest|~|Cultural Heritage"
Work,ark:/21198/z1kq02m9,ark:/21198/z1jd6x7k,ias_meap_1968_b_0381.mp3,621,Olorun Lo Mejo Da,God is the equitable judge,,,Kola Ogunmola,"Institute of African Studies, University of Ibadan",,,August 1968,1968-08,yor|~|eng,sound recording,sound recording,30 mins 12 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Dramatic performance by the Ogunmola travelling theatre group,,"Nigeria, Southwest|~|Cultural Heritage"
Work,ark:/21198/z1fx99zx,ark:/21198/z1jd6x7k,ias_meap_1968_b_0393.mp3,330,Obara Okanyin,,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,January 1968,1968-01,yor,sound recording,sound recording,8mins 36secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations of Obara okanyin, an Odu of Ifa.",,"Nigeria, Southwest |~|Recitations |~|Arts and culture"
Work,ark:/21198/z1b58k7x,ark:/21198/z1jd6x7k,ias_meap_1968_b_0399.mp3,331,Obara Okanyin Continued,,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,January 1968,1968-01,yor,sound recording,sound recording,34mins 44secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations of Obara okanyin, an Odu of Ifa.",,"Nigeria, Southwest |~|Recitations |~|Arts and culture"
Work,ark:/21198/z16d7tjn,ark:/21198/z1jd6x7k,ias_meap_1968_b_0401.mp3,651,Selected Poems,,,,Samson O. O. Amali| Professor Amstrong,"Institute of African Studies, University of Ibadan",,,1968,1968,ibo|~|eng,sound recording,Sound recordings,20 mins 23 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Some poems from ""Selcted Poems"" by Samson O. O. Amali, read by the author himself and Professor Armstrong",,"Nigeria, Southern|~|Poems"
Work,ark:/21198/z12r5s66,ark:/21198/z1jd6x7k,ias_meap_1968_b_0403.mp3,314,Idinaarin,,,,Frank Sofed,"Institute of African Studies, University of Ibadan",,,March 1968,1968-03,yor,sound recording,sound recording,48 mins 58 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Idinaarin, an Odu of Ifa",,"Nigeria, Southwest |~|Cultural Heritage"
Work,ark:/21198/z1z058pr,ark:/21198/z1jd6x7k,ias_meap_1968_b_0430.mp3,332,Obara Okanyin,,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,1,1968,1968,yor,sound recording,sound recordings,09 mins 45 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Obara Okanyin, an Odu of Ifa.",,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1t74hxk,ark:/21198/z1jd6x7k,ias_meap_1968_b_0431.mp3,332,Obara Eguntan,,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,1968,1968,yor,sound recording,sound recordings,22 mins 50 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Obara Eguntan, an Odu of Ifa.",,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1pg3s5t,ark:/21198/z1jd6x7k,ias_meap_1968_b_0433.mp3,337,Obara Otua,,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,February 1968,1968-02,yor,sound recording,sound recording,38mins 46secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations of Obara Otua, an Odu of Ifa.",,"Nigeria, Southwest |~|Recitations|~|Arts and culture|~|Intellectuals--Interviews"
Work,ark:/21198/z1jq31gx,ark:/21198/z1jd6x7k,ias_meap_1968_b_0434.mp3,354,Ogundakete (Continued),,,,Frank Sofed,"Institute of African Studies, University of Ibadan",,,1968,1968,yor,sound recording,sound recordings,32 mins 10 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Ogundakete, an Odu of Ifa.",,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1dz28t3,ark:/21198/z1jd6x7k,ias_meap_1968_b_0437.mp3,583,Iya Ilu,,,,Alarape Ayansola,"Institute of African Studies, University of Ibadan",,1,1968,1968,yor,sound recording,sound recordings,31 mins 05 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Alajere drumming performance on the main talking drum. Performance recorded in Oshogbo town.,,"Nigeria, Southern|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z1961j2n,ark:/21198/z1jd6x7k,ias_meap_1968_b_0438.mp3,584,Ijala Ode,,,,Ogunyemi Ariwonmaro,"Institute of African Studies, University of Ibadan",,2,1968,1968,yor,sound recording,sound recordings,21 mins 22 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Alajere music performance of the hunters' chant (Ijala).  Performance recorded in Oshogbo town.,,"Nigeria, Southern|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z15h9grp,ark:/21198/z1jd6x7k,ias_meap_1968_b_0439.mp3,585,Drumming in Praise of Deities,,,,Ayanbukola,"Institute of African Studies, University of Ibadan",,3,1968,1968,yor,sound recording,sound recordings,20 mins 32 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Drumming performance of Alajere music, in praise of deities.  Performance recorded in Oshogbo town.",,"Nigeria, Southern|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Songs and music"
Work,ark:/21198/z11r8r1c,ark:/21198/z1jd6x7k,ias_meap_1968_b_0443.mp3,333,Obara Eguntan (Continued),,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,1968,1968,yor,sound recording,sound recordings,12 mins 58 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Obara Eguntan, an Odu of Ifa.",,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1x087gg,ark:/21198/z1jd6x7k,ias_meap_1968_b_0444.mp3,333,Obara Osa,,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,1968,1968,yor,sound recording,sound recordings,19 mins 40 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Obara Osa, an Odu of Ifa.",,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z1s77grr,ark:/21198/z1jd6x7k,ias_meap_1968_b_0456.mp3,335,Obaraa Toku,,Ofuurupon,,Frank Sored,"Institute of African Studies, University of Ibadan",,,February 1968,1968-02,yor,sound recording,sound recording,25mins 49secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations of Obaraa Toku, or Ofuurupon, an Odu of Ifa.",,"Nigeria, Southwest |~|Recitations|~|Arts and culture|~|Intellectuals--Interviews"
Work,ark:/21198/z1ng6r3b,ark:/21198/z1jd6x7k,ias_meap_1968_b_0473.mp3,663,Ayansola,,,,Ayansola,"Institute of African Studies, University of Ibadan",,1,1968,1968,yor,sound recording,sound recordings,17 mins 00 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Drumming performance recorded in the TV studio of the Institute of Education, University of Ibadan",,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts"
Work,ark:/21198/z1hq60df,ark:/21198/z1jd6x7k,ias_meap_1968_b_0474.mp3,664,Ayansola,,,,Ayansola,"Institute of African Studies, University of Ibadan",,2,1968,1968,yor,sound recording,sound recordings,20 mins 46 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Drumming performance recorded in the TV studio of the Institute of Education, University of Ibadan",,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts"
Work,ark:/21198/z1cz57pq,ark:/21198/z1jd6x7k,ias_meap_1968_b_0525.mp3,611,Eni A Biire,,,,Kola Ogunmola,"Institute of African Studies, University of Ibadan",,,1968,1968,yor,sound recording,sound recording,"47 mins, 16 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,A play by Kola Ogunmola on well trained child.,,"Nigeria, Southwest|~|Performing arts festivals|~|Drama|~|"
Work,ark:/21198/z18936dg,ark:/21198/z1jd6x7k,ias_meap_1968_b_0645.mp3,338,Obara Irete,,,,Frank Sobed,"Institute of African Studies, University of Ibadan",,1,1968,1968,yor,sound recording,sound recordings,29 mins 38 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Obara Irete, an Odu of Ifa.",,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z14j2fn9,ark:/21198/z1jd6x7k,ias_meap_1968_b_0646.mp3,339,Obara Ose,,,,Frank Sobed,"Institute of African Studies, University of Ibadan",,2,1968,1968,yor,sound recording,sound recordings,32 mins 39 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation of Obara Ose, an Odu of Ifa.",,"Nigeria, Southwest|~|Art and Culture|~|Recitations|~|Intellectuals--Interviews"
Work,ark:/21198/z10s1pw4,ark:/21198/z1jd6x7k,ias_meap_1968_b_0672.mp3,,Boabo festival,,,,,"Institute of African Studies, University of Ibadan",,,1968,1968,yor,sound recording,sound recording,"24 mins, 59 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Boabo festival in Igbobini community in Ondo state.,,"Nigeria, Southwest|~|Folk music festivals|~|Performing arts festivals|~|Folk Dance Music"
Work,ark:/21198/z1w116c3,ark:/21198/z1jd6x7k,ias_meap_1968_b_0679.mp3,558,B'eyiose,,,,Duro Ladipo,"Institute of African Studies, University of Ibadan",,1,1968,1968,yor,sound recording,sound recordings,29 mins 46 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"A drama performance by Kola Ogunmola on the theme of slave trade in the Old Oyo Empire, and the attempt to stop it.",,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Drama|~|Nigerian drama|~|History"
Work,ark:/21198/z1r80fq8,ark:/21198/z1jd6x7k,ias_meap_1968_b_0680.mp3,559,B'eyiose,,,,Duro Ladipo,"Institute of African Studies, University of Ibadan",,2,1968,1968,yor,sound recording,sound recordings,26 mins 03 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"A drama performance by Kola Ogunmola on the theme of slave trade in the Old Oyo Empire, and the attempt to stop it.",,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Drama|~|Nigerian drama|~|History"
Work,ark:/21198/z1mg9q0d,ark:/21198/z1jd6x7k,ias_meap_1968_b_0681.mp3,560,B'eyiose,,,,Duro Ladipo,"Institute of African Studies, University of Ibadan",,3,1968,1968,yor,sound recording,sound recordings,30 mins 49 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"A drama performance by Kola Ogunmola on the theme of slave trade in the Old Oyo Empire, and the attempt to stop it. trade in the Old Oyo Empire, Nigeria.  by Kola Ogunmola and his theatre group.",,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Drama|~|Nigerian drama|~|History"
Work,ark:/21198/z1gq8z8p,ark:/21198/z1jd6x7k,ias_meap_1968_b_0682.mp3,561,B'eyiose,,,,Duro Ladipo,"Institute of African Studies, University of Ibadan",,4,1968,1968,yor,sound recording,sound recordings,22 mins 36 sercs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"A drama performance by Kola Ogunmola on the theme of slave trade in the Old Oyo Empire, and the attempt to stop it.",,"Nigeria, Southwest|~|Art and Culture|~|Cultural heritage|~|Performing arts|~|Drama|~|Nigerian drama|~|History"
Work,ark:/21198/z1c26wzk,ark:/21198/z1jd6x7k,ias_meap_1968_b_0683.mp3,IAS 27,History of Egbema ibe and Otonima,,,,,"Institute of African Studies, University of Ibadan",,,1968,1968,,sound recording,sound recording,"24 mins, 37 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,History of Egbema ibe and Otonima.,,Nigeria|~|Folklore--Nigeria|~|Performing arts festivals|~|
Work,ark:/21198/z179655r,ark:/21198/z1jd6x7k,ias_meap_1968_b_0734.mp3,568,Chief Araba in sacrifice to Ifa at Igbo Ijawe Ifa,,,,,"Institute of African Studies, University of Ibadan",,,1968,1968,yor,sound recording,sound recording,"07 mins, 19 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Chief Araba performing sacrifice to Ifa at Igbo Ijawe Ifa.,,"Nigeria, Southwest|~|Arts and Culture|~|Recitations|~|Performing arts festivals|~|Ritual"
